"strataID","BpS","SCLASS","YEAR","ew","MAP_ZONE","PVT","BpS_Code","sclass","AREA_TOTAL","AREA_STRATA","avg","low","high","departure"
"2016_Na0210290_fdw","Na0210290","A",2016,"eastside","OSW","fdw","Na0210290_fdw","A",1048.37003,50778.783165,4701.09172236796,3782.06622803249,5620.11716592464,-2733.69619803249
"2016_Na0210290_fdw","Na0210290","A",2016,"westside","OCR","fdw","Na0210290_fdw","A",2036.69341,50778.783165,4701.09172236796,3782.06622803249,5620.11716592464,-1745.37281803249
"2016_Na0210290_fdw","Na0210290","A",2016,"westside","OWC","fdw","Na0210290_fdw","A",342.4883,50778.783165,4701.09172236796,3782.06622803249,5620.11716592464,-3439.57792803249
"2016_Na0210290_fdw","Na0210290","B",2016,"eastside","OSW","fdw","Na0210290_fdw","B",4018.50233223411,50778.783165,554.968531797495,240.547931360876,869.389132234113,3149.1132
"2016_Na0210290_fdw","Na0210290","B",2016,"westside","OCR","fdw","Na0210290_fdw","B",12570.0348722341,50778.783165,554.968531797495,240.547931360876,869.389132234113,11700.64574
"2016_Na0210290_fdw","Na0210290","B",2016,"westside","OWC","fdw","Na0210290_fdw","B",869.389132234113,50778.783165,554.968531797495,240.547931360876,869.389132234113,0
"2016_Na0210290_fdw","Na0210290","C",2016,"eastside","OSW","fdw","Na0210290_fdw","C",594.859547765887,50778.783165,10754.8040429754,9506.79220658874,12002.8168441589,-8911.93265882285
"2016_Na0210290_fdw","Na0210290","C",2016,"westside","OCR","fdw","Na0210290_fdw","C",2764.32277276589,50778.783165,10754.8040429754,9506.79220658874,12002.8168441589,-6742.46943382285
"2016_Na0210290_fdw","Na0210290","C",2016,"westside","OWC","fdw","Na0210290_fdw","C",300.408567765887,50778.783165,10754.8040429754,9506.79220658874,12002.8168441589,-9206.38363882285
"2016_Na0210290_fdw","Na0210290","D",2016,"eastside","OSW","fdw","Na0210290_fdw","D",-137.067046530274,50778.783165,32966.619480513,31414.1807652257,34519.0581958003,-31551.2478117559
"2016_Na0210290_fdw","Na0210290","D",2016,"westside","OCR","fdw","Na0210290_fdw","D",4236.77541846973,50778.783165,32966.619480513,31414.1807652257,34519.0581958003,-27177.4053467559
"2016_Na0210290_fdw","Na0210290","D",2016,"westside","OWC","fdw","Na0210290_fdw","D",-49.8882065302741,50778.783165,32966.619480513,31414.1807652257,34519.0581958003,-31464.0689717559
"2016_Na0210290_fdw","Na0210290","E",2016,"eastside","OSW","fdw","Na0210290_fdw","E",2697.27828653027,50778.783165,1801.2988287796,1228.80410153027,2373.79345447136,323.484832058911
"2016_Na0210290_fdw","Na0210290","E",2016,"westside","OCR","fdw","Na0210290_fdw","E",18257.8116465303,50778.783165,1801.2988287796,1228.80410153027,2373.79345447136,15884.0181920589
