"Order","Donate","Receive","Primary","Secondary","ActiveOnly","ActivePassive","PassiveOnly","BpS","REST_ACRES","strataID"
1,"B","C","Thin / low fire","None",1,0,0,"Na0210290",9350.40067628903,"2007_Na0210290_fdw"
2,"E","D","Thin / low fire","None",1,0,0,"Na0210290",17054.9159550272,"2007_Na0210290_fdw"
3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,"Na0210290",18321.2658202368,"2007_Na0210290_fdw"
1,"B","C","Thin / low fire","None",1,0,0,"Na0210290",15575.2816444266,"2007_Na0210290_fwo"
2,"E","D","Thin / low fire","None",1,0,0,"Na0210290",5694.77017898047,"2007_Na0210290_fwo"
3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,"Na0210290",127510.461146571,"2007_Na0210290_fwo"
1,"B","C","Thin / low fire","None",1,0,0,"Na0210350",3726.9823360376,"2007_Na0210350_fvg"
2,"E","D","Thin / low fire","None",1,0,0,"Na0210350",16270.8815730026,"2007_Na0210350_fvg"
3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,"Na0210350",11934.322909691,"2007_Na0210350_fvg"
19,"A","D","Grow w/ fire","Grow w/ fire",0,0,1,"Na0210350",8309.65292624645,"2007_Na0210350_fvg"
1,"B","C","Thin / low fire","None",1,0,0,"Na0710270",65868.7571924206,"2007_Na0710270_fdd"
3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,"Na0710270",549691.311033274,"2007_Na0710270_fdd"
6,"B","A","Regen / high fire","None",1,0,0,"Na0710270",44915.4017173104,"2007_Na0710270_fdd"
13,"B","E","Grow w/o fire","None",0,0,1,"Na0710270",250026.192802819,"2007_Na0710270_fdd"
10,"B","E","Grow w/o fire","None",0,0,1,"Na0710411",157818.941543301,"2007_Na0710411_fmt"
18,"A","E","Grow w/o fire","Grow w/o fire",0,0,1,"Na0710411",7463.86172944445,"2007_Na0710411_fmt"
19,"C","E","Grow w/o fire","Grow w/o fire",0,0,1,"Na0710411",56092.0131424661,"2007_Na0710411_fmt"
4,"E","A","Regen / high fire","None",1,0,0,"Na0710412",58601.4241273823,"2007_Na0710412_fmc"
6,"E","C","Overstory removal","None",1,0,0,"Na0710412",93084.3999521006,"2007_Na0710412_fmc"
8,"E","D","Thin / low fire","None",1,0,0,"Na0710412",7962.40004360943,"2007_Na0710412_fmc"
1,"B","A","Regen / high fire","None",1,0,0,"Na0710412",84918.6425802975,"2007_Na0710412_fmh"
5,"D","C","Overstory removal","None",1,0,0,"Na0710412",10128.9610007744,"2007_Na0710412_fmh"
6,"E","C","Overstory removal","None",1,0,0,"Na0710412",61345.4166333891,"2007_Na0710412_fmh"
7,"B","C","Thin / low fire","None",1,0,0,"Na0710412",28715.4179457926,"2007_Na0710412_fmh"
1,"B","A","Regen / high fire","None",1,0,0,"Na0710412",6226.41662596798,"2007_Na0710412_fmi"
6,"E","C","Overstory removal","None",1,0,0,"Na0710412",8259.34384911528,"2007_Na0710412_fmi"
7,"B","C","Thin / low fire","None",1,0,0,"Na0710412",2573.32506406276,"2007_Na0710412_fmi"
3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,"Na1010471",50475.2355862447,"2007_Na1010471_frn"
6,"B","A","Regen / high fire","None",1,0,0,"Na1010471",48030.3600623192,"2007_Na1010471_frn"
13,"B","E","Grow w/o fire","None",0,0,1,"Na1010471",116409.836864892,"2007_Na1010471_frn"
20,"C","E","Grow w/o fire","Grow w/o fire",0,0,1,"Na1010471",95097.7765797743,"2007_Na1010471_frn"
1,"B","C","Thin / low fire","None",1,0,0,"R1RFWF",5100.24211559324,"2007_R1RFWF_fcw"
2,"E","D","Thin / low fire","None",1,0,0,"R1RFWF",19810.1122818162,"2007_R1RFWF_fcw"
6,"B","A","Regen / high fire","None",1,0,0,"R1RFWF",18903.8500191844,"2007_R1RFWF_fcw"
9,"E","A","Regen / high fire","None",1,0,0,"R1RFWF",338.979873033702,"2007_R1RFWF_fcw"
1,"B","C","Thin / low fire","None",1,0,0,"R1RFWF",171.269724220064,"2007_R1RFWF_frm"
2,"E","D","Thin / low fire","None",1,0,0,"R1RFWF",480.628078358857,"2007_R1RFWF_frm"
6,"B","A","Regen / high fire","None",1,0,0,"R1RFWF",407.526426159457,"2007_R1RFWF_frm"
9,"E","A","Regen / high fire","None",1,0,0,"R1RFWF",116.193840936661,"2007_R1RFWF_frm"
3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,"RaABAMlw",112034.40278819,"2007_RaABAMlw_fsi"
6,"B","A","Regen / high fire","None",1,0,0,"RaABAMlw",164510.223414582,"2007_RaABAMlw_fsi"
13,"B","E","Grow w/o fire","None",0,0,1,"RaABAMlw",267883.192970487,"2007_RaABAMlw_fsi"
14,"C","E","Grow w/o fire","None",0,0,1,"RaABAMlw",68644.9668641204,"2007_RaABAMlw_fsi"
3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,"RaABAMlw",12047.1116250998,"2007_RaABAMlw_fsw"
6,"B","A","Regen / high fire","None",1,0,0,"RaABAMlw",24009.9897231996,"2007_RaABAMlw_fsw"
13,"B","E","Grow w/o fire","None",0,0,1,"RaABAMlw",26095.3822915456,"2007_RaABAMlw_fsw"
14,"C","E","Grow w/o fire","None",0,0,1,"RaABAMlw",6979.48838631963,"2007_RaABAMlw_fsw"
3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,"RaABAMlw",16363.4949402193,"2007_RaABAMlw_fwc"
6,"B","A","Regen / high fire","None",1,0,0,"RaABAMlw",12730.8113745115,"2007_RaABAMlw_fwc"
13,"B","E","Grow w/o fire","None",0,0,1,"RaABAMlw",75652.2993510188,"2007_RaABAMlw_fwc"
14,"C","E","Grow w/o fire","None",0,0,1,"RaABAMlw",4929.72091721103,"2007_RaABAMlw_fwc"
10,"B","E","Grow w/o fire","None",0,0,1,"RaABAMup",5437.79777326155,"2007_RaABAMup_fsi"
11,"C","E","Grow w/o fire","None",0,0,1,"RaABAMup",1353.76825611042,"2007_RaABAMup_fsi"
12,"D","E","Grow w/o fire","None",0,0,1,"RaABAMup",2378.45036721118,"2007_RaABAMup_fsi"
1,"B","A","Regen / high fire","None",1,0,0,"RaABAMup",71219.6471236737,"2007_RaABAMup_fst"
10,"B","E","Grow w/o fire","None",0,0,1,"RaABAMup",209436.098881044,"2007_RaABAMup_fst"
14,"C","D","Grow w/ fire","None",0,0,1,"RaABAMup",22460.7361106867,"2007_RaABAMup_fst"
1,"B","A","Regen / high fire","None",1,0,0,"RaABAMup",28.3691637897218,"2007_RaABAMup_fsw"
10,"B","E","Grow w/o fire","None",0,0,1,"RaABAMup",186.186187846666,"2007_RaABAMup_fsw"
11,"C","E","Grow w/o fire","None",0,0,1,"RaABAMup",35.8214050049513,"2007_RaABAMup_fsw"
