"type","REST_ACRES","YEAR","BpS_Code","BPS_LLID","AREA_STRATA","REST_PCT"
"active",1.88555580736215,2013,"Na0210290_fdw","Na0210290_fdw_1709000105",8.673405,0.217395106923077
"both",4.21447972606474,2013,"Na0210290_fdw","Na0210290_fdw_1709000105",8.673405,0.485908328512821
"active",27.9397828253839,2013,"Na0210290_fdw","Na0210290_fdw_1709000107",39.58631,0.705794069348315
"both",1.11022302462516e-16,2013,"Na0210290_fdw","Na0210290_fdw_1709000107",39.58631,2.80456305380612e-18
"passive",1.7375893528209,2013,"Na0210290_fdw","Na0210290_fdw_1709000107",39.58631,0.0438936933707865
"active",0.44107693978295,2013,"Na0210290_fdw","Na0210290_fdw_1709000109",1.556765,0.283329172857143
"both",0.79386426683327,2013,"Na0210290_fdw","Na0210290_fdw_1709000109",1.556765,0.509944832285714
"passive",0.0196051711783503,2013,"Na0210290_fdw","Na0210290_fdw_1709000109",1.556765,0.012593532857143
"active",71.9042502439872,2013,"Na0210290_fdw","Na0210290_fdw_1709000110",196.819575,0.365330787062147
"both",74.2521360914691,2013,"Na0210290_fdw","Na0210290_fdw_1709000110",196.819575,0.377259914779661
"active",0.4163674119394,2013,"Na0210290_fdw","Na0210290_fdw_1709000201",2.22395,0.187219772
"both",1.3758416991957,2013,"Na0210290_fdw","Na0210290_fdw_1709000201",2.22395,0.618647766
"passive",0.0538177307778,2013,"Na0210290_fdw","Na0210290_fdw_1709000201",2.22395,0.024199164
"active",9.1985993858428,2013,"Na0210290_fdw","Na0210290_fdw_1709000202",19.57076,0.470017484545455
"both",3.33992864018968,2013,"Na0210290_fdw","Na0210290_fdw_1709000202",19.57076,0.170659118
"passive",2.1209371519564,2013,"Na0210290_fdw","Na0210290_fdw_1709000202",19.57076,0.108372753636364
"active",13.6146176392648,2013,"Na0210290_fdw","Na0210290_fdw_1709000203",46.25816,0.294318183846154
"both",17.2138768723453,2013,"Na0210290_fdw","Na0210290_fdw_1709000203",46.25816,0.372126277230769
"active",305.531131963112,2013,"Na0210290_fdw","Na0210290_fdw_1709000204",735.905055,0.415177379048051
"both",198.775257911493,2013,"Na0210290_fdw","Na0210290_fdw_1709000204",735.905055,0.270109923231188
"active",2016.50531068936,2013,"Na0210290_fdw","Na0210290_fdw_1709000301",3382.405555,0.596174905078572
"both",57.6003675312472,2013,"Na0210290_fdw","Na0210290_fdw_1709000301",3382.405555,0.0170294089796832
"active",223.403866326399,2013,"Na0210290_fdw","Na0210290_fdw_1709000302",855.77596,0.261054150582121
"both",338.361074638388,2013,"Na0210290_fdw","Na0210290_fdw_1709000302",855.77596,0.395385112989605
"active",202.204917513082,2013,"Na0210290_fdw","Na0210290_fdw_1709000303",459.46807,0.440084808315586
"both",96.4820093253623,2013,"Na0210290_fdw","Na0210290_fdw_1709000303",459.46807,0.20998632032333
"passive",9.75766552206733,2013,"Na0210290_fdw","Na0210290_fdw_1709000303",459.46807,0.0212368740271056
"active",148.437226708913,2013,"Na0210290_fdw","Na0210290_fdw_1709000304",387.41209,0.383150734167623
"both",122.121314430892,2013,"Na0210290_fdw","Na0210290_fdw_1709000304",387.41209,0.315223292156142
"active",195.824591961694,2013,"Na0210290_fdw","Na0210290_fdw_1709000305",643.61113,0.304259175818936
"both",245.888249030783,2013,"Na0210290_fdw","Na0210290_fdw_1709000305",643.61113,0.382044743431928
"passive",3.78452077002078,2013,"Na0210290_fdw","Na0210290_fdw_1709000305",643.61113,0.00588013568071885
"active",635.636698462995,2013,"Na0210290_fdw","Na0210290_fdw_1709000306",1904.813175,0.333700284524227
