BpS_Code,SCLASS,AREA_PCT,AREA,AREA_TOTAL
RaMEVG_fuc,B,14.2656394052498,15623.24875,109516.63859
RaMEVG_fuc,C,17.6865498881087,19369.71492,109516.63859
RaMEVG_fuc,D,13.5936820986025,14887.343695,109516.63859
RaMEVG_fuc,E,14.4685059357244,15845.421355,109516.63859
RaOAPI_fop,A,12.9764381514099,11429.991025,88082.65328
RaOAPI_fop,B,23.7805001211925,20946.49547,88082.65328
RaOAPI_fop,C,8.11333521855054,7146.44093,88082.65328
RaOAPI_fop,D,15.1172537771673,13315.67823,88082.65328
RaOAPI_fop,E,40.0124727316797,35244.047625,88082.65328
RaPICOpu_fld,A,14.945274167011,54381.80456,363872.91362
RaPICOpu_fld,B,30.7189534494266,111777.95095,363872.91362
RaPICOpu_fld,C,42.7568642598872,155580.647755,363872.91362
RaPICOpu_fld,D,3.92817066343307,14293.549045,363872.91362
RaPICOpu_fld,E,7.65073746024218,27838.96131,363872.91362
RaPICOpu_flp,A,0.586939920794189,147.003095,25045.68011
RaPICOpu_flp,B,73.4829245768882,18404.298225,25045.68011
RaPICOpu_flp,C,4.05175016427214,1014.788385,25045.68011
RaPICOpu_flp,D,0.374718073487364,93.85069,25045.68011
RaPICOpu_flp,E,21.5036672645581,5385.739715,25045.68011
RaPICOpu_flw,A,12.6897662074635,9921.263345,78183.184645
RaPICOpu_flw,B,35.4039669919869,27679.948885,78183.184645
RaPICOpu_flw,C,33.769780202588,26402.28961,78183.184645
RaPICOpu_flw,D,5.25954982349645,4112.08355,78183.184645
RaPICOpu_flw,E,12.8769367744652,10067.599255,78183.184645
RaPIJEsp_fjp,A,25.7802327556228,21267.856245,82496.758065
RaPIJEsp_fjp,B,23.292006674808,19215.150395,82496.758065
RaPIJEsp_fjp,C,30.5585434037747,25209.80762,82496.758065
RaPIJEsp_fjp,D,2.11890108290403,1748.0247,82496.758065
RaPIJEsp_fjp,E,18.2503160828905,15055.919105,82496.758065
RaPIPOm_fdp,A,10.4918910787549,115713.00808,1102880.37887
RaPIPOm_fdp,B,34.3492758573824,378831.423715,1102880.37887
RaPIPOm_fdp,C,20.9944494027754,231543.663115,1102880.37887
RaPIPOm_fdp,D,10.9244892123701,120484.048015,1102880.37887
RaPIPOm_fdp,E,23.2398944487172,256308.235945,1102880.37887
RaPIPOm_fpd,A,15.8681455639634,107711.458375,678790.46068
RaPIPOm_fpd,B,38.4130183501388,260743.90422,678790.46068
RaPIPOm_fpd,C,15.6794937657756,106430.907965,678790.46068
RaPIPOm_fpd,D,10.6108281807388,72025.28949,678790.46068
RaPIPOm_fpd,E,19.4285141393835,131878.90063,678790.46068
RaPIPOm_fpl,A,11.9672559679736,115864.014285,968175.28258
RaPIPOm_fpl,B,43.794763821598,424010.078385,968175.28258
RaPIPOm_fpl,C,19.7240596094459,190963.46986,968175.28258
RaPIPOm_fpl,D,6.777845566366,65621.425465,968175.28258
RaPIPOm_fpl,E,17.7360750346166,171716.294585,968175.28258
RaPIPOxe_fpd,A,12.2728929588687,80570.372575,656490.46924
RaPIPOxe_fpd,B,55.1703438313879,362188.0491,656490.46924
RaPIPOxe_fpd,C,19.2746938255612,126536.52794,656490.46924
RaPIPOxe_fpd,D,1.05687432416685,6938.27921,656490.46924
RaPIPOxe_fpd,E,12.2251950600153,80257.240415,656490.46924
RaPIPOxe_fxp,A,18.7495176558485,203154.27418,1083517.3358
RaPIPOxe_fxp,B,41.2737990656891,447208.76802,1083517.3358
RaPIPOxe_fxp,C,28.3212781504257,306865.95848,1083517.3358
RaPIPOxe_fxp,D,1.62465825403732,17603.45383,1083517.3358
RaPIPOxe_fxp,E,10.0307468739994,108684.88129,1083517.3358
RaREFI_fcw,A,5.49725891557195,14745.23329,268228.83034
RaREFI_fcw,B,40.4291712406682,108442.693135,268228.83034
RaREFI_fcw,C,9.91342285663117,26590.658175,268228.83034
RaREFI_fcw,D,3.38987407262464,9092.619575,268228.83034
RaREFI_fcw,E,40.770272914504,109357.626165,268228.83034
RaREFI_frf,A,3.54748538102765,2026.46324,57123.93491
RaREFI_frf,B,64.0361600573079,36579.97439,57123.93491
RaREFI_frf,C,16.9778632551838,9698.423555,57123.93491
RaREFI_frf,D,0.0716349111182054,40.92068,57123.93491
RaREFI_frf,E,15.3668563953624,8778.153045,57123.93491
RaREFI_frm,A,1.59897063913678,1417.768125,88667.55213
RaREFI_frm,B,44.8629776219356,39778.90407,88667.55213
RaREFI_frm,C,4.0291551917009,3572.55328,88667.55213
RaREFI_frm,D,0.62930467977948,557.989055,88667.55213
RaREFI_frm,E,48.8795918674472,43340.3376,88667.55213
RaSAWD_fal,A,47.7138457153181,306006.401805,641336.696335
RaSAWD_fal,B,41.2599396693152,264615.133985,641336.696335
RaSAWD_fal,C,11.0262146153667,70715.160545,641336.696335
RaSAWD_fsw,A,35.1334394212367,22291.762825,63448.84871
RaSAWD_fsw,B,48.19732350034,30580.64687,63448.84871
RaSAWD_fsw,C,16.6692370784233,10576.439015,63448.84871
RaSPFI_fcd,A,8.75993713308343,124983.76605,1426765.559515
RaSPFI_fcd,B,4.14403837481882,59125.712305,1426765.559515
RaSPFI_fcd,C,44.8689937443272,640175.349645,1426765.559515
RaSPFI_fcd,D,11.2334320064806,160274.73902,1426765.559515
RaSPFI_fcd,E,30.99359874129,442205.992495,1426765.559515
RaSPFI_fmz,A,3.29168759359732,7972.86075,242211.951265
RaSPFI_fmz,B,5.47531142486459,13261.85864,242211.951265
RaSPFI_fmz,C,44.2731522247125,107234.86589,242211.951265
RaSPFI_fmz,D,21.9565203418948,53181.31635,242211.951265
RaSPFI_fmz,E,25.0033284149308,60561.049635,242211.951265
RaSSHE_fss,A,18.4060921758904,7740.457975,42053.782525
RaSSHE_fss,B,56.1416219360639,23609.675595,42053.782525
RaSSHE_fss,D,8.07001771596288,3393.7477,42053.782525
RaSSHE_fss,E,17.3822681720828,7309.901255,42053.782525
RaTAOAco_ftm,A,8.37857598723424,49721.517335,593436.371655
RaTAOAco_ftm,B,41.7461621974907,247736.91025,593436.371655
RaTAOAco_ftm,C,7.01947879413384,41656.140265,593436.371655
RaTAOAco_ftm,D,4.02568740914462,23889.893295,593436.371655
RaTAOAco_ftm,E,38.8300956119966,230431.91051,593436.371655
RaTAOAco_fto,A,26.2487344591585,7207.37716,27457.998675
RaTAOAco_fto,B,26.8942615316082,7384.625975,27457.998675
RaTAOAco_fto,C,8.74498845826753,2401.198815,27457.998675
RaTAOAco_fto,D,9.34920827764954,2567.105485,27457.998675
RaTAOAco_fto,E,28.7628072733163,7897.69124,27457.998675
