BpS_Code,MAP_ZONE,SCLASS,AREA_PCT,AREA,AREA_TOTAL
RaMCONdy_fdx,OEC,C,17.1126354924857,726.78686,4247.077315
RaMCONdy_fdx,OEC,D,4.6185264701262,196.15239,4247.077315
RaMCONdy_fdx,OEC,E,20.5634392836571,873.345165,4247.077315
RaMCONdy_fdx,OSW,A,10.8161911081619,36.250385,335.149265
RaMCONdy_fdx,OSW,B,31.5195753151958,105.637625,335.149265
RaMCONdy_fdx,OSW,C,5.90577305905773,19.793155,335.149265
RaMCONdy_fdx,OSW,D,8.16191108161911,27.354585,335.149265
RaMCONdy_fdx,OSW,E,43.5965494359655,146.113515,335.149265
RaMCONdy_fmd,OEC,A,10.9944906604778,68839.925905,626131.105395
RaMCONdy_fmd,OEC,B,45.3609627900253,284019.097735,626131.105395
RaMCONdy_fmd,OEC,C,28.7912450126998,180270.940655,626131.105395
RaMCONdy_fmd,OEC,D,0.715919330851982,4482.59362,626131.105395
RaMCONdy_fmd,OEC,E,14.1373822059451,88518.54748,626131.105395
RaMCONdy_fmd,OSE,A,30.0016592002655,2010.673195,6701.873325
RaMCONdy_fmd,OSE,B,22.3859299817488,1500.27667,6701.873325
RaMCONdy_fmd,OSE,C,38.0786460925834,2551.982625,6701.873325
RaMCONdy_fmd,OSE,D,9.52380952380952,638.27365,6701.873325
RaMCONdy_fmd,OSE,E,0.00995520159283225,0.667185,6701.873325
RaMCONdy_fmd,WCB,A,4.38655931122449,489.491395,11158.89152
RaMCONdy_fmd,WCB,B,39.3215880102041,4387.85335,11158.89152
RaMCONdy_fmd,WCB,C,47.9452327806123,5350.156515,11158.89152
RaMCONdy_fmd,WCB,D,0.651705994897959,72.723165,11158.89152
RaMCONdy_fmd,WCB,E,7.69491390306122,858.667095,11158.89152
RaMCONdy_fmd,WEC,A,14.9839202904098,206773.08562,1379966.534875
RaMCONdy_fmd,WEC,B,45.4898570110515,627744.803515,1379966.534875
RaMCONdy_fmd,WEC,C,26.0483076216454,359457.92808,1379966.534875
RaMCONdy_fmd,WEC,D,1.72740641657366,23837.63047,1379966.534875
RaMCONdy_fmd,WEC,E,11.7505086603197,162153.08719,1379966.534875
RaMCONdy_fmd,WNE,A,13.1338279376059,9948.840325,75749.738555
RaMCONdy_fmd,WNE,B,51.4716287590757,38989.624215,75749.738555
RaMCONdy_fmd,WNE,C,32.4471755003538,24578.65061,75749.738555
RaMCONdy_fmd,WNE,D,0.466223734546063,353.16326,75749.738555
RaMCONdy_fmd,WNE,E,2.48114406841863,1879.460145,75749.738555
RaMCONdy_fmx,OEC,A,12.2810281860273,73394.35311,597623.84711
RaMCONdy_fmx,OEC,B,46.6037366525529,278515.04388,597623.84711
RaMCONdy_fmx,OEC,C,31.0659202193495,185657.347555,597623.84711
RaMCONdy_fmx,OEC,D,1.12588558129634,6728.560725,597623.84711
RaMCONdy_fmx,OEC,E,8.92342936077386,53328.54184,597623.84711
RaMCONms_fcm,OBM,A,9.33589726721478,200094.56377,2143281.55123
RaMCONms_fcm,OBM,B,29.2788811441908,627528.85797,2143281.55123
RaMCONms_fcm,OBM,C,44.7654907393937,959450.504335,2143281.55123
