ID,BPS_code,BPS_ID,SizeClass_max,SizeClass_min,Cover_max,Cover_min,SClass
99,25,RaPIPOxe,7.000000000000000,6.000000000000000,25.899999999999999,0.000000000000000,D
100,25,RaPIPOxe,7.000000000000000,6.000000000000000,100.000000000000000,26.000000000000000,E
101,8,RaREFI,2.000000000000000,1.000000000000000,100.000000000000000,0.000000000000000,A
102,8,RaREFI,5.000000000000000,3.000000000000000,100.000000000000000,41.000000000000000,B
103,8,RaREFI,5.000000000000000,3.000000000000000,40.899999999999999,0.000000000000000,C
104,8,RaREFI,7.000000000000000,6.000000000000000,40.899999999999999,0.000000000000000,D
105,8,RaREFI,7.000000000000000,6.000000000000000,100.000000000000000,41.000000000000000,E
106,2,RaSAWD,3.000000000000000,1.000000000000000,100.000000000000000,0.000000000000000,A
107,2,RaSAWD,7.000000000000000,4.000000000000000,100.000000000000000,41.000000000000000,B
108,2,RaSAWD,7.000000000000000,4.000000000000000,40.899999999999999,0.000000000000000,C
111,6,RaSPFI,2.000000000000000,1.000000000000000,10.900000000000000,0.000000000000000,A
112,6,RaSPFI,2.000000000000000,1.000000000000000,100.000000000000000,11.000000000000000,B
113,6,RaSPFI,4.000000000000000,3.000000000000000,100.000000000000000,41.000000000000000,C
114,6,RaSPFI,4.000000000000000,3.000000000000000,40.899999999999999,0.000000000000000,D
115,6,RaSPFI,7.000000000000000,5.000000000000000,100.000000000000000,0.000000000000000,E
116,27,RaSSHE,2.000000000000000,1.000000000000000,100.000000000000000,0.000000000000000,A
117,27,RaSSHE,5.000000000000000,3.000000000000000,100.000000000000000,41.000000000000000,B
119,27,RaSSHE,5.000000000000000,3.000000000000000,40.899999999999999,0.000000000000000,D
120,27,RaSSHE,7.000000000000000,6.000000000000000,100.000000000000000,0.000000000000000,E
121,21,RaTAOAco,2.000000000000000,1.000000000000000,100.000000000000000,0.000000000000000,A
122,21,RaTAOAco,4.000000000000000,3.000000000000000,100.000000000000000,61.000000000000000,B
123,21,RaTAOAco,4.000000000000000,3.000000000000000,60.899999999999999,0.000000000000000,C
124,21,RaTAOAco,7.000000000000000,5.000000000000000,60.899999999999999,0.000000000000000,D
125,21,RaTAOAco,7.000000000000000,5.000000000000000,100.000000000000000,61.000000000000000,E
126,7,R1RFWF,2.000000000000000,1.000000000000000,100.000000000000000,0.000000000000000,A
127,7,R1RFWF,5.000000000000000,3.000000000000000,100.000000000000000,41.000000000000000,B
128,7,R1RFWF,5.000000000000000,3.000000000000000,40.899999999999999,0.000000000000000,C
129,7,R1RFWF,7.000000000000000,6.000000000000000,40.899999999999999,0.000000000000000,D
130,7,R1RFWF,7.000000000000000,6.000000000000000,100.000000000000000,41.000000000000000,E
131,28,RaPIJEsp,2.000000000000000,1.000000000000000,100.000000000000000,0.000000000000000,A
132,28,RaPIJEsp,5.000000000000000,3.000000000000000,100.000000000000000,41.000000000000000,B
133,28,RaPIJEsp,5.000000000000000,3.000000000000000,40.899999999999999,0.000000000000000,C
134,28,RaPIJEsp,7.000000000000000,6.000000000000000,40.899999999999999,0.000000000000000,D
135,28,RaPIJEsp,7.000000000000000,6.000000000000000,100.000000000000000,41.000000000000000,E
136,1,NotForest,7.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,NF
