"PLT_CN","sclass"
30764017020004,NA
30764018020004,NA
30764020020004,NA
30764021020004,NA
30764044020004,NA
30764045020004,"B"
30764046020004,NA
30764047020004,NA
30764048020004,NA
30764049020004,"A"
30764050020004,"A"
30764051020004,NA
30764052020004,NA
30764053020004,NA
30764054020004,NA
30764055020004,NA
30764056020004,NA
30764057020004,"B"
30764058020004,"A"
30764059020004,"C"
30764060020004,"C"
30764061020004,"C"
30764062020004,"D"
30764063020004,"C"
30764064020004,"C"
30764128020004,"A"
30764129020004,"B"
30764130020004,"E"
30764131020004,"A"
30764132020004,"B"
30764133020004,"E"
30764134020004,"A"
30764146020004,NA
30764147020004,NA
30764148020004,NA
30764149020004,NA
30764150020004,NA
30764151020004,NA
30764152020004,NA
30764153020004,NA
30764154020004,NA
30764155020004,"D"
30764156020004,NA
30764157020004,NA
30764158020004,NA
30764159020004,"E"
30764160020004,"C"
30764161020004,NA
30764210020004,NA
30764213020004,"A"
30764223020004,"C"
30764224020004,NA
30764225020004,NA
30764226020004,NA
30764227020004,NA
30764228020004,NA
30764229020004,NA
30764230020004,NA
30764231020004,NA
30764232020004,NA
174763567020004,"B"
174763570020004,"C"
174763571020004,"C"
174763585020004,"C"
174763586020004,"B"
174763587020004,"D"
174763588020004,"D"
174763589020004,"D"
174763590020004,"B"
174763591020004,"B"
174763593020004,"E"
174763594020004,"E"
174763597020004,"A"
174763598020004,"E"
174763605020004,"B"
174763606020004,"B"
174763607020004,"E"
174763608020004,"E"
174763609020004,"C"
174763610020004,"C"
174763611020004,"C"
174763612020004,"C"
174763613020004,"C"
174763614020004,"C"
174763615020004,"E"
174763616020004,"C"
174763619020004,"B"
174763623020004,"C"
174763624020004,"D"
174763625020004,"B"
174763626020004,"E"
174763627020004,"C"
174763628020004,"E"
174763632020004,"B"
174763633020004,"A"
174763634020004,"E"
174763635020004,"B"
174763636020004,"E"
174763637020004,"C"
174763639020004,"D"
174763640020004,"A"
174763641020004,"C"
174763642020004,"E"
174763643020004,"A"
174763644020004,"E"
174763647020004,"D"
174763648020004,"D"
174763649020004,"D"
174763652020004,"B"
174763656020004,"D"
174763657020004,"D"
174763658020004,"A"
174763661020004,"D"
174763662020004,"C"
174763663020004,"C"
174763664020004,"B"
174763566020004,NA
30852334020004,"D"
30852335020004,"B"
30852336020004,"A"
30852337020004,"E"
30852339020004,"E"
30852340020004,"E"
30852341020004,"C"
30852342020004,"A"
30852343020004,"B"
30852344020004,"D"
30852345020004,"E"
30852346020004,"A"
30852347020004,"D"
30852348020004,"E"
30852349020004,"A"
30852350020004,"B"
30852351020004,"A"
30852352020004,"A"
30852353020004,"C"
30852354020004,"A"
30852355020004,"C"
30852357020004,"D"
30852358020004,"E"
30852359020004,"B"
30852360020004,"B"
30852361020004,NA
30852362020004,"C"
30852363020004,"A"
30852364020004,"A"
30852365020004,"D"
30852366020004,"D"
30852367020004,"E"
30852368020004,"B"
30852369020004,"E"
30852370020004,"E"
30852371020004,"B"
30852372020004,"E"
30852373020004,"E"
30852374020004,"C"
30852375020004,"C"
30852376020004,"E"
30852377020004,"E"
30852378020004,"B"
30852379020004,"D"
30852380020004,"E"
30852381020004,"D"
30852382020004,"D"
30852383020004,"E"
30852384020004,"B"
30852165020004,"D"
30852166020004,"B"
30852167020004,"B"
30852168020004,"E"
30852169020004,"B"
30852170020004,"A"
30852171020004,"B"
30852172020004,"C"
30852173020004,"E"
30852174020004,"C"
30852175020004,"B"
30852176020004,"B"
30763440020004,"E"
30763441020004,NA
30763442020004,NA
30763443020004,NA
30763444020004,NA
30763445020004,NA
30763446020004,"D"
30763447020004,"C"
30763449020004,"B"
30763450020004,NA
30763451020004,"C"
30763452020004,NA
30763453020004,NA
30763454020004,"D"
30763455020004,"D"
30763456020004,"B"
30763457020004,"C"
30763458020004,"C"
30763459020004,"C"
30763460020004,"A"
30763461020004,"B"
30763462020004,"C"
30763463020004,NA
30763464020004,"B"
30763465020004,NA
30763466020004,"C"
30763467020004,NA
30763468020004,NA
30763469020004,"B"
30763470020004,"C"
30763471020004,"D"
30763472020004,"E"
30763473020004,"E"
30763474020004,"D"
30763475020004,"B"
30763476020004,"D"
30763477020004,"B"
30763478020004,NA
30763479020004,"B"
30764819020004,"E"
30764820020004,"E"
30764946020004,NA
30764947020004,NA
30764948020004,"D"
30764949020004,"B"
30764950020004,NA
30764951020004,"C"
30764952020004,"A"
30764953020004,"A"
30764961020004,NA
30764962020004,NA
30764963020004,NA
30764964020004,NA
30764965020004,NA
30764966020004,NA
30764967020004,NA
30764983020004,NA
30764984020004,NA
30764986020004,NA
30764987020004,NA
30764988020004,NA
30764989020004,NA
30764990020004,NA
30764991020004,NA
30764992020004,"A"
30764993020004,NA
30764994020004,"D"
30764995020004,"C"
30764996020004,"E"
30764997020004,"E"
30764998020004,"A"
30764999020004,"E"
30765000020004,NA
30765001020004,"A"
30765002020004,"D"
30765003020004,NA
30765006020004,"C"
30765007020004,"E"
30765008020004,"D"
30765009020004,NA
30765010020004,NA
30765011020004,NA
30765012020004,NA
30765013020004,NA
30765014020004,NA
30765015020004,NA
30765016020004,"B"
30765017020004,NA
30765018020004,"A"
30765019020004,"B"
30765020020004,NA
30765021020004,NA
30765022020004,NA
30765044020004,NA
30765045020004,NA
30765047020004,NA
30765048020004,"A"
30765049020004,NA
30765050020004,NA
48206601010497,"B"
48206602010497,"E"
48206608010497,NA
48206609010497,"D"
48206615010497,"D"
48206623010497,"C"
48206625010497,"B"
30764985020004,"A"
48206627010497,"C"
48206628010497,"C"
30763525020004,NA
30763526020004,"A"
30763527020004,NA
30763528020004,NA
30763529020004,NA
30763530020004,NA
30763531020004,"B"
30763532020004,NA
30763533020004,NA
30763534020004,"C"
30763535020004,NA
30763536020004,NA
30763549020004,NA
30763550020004,NA
30763551020004,"E"
30763552020004,NA
30763553020004,"E"
30763554020004,"D"
30765078020004,NA
30765079020004,"C"
30765080020004,NA
30765081020004,NA
30765082020004,NA
30765083020004,NA
30765084020004,NA
30765086020004,NA
30765087020004,"D"
30765088020004,"E"
30765089020004,NA
30765091020004,NA
30765092020004,"C"
30765093020004,NA
30765094020004,NA
30765095020004,NA
30765096020004,"B"
30765105020004,NA
30765106020004,NA
30765107020004,NA
30765108020004,NA
30765109020004,NA
30765110020004,NA
30765111020004,NA
30765112020004,NA
30765113020004,NA
30765114020004,"E"
30765115020004,NA
30765116020004,NA
30765117020004,NA
30765118020004,"B"
30765119020004,NA
30765152020004,"D"
30765153020004,"A"
30765154020004,NA
30765155020004,"B"
30765156020004,"C"
30765157020004,NA
30765158020004,"E"
30765159020004,NA
30765160020004,NA
30765161020004,NA
30763292020004,NA
30763293020004,NA
30763294020004,NA
30763295020004,"A"
30763296020004,"E"
30763297020004,"C"
30763298020004,"A"
30763299020004,"B"
30763300020004,NA
30764706020004,"C"
30764707020004,"C"
30764708020004,NA
30764709020004,"E"
30764710020004,"A"
30764711020004,"A"
30764712020004,NA
30764713020004,"E"
30764714020004,"C"
30764715020004,"B"
30764716020004,"C"
30764717020004,"B"
30764718020004,NA
30764719020004,NA
30764720020004,NA
30764721020004,NA
30764722020004,NA
30764723020004,"A"
30764724020004,"C"
30764725020004,NA
30764727020004,"C"
30764728020004,"A"
30764729020004,"C"
30764735020004,"D"
30764736020004,NA
30764737020004,NA
30764738020004,NA
30764739020004,NA
30764740020004,NA
30764741020004,NA
30764742020004,NA
30764752020004,NA
30764753020004,NA
30764754020004,NA
30764755020004,NA
30764756020004,NA
48206629010497,"C"
48206630010497,"B"
48206631010497,"D"
48206633010497,"D"
48206634010497,"D"
48206636010497,"C"
48206639010497,"D"
48206640010497,"C"
48206641010497,"C"
30852073020004,"A"
30852074020004,"A"
30852075020004,"C"
30852076020004,"C"
30852077020004,"C"
30852078020004,"E"
30852079020004,"E"
30852081020004,"B"
30852082020004,"B"
30852083020004,"B"
30852084020004,"A"
30852085020004,"B"
30852086020004,NA
30852087020004,"C"
30852088020004,"B"
30852089020004,"C"
30852090020004,"B"
30852091020004,"E"
30852092020004,"B"
30852093020004,"A"
48206693010497,"E"
30763565020004,"A"
30763566020004,NA
30763567020004,NA
30763568020004,"E"
30763569020004,"D"
30763570020004,"E"
30763576020004,"B"
30763577020004,NA
30763578020004,NA
30763579020004,NA
30763580020004,"A"
30763581020004,"C"
30763582020004,"C"
30763583020004,"C"
30763584020004,"E"
30763585020004,"D"
30763586020004,NA
30763587020004,NA
30763588020004,NA
30763589020004,NA
30763590020004,"D"
30763591020004,"B"
30763592020004,NA
30763593020004,"D"
48206643010497,"C"
48206644010497,"D"
48206645010497,"B"
48206646010497,"C"
48206647010497,"E"
48206648010497,"B"
48206651010497,"C"
48206653010497,"D"
48206655010497,"B"
48206657010497,"E"
48206658010497,"C"
48206659010497,"D"
48206660010497,"C"
30852111020004,"E"
30852112020004,"E"
30852113020004,"A"
30852114020004,"B"
30852115020004,"B"
30852116020004,"E"
30852117020004,"D"
30852118020004,"B"
30852119020004,"A"
30852120020004,"C"
30852121020004,"B"
30852122020004,"B"
30852123020004,"B"
30852124020004,"E"
30852125020004,"B"
30852126020004,"B"
30852127020004,"B"
30852128020004,"E"
30852129020004,"C"
30852130020004,"C"
30852131020004,"B"
30852132020004,"E"
30852133020004,"E"
30852134020004,"C"
30852135020004,"B"
30852136020004,"B"
30852137020004,"E"
30852138020004,"D"
30852139020004,"A"
30852140020004,"E"
30852141020004,"D"
30852142020004,"B"
30852143020004,"A"
30852144020004,"A"
30852145020004,"E"
30852146020004,"A"
30852147020004,"E"
30852148020004,"B"
30852149020004,"E"
30852150020004,NA
30852151020004,"C"
30852152020004,"E"
30852153020004,"A"
30763684020004,NA
30763685020004,NA
48206661010497,"B"
48206666010497,"D"
48206669010497,"C"
48206670010497,"A"
48206671010497,"E"
48206676010497,"B"
48206681010497,"E"
48206682010497,"D"
48206684010497,"B"
30763702020004,NA
30763703020004,"B"
30763704020004,"E"
30763705020004,"B"
30763706020004,"B"
30763707020004,NA
30763708020004,"B"
30763709020004,"C"
30763718020004,NA
30763719020004,NA
30763720020004,NA
30763721020004,NA
30763722020004,NA
30763723020004,NA
30763724020004,NA
30763725020004,NA
30763726020004,NA
30763727020004,"E"
30763728020004,"A"
30763729020004,"E"
30763730020004,"E"
30763734020004,NA
30763735020004,NA
30763736020004,NA
30763737020004,"B"
30763738020004,"B"
30763739020004,NA
30763740020004,NA
30763741020004,NA
30763742020004,NA
30763743020004,NA
30763744020004,NA
30763745020004,NA
30763746020004,"A"
30763747020004,"C"
30763748020004,"B"
30763749020004,"C"
30763750020004,"C"
30763751020004,"C"
30763752020004,NA
30763753020004,"B"
30763754020004,"D"
30763755020004,"B"
30763770020004,NA
30763771020004,NA
174763196020004,"E"
174763198020004,"B"
174763200020004,"D"
174763202020004,"B"
174763203020004,"E"
174763211020004,"E"
174763212020004,"E"
174763213020004,"E"
174763214020004,"B"
174763215020004,"E"
174763216020004,"B"
174763217020004,"E"
174763218020004,"D"
30764757020004,NA
30764758020004,NA
30764759020004,NA
30764796020004,NA
30764797020004,NA
30764798020004,NA
30764800020004,"D"
30764801020004,"D"
30764802020004,"C"
30764803020004,"A"
30764804020004,"E"
30764805020004,"B"
30764806020004,"B"
30764807020004,NA
30764808020004,NA
30764809020004,NA
30764810020004,NA
30764811020004,"A"
30764812020004,NA
30764813020004,NA
30764814020004,NA
30764815020004,NA
30764816020004,"E"
30764817020004,"E"
30764818020004,"E"
44540343020004,NA
44540350020004,"C"
44540352020004,"A"
44540363020004,NA
44540370020004,NA
44540371020004,NA
44540372020004,NA
44540374020004,"C"
44540375020004,NA
44540379020004,"A"
44540382020004,NA
44540383020004,NA
44540397020004,"E"
44540400020004,NA
44540404020004,NA
44540405020004,NA
44540406020004,NA
44540409020004,NA
44540410020004,NA
44540413020004,NA
44540415020004,NA
48206686010497,"D"
48206688010497,"D"
48206690010497,"D"
48206691010497,"C"
30763480020004,NA
30763481020004,NA
30763483020004,"E"
30763594020004,"B"
30763595020004,"E"
30763596020004,"D"
30763597020004,"D"
30763598020004,"E"
30763599020004,NA
30763600020004,"C"
30763601020004,"D"
30763602020004,NA
30763603020004,"C"
30763604020004,NA
30763605020004,"C"
30763606020004,"C"
30763607020004,NA
30763608020004,"C"
30763615020004,NA
30763616020004,NA
30763624020004,"E"
30763625020004,NA
30763626020004,NA
30763627020004,NA
30763628020004,NA
30763629020004,NA
30763633020004,"D"
30763634020004,"B"
30763635020004,"E"
30763636020004,"E"
30763637020004,"B"
30763638020004,"D"
30763639020004,"B"
30763676020004,"A"
30763677020004,"B"
30763678020004,NA
30763679020004,"B"
30763680020004,"E"
30763681020004,"A"
30763682020004,NA
30763683020004,NA
30765051020004,"A"
30765052020004,"B"
30765062020004,NA
30765063020004,NA
30765064020004,NA
30765065020004,NA
30765066020004,NA
30765067020004,NA
30765068020004,NA
30765069020004,NA
30765070020004,NA
30765071020004,NA
30765072020004,NA
30765073020004,"D"
30765074020004,"B"
30765075020004,NA
30765076020004,NA
30765077020004,NA
174763094020004,"E"
174763095020004,"B"
174763098020004,"D"
44540416020004,"B"
44540417020004,"B"
44540418020004,"E"
44540426020004,NA
44540427020004,NA
44540434020004,NA
44540435020004,NA
44540438020004,NA
44540439020004,NA
44540440020004,NA
44540441020004,NA
44540446020004,NA
44540452020004,NA
44540453020004,NA
44540454020004,NA
44540455020004,NA
44540462020004,"A"
44540463020004,NA
44540468020004,NA
44540470020004,"D"
44540471020004,"C"
44540476020004,"A"
44540478020004,"B"
44540479020004,NA
44540482020004,NA
44540484020004,NA
44540486020004,NA
44540487020004,NA
44540489020004,NA
44540490020004,NA
44540491020004,"C"
44540492020004,NA
44540494020004,NA
44540500020004,NA
44540504020004,NA
44540508020004,NA
44540509020004,NA
44540512020004,NA
44540522020004,NA
44540342020004,NA
44540525020004,NA
30763301020004,"E"
30763302020004,"B"
30763303020004,"E"
30763304020004,"A"
30763305020004,"B"
30763306020004,NA
30763484020004,"C"
30763485020004,NA
30763486020004,"B"
30763487020004,"E"
30763488020004,NA
30763489020004,NA
30763490020004,NA
30763491020004,NA
30763492020004,NA
30763493020004,NA
30763494020004,NA
30763495020004,NA
30763496020004,NA
174763219020004,"D"
174763220020004,"D"
174763221020004,"B"
174763222020004,"E"
174763223020004,"C"
174763229020004,"E"
174763230020004,"D"
174763234020004,"E"
174763235020004,"C"
174763242020004,"B"
174763244020004,"C"
174763245020004,"E"
174763246020004,"E"
174763247020004,"E"
174763249020004,"D"
174763251020004,"D"
174763253020004,"C"
174763254020004,"E"
174763255020004,"B"
174763256020004,"E"
174763257020004,"E"
174763258020004,"D"
174763273020004,"E"
174763274020004,"A"
174763275020004,"B"
174763276020004,"E"
174763277020004,"B"
174763279020004,"E"
174763280020004,"D"
174763281020004,"E"
174763282020004,"A"
174763284020004,"A"
174763285020004,"C"
174763287020004,"E"
174763288020004,"B"
174763289020004,"A"
174763295020004,"B"
174763302020004,"A"
174763303020004,"C"
174763307020004,"E"
174763309020004,"C"
174763310020004,"A"
174763311020004,"B"
174763312020004,"C"
30852154020004,"C"
30852155020004,"E"
30852156020004,"C"
30852157020004,"B"
30852158020004,"D"
30852159020004,"C"
30852160020004,"D"
30852161020004,"E"
30852162020004,"C"
30852163020004,"C"
30852164020004,"C"
30763307020004,"A"
30763308020004,"B"
30763309020004,"E"
30763310020004,NA
30763311020004,"E"
30763312020004,"C"
30763313020004,"B"
30763314020004,"E"
30763315020004,"E"
30763316020004,NA
30763372020004,NA
30763373020004,NA
30763374020004,NA
30763375020004,NA
30763376020004,"C"
30763377020004,"E"
30763378020004,"E"
30763379020004,NA
30763380020004,"B"
30763381020004,"E"
30763382020004,"E"
30763383020004,"E"
30763384020004,"E"
30763385020004,"B"
30763386020004,"E"
30763387020004,"E"
30763388020004,"E"
30763389020004,"E"
30763390020004,"B"
30763391020004,"B"
30763392020004,"E"
30763393020004,"B"
30763394020004,"E"
30763395020004,NA
30763396020004,"D"
30763397020004,NA
30763398020004,"A"
30763399020004,NA
30763400020004,NA
30763401020004,NA
30763403020004,NA
30763404020004,NA
30763405020004,NA
30763406020004,NA
30763407020004,NA
30763497020004,NA
30763499020004,"E"
30763500020004,"E"
30763501020004,"C"
30763503020004,NA
30763504020004,NA
30763505020004,NA
30763506020004,NA
30763507020004,NA
30763508020004,"E"
30763509020004,"B"
30763510020004,"B"
30765162020004,NA
30765163020004,NA
30765164020004,"E"
30765165020004,"A"
30765166020004,NA
30765167020004,"E"
30765168020004,"E"
30765170020004,NA
30765172020004,"B"
30765173020004,"E"
216958190020004,"B"
216958191020004,NA
216958197020004,NA
216958198020004,NA
216958199020004,NA
216958209020004,NA
216958212020004,NA
216958213020004,NA
48206694010497,NA
48206695010497,"C"
48206696010497,"E"
48206697010497,"C"
48206698010497,"B"
48206699010497,"C"
48206705010497,"B"
48206706010497,NA
48206707010497,"B"
48206708010497,"D"
48206710010497,"C"
48206712010497,"C"
48206715010497,"A"
48206720010497,"E"
48206722010497,"B"
48206727010497,"C"
48206728010497,"C"
48206734010497,"E"
48206737010497,"E"
48206738010497,"B"
48206741010497,"A"
30852066020004,"C"
30852067020004,"E"
30852068020004,"E"
30852069020004,"D"
30852071020004,"A"
30852072020004,"C"
30763408020004,"C"
30763409020004,"C"
30763410020004,NA
30763411020004,NA
30763413020004,NA
30763414020004,"C"
30763415020004,"E"
30763416020004,"C"
30763417020004,"B"
30764821020004,"D"
30764822020004,"C"
30764823020004,"B"
30764824020004,NA
30764825020004,"C"
30764827020004,NA
30764828020004,NA
30764829020004,NA
30764830020004,NA
30764839020004,NA
30764840020004,NA
30764841020004,NA
30764842020004,NA
30764844020004,"A"
30764845020004,NA
30764846020004,"D"
30764856020004,NA
30764857020004,NA
30764858020004,NA
30764859020004,NA
30764860020004,NA
30764861020004,NA
30764862020004,NA
30764863020004,NA
30764901020004,NA
30764903020004,"B"
30764904020004,"B"
30764905020004,"C"
30764906020004,"D"
30764907020004,"C"
30764908020004,"B"
30764909020004,"B"
30763511020004,"A"
30763512020004,"E"
30763513020004,"A"
30763514020004,"A"
30763515020004,NA
30763516020004,NA
30763517020004,"D"
30763518020004,NA
30763519020004,NA
30763520020004,"E"
30763521020004,NA
30763522020004,NA
30763523020004,NA
30763524020004,NA
174763099020004,"C"
174763100020004,"B"
174763104020004,"A"
174763105020004,"D"
174763106020004,"B"
174763107020004,"E"
174763112020004,"E"
174763113020004,"C"
174763114020004,"D"
174763115020004,"E"
174763122020004,"D"
174763123020004,"E"
174763131020004,"C"
174763132020004,"E"
174763133020004,"D"
174763134020004,"C"
174763142020004,"C"
174763143020004,"D"
174763144020004,"A"
174763146020004,"E"
174763148020004,"E"
174763149020004,"E"
174763150020004,"E"
174763151020004,"D"
174763152020004,"B"
174763154020004,"E"
174763156020004,"C"
174763157020004,"A"
174763158020004,"A"
174763159020004,"E"
174763167020004,"C"
174763168020004,"C"
174763180020004,"B"
174763181020004,"E"
174763185020004,"D"
174763186020004,"E"
174763188020004,"B"
174763189020004,"C"
174763190020004,"A"
30852094020004,"C"
30852095020004,"B"
30852096020004,"B"
30852097020004,"B"
30852098020004,"C"
30852099020004,"A"
30852100020004,"D"
30852101020004,"C"
30852102020004,"E"
30852103020004,"B"
30852104020004,"E"
30852105020004,"C"
30852107020004,"E"
30852108020004,"C"
30852109020004,"B"
30852110020004,"D"
30764910020004,"E"
30764911020004,NA
30764912020004,NA
30764913020004,NA
30764914020004,NA
30764915020004,NA
30764916020004,NA
30764917020004,NA
30764918020004,NA
30764919020004,"E"
30764920020004,"D"
30764921020004,"E"
30764922020004,"B"
30764923020004,"A"
30764924020004,"E"
30764925020004,"B"
30764927020004,NA
30764928020004,NA
30764929020004,NA
30764930020004,NA
30764931020004,NA
30764932020004,NA
30764933020004,NA
30764934020004,NA
30764935020004,NA
30764936020004,NA
30764945020004,NA
44540587020004,NA
44540592020004,"C"
44540602020004,NA
44540605020004,NA
44540606020004,"A"
44540615020004,NA
44540616020004,NA
44540617020004,NA
44540618020004,"C"
44540619020004,NA
44540620020004,"A"
44540622020004,NA
44540624020004,NA
44540625020004,NA
44540626020004,NA
44540632020004,NA
44540636020004,"C"
30763686020004,NA
30763687020004,NA
30763688020004,NA
30763689020004,NA
30763690020004,NA
30763691020004,NA
30763692020004,NA
30763693020004,NA
30763694020004,NA
30763695020004,NA
30763696020004,NA
30763697020004,NA
30763698020004,NA
30763699020004,NA
30763700020004,NA
30763701020004,NA
44540639020004,NA
44540640020004,NA
44540642020004,NA
44540648020004,NA
44540651020004,NA
44540655020004,NA
44540659020004,NA
44540663020004,"B"
44540664020004,NA
44540668020004,"C"
44540681020004,NA
44540683020004,"A"
44540687020004,NA
44540688020004,"A"
44540689020004,"D"
44540690020004,NA
44540694020004,NA
44540695020004,"D"
44540696020004,NA
44540697020004,NA
44540708020004,NA
44540709020004,NA
44540710020004,"C"
44540712020004,NA
44540719020004,"C"
44540720020004,"B"
44540526020004,NA
44540527020004,NA
44540528020004,NA
44540529020004,NA
44540532020004,"E"
44540535020004,NA
44540544020004,NA
44540548020004,"B"
44540549020004,"E"
44540551020004,NA
44540561020004,NA
44540562020004,NA
44540564020004,NA
44540571020004,NA
44540572020004,NA
30762990020004,"B"
30762991020004,NA
30762992020004,NA
30762993020004,"B"
30763149020004,NA
30763150020004,NA
30763151020004,"A"
30763152020004,"C"
30763153020004,"A"
30763154020004,NA
30763155020004,"E"
30763156020004,"B"
30763158020004,"D"
30763159020004,"C"
44540573020004,NA
44540586020004,NA
30763418020004,"A"
30763419020004,"B"
30763420020004,"A"
30763421020004,"A"
30763422020004,"B"
30763423020004,"A"
30763424020004,"E"
30763425020004,"B"
30763426020004,"B"
30763428020004,NA
30763429020004,"A"
30763430020004,"B"
30763431020004,"B"
30763432020004,"A"
30763433020004,NA
30763434020004,"E"
30763435020004,"E"
30763436020004,NA
30763437020004,NA
30763438020004,NA
30763439020004,"B"
30763160020004,"A"
30763216020004,"E"
30763217020004,NA
30763218020004,NA
30763219020004,"A"
30763220020004,"D"
30763221020004,"B"
30763222020004,NA
30763223020004,NA
30763224020004,NA
30763225020004,NA
30763287020004,NA
30763288020004,NA
30763289020004,NA
30763290020004,NA
30763291020004,NA
44540219020004,NA
44540226020004,"B"
44540227020004,NA
44540229020004,"A"
44540230020004,NA
44540243020004,"C"
44540245020004,NA
44540308020004,"C"
44540315020004,"C"
44540316020004,NA
44540318020004,NA
44540319020004,"C"
44540325020004,NA
44540326020004,NA
44540330020004,"B"
44540333020004,NA
44540334020004,NA
44540340020004,NA
44540341020004,"A"
174764025020004,"E"
30762836020004,"E"
30762837020004,"B"
30762838020004,"D"
30762839020004,"E"
30762840020004,"D"
30762841020004,"E"
30762842020004,"E"
30762843020004,"B"
30762844020004,"B"
30762846020004,"E"
30762847020004,"B"
30762848020004,"B"
30762849020004,NA
30762850020004,NA
30762851020004,NA
30762852020004,"B"
30762853020004,"B"
30762854020004,"B"
30762855020004,NA
30762988020004,"A"
30762989020004,"E"
24470490010900,"C"
24470687010900,"A"
24470925010900,"A"
24471182010900,NA
24471199010900,NA
24471223010900,NA
24471238010900,NA
24471254010900,"C"
24471388010900,"B"
24471660010900,"E"
24471924010900,NA
15351273010497,NA
15351288010497,NA
15351303010497,NA
15351317010497,NA
15351331010497,NA
15351346010497,NA
15351360010497,NA
15351374010497,NA
15351389010497,NA
15351403010497,NA
15351427010497,NA
15351441010497,NA
15351455010497,NA
15351470010497,NA
15351485010497,NA
15351499010497,NA
15351514010497,NA
15351529010497,NA
15351544010497,NA
15351559010497,NA
15351574010497,NA
15351587010497,NA
15351601010497,NA
15351617010497,NA
15351632010497,NA
15351647010497,NA
15351664010497,NA
15351679010497,NA
24470277010900,NA
24470294010900,"E"
24475034010900,"E"
24475301010900,"C"
24475416010900,NA
24475433010900,"C"
24475652010900,"D"
24475820010900,"B"
24476148010900,"B"
26124142010900,"E"
26124310010900,"B"
26124535010900,"E"
26124679010900,"E"
26367903010900,NA
26367921010900,NA
26367939010900,NA
26367957010900,NA
26367975010900,NA
26367993010900,NA
26368011010900,NA
26368029010900,NA
26368047010900,NA
15350259010497,NA
15350274010497,NA
15350868010497,NA
15350882010497,NA
15350897010497,NA
15350912010497,NA
15350927010497,NA
15350942010497,NA
15350957010497,NA
15350972010497,NA
15350987010497,NA
15351002010497,NA
15351017010497,NA
15351032010497,NA
15351047010497,NA
24471958010900,NA
24471974010900,NA
24471991010900,NA
24472008010900,NA
24472048010900,NA
24472065010900,NA
24472082010900,"B"
24472315010900,NA
24472332010900,"C"
24472581010900,"A"
24472792010900,NA
24472992010900,"A"
24473187010900,"D"
24473344010900,"E"
24473543010900,NA
24473565010900,"D"
24473867010900,"E"
24473969010900,"E"
24474144010900,NA
24474161010900,"D"
24474301010900,"D"
24474572010900,"B"
24474761010900,"A"
24471941010900,NA
15351061010497,NA
15351075010497,NA
15351089010497,NA
15351103010497,NA
15351117010497,NA
15351131010497,NA
15351145010497,NA
15351159010497,NA
15351173010497,NA
15351187010497,NA
15351201010497,NA
15351215010497,NA
15351229010497,NA
15351243010497,NA
15351258010497,NA
346864447489998,"C"
346864448489998,"A"
346864449489998,"B"
346864450489998,"C"
346864451489998,"D"
346864468489998,"D"
346864469489998,"E"
346864470489998,"E"
346864471489998,"E"
346864472489998,"C"
346864473489998,"C"
346864474489998,"E"
346864475489998,"D"
346864476489998,"C"
346864477489998,"C"
346864478489998,"B"
346864479489998,"E"
346864480489998,"B"
346864481489998,"C"
346864482489998,"C"
346864483489998,"E"
346864484489998,"B"
346864485489998,"B"
346864486489998,"B"
273642013489998,NA
346864677489998,"B"
346864678489998,"A"
346864679489998,"A"
346864680489998,"D"
346864681489998,"D"
346864682489998,"E"
346864683489998,"C"
346864684489998,"B"
346864685489998,"C"
346864686489998,NA
346864687489998,"E"
346864688489998,"C"
346864689489998,"B"
346864690489998,"B"
346864691489998,"C"
346864692489998,"C"
346864693489998,"A"
346864694489998,NA
346864695489998,"C"
346864696489998,"A"
346864697489998,"C"
346864698489998,"E"
346864699489998,"C"
346864700489998,"C"
346864701489998,"B"
346864702489998,NA
346864703489998,"C"
346864704489998,"E"
346864705489998,"C"
346864706489998,"C"
346864707489998,"B"
346864708489998,"B"
346864709489998,NA
346864710489998,"D"
346864711489998,NA
346864712489998,"B"
346864713489998,"A"
346864714489998,"C"
346864715489998,NA
346864716489998,NA
346864717489998,"E"
346864718489998,"A"
346864719489998,"C"
346864720489998,"A"
346864721489998,"E"
346864722489998,"C"
346864723489998,"C"
346864724489998,"C"
346864726489998,"A"
346864727489998,"B"
346864728489998,"E"
346864729489998,"C"
346864730489998,"A"
346864731489998,"C"
346864732489998,NA
25471502010900,"A"
26127127010900,"D"
26368244010900,NA
26368261010900,NA
26368278010900,NA
26368295010900,NA
26368312010900,NA
26368329010900,NA
26368346010900,NA
26368363010900,NA
26368380010900,NA
26368397010900,NA
26368414010900,NA
26368431010900,NA
26368448010900,NA
5930581010901,NA
5936567010901,"D"
8975437010901,"E"
9262796010901,"C"
14602716010497,"C"
14603453010497,"A"
14603686010497,"C"
14604242010497,"B"
14604581010497,"E"
14605819010497,"B"
14606200010497,"B"
193209111020004,"E"
193209236020004,"E"
21836578010497,"C"
21837427010497,"B"
21837705010497,"B"
21838056010497,"B"
21838691010497,"D"
24916167010900,"E"
41119433010497,"C"
41119434010497,"E"
41119436010497,"E"
41119437010497,"E"
41119439010497,"E"
41119440010497,"E"
41119441010497,"B"
41119442010497,"B"
41119443010497,"C"
41119444010497,"B"
41119445010497,"C"
41119446010497,"A"
41119448010497,"E"
41119450010497,"C"
41119451010497,"C"
41119452010497,"E"
41119453010497,"D"
41119454010497,"C"
41119455010497,"D"
41119456010497,"C"
41119457010497,"E"
41119458010497,"C"
41119459010497,"C"
