"PLT_CN","sclass"
40219999010497,"A"
40220000010497,"B"
40220001010497,"E"
40220002010497,"E"
40220003010497,"A"
40220004010497,"C"
40220005010497,"E"
40220006010497,"E"
40220007010497,"B"
40220008010497,"E"
40220009010497,"C"
40220010010497,NA
40220011010497,"E"
40220012010497,"E"
40220013010497,"E"
40220014010497,"E"
40220015010497,"E"
40220016010497,"A"
40220017010497,"C"
40220018010497,NA
40220019010497,"C"
40220020010497,"B"
40220021010497,"B"
40220026010497,"D"
40220027010497,"B"
40220028010497,"E"
40220029010497,"C"
40220030010497,"E"
40220031010497,"D"
40220032010497,"B"
40220033010497,"C"
40220034010497,"E"
40220035010497,"B"
40220036010497,"D"
40220037010497,"B"
40220038010497,NA
40220039010497,"B"
40220040010497,"E"
40220041010497,"E"
40220042010497,"E"
40220043010497,"E"
40220044010497,"B"
40220045010497,"A"
40220046010497,"E"
40220047010497,"E"
40220022010497,"B"
40220023010497,"E"
40220024010497,"D"
40220025010497,"E"
40220048010497,"E"
40220049010497,"D"
40220050010497,"E"
29881535010497,"B"
29881536010497,NA
40219150010497,NA
40219151010497,NA
40219152010497,"E"
40219153010497,"E"
40219154010497,"A"
40219155010497,"E"
40219156010497,NA
40219157010497,NA
40219158010497,NA
40219159010497,NA
40219160010497,NA
40219161010497,"D"
40219162010497,"B"
40219163010497,"C"
40219164010497,"C"
40219165010497,"B"
40219166010497,NA
40219167010497,NA
40219168010497,"C"
40219169010497,NA
40219170010497,NA
40219171010497,NA
40219172010497,"B"
40219173010497,"B"
40219174010497,"D"
40219175010497,"D"
40219176010497,NA
40219177010497,NA
40219178010497,NA
40219179010497,NA
40219180010497,NA
40219181010497,NA
40219910010497,"A"
40219911010497,NA
40219912010497,"D"
40219913010497,"D"
40219914010497,"A"
40219915010497,NA
40219916010497,NA
40219917010497,NA
40219918010497,NA
40219919010497,NA
40219920010497,NA
40219921010497,NA
40219922010497,NA
40219923010497,NA
40219924010497,NA
40219925010497,NA
40219926010497,NA
40219927010497,"E"
40219928010497,"C"
40219929010497,NA
40219930010497,NA
40219931010497,"C"
40219932010497,"E"
40219933010497,NA
29882373010497,"C"
29882374010497,"B"
29882418010497,"C"
29882419010497,"D"
29882420010497,"D"
29882421010497,"C"
29882422010497,"E"
29882423010497,"E"
29882424010497,"C"
29882425010497,"E"
29882426010497,"B"
29882427010497,"E"
29882428010497,"B"
29882429010497,"C"
29882430010497,"A"
29882431010497,"B"
29882432010497,"E"
29882433010497,"D"
29882434010497,"A"
29882435010497,"C"
29882436010497,"C"
29882438010497,"C"
29882439010497,"B"
29882440010497,"A"
29882441010497,"E"
29882442010497,"E"
29882443010497,"E"
29882444010497,"A"
29882445010497,"C"
29882446010497,"A"
29882447010497,"B"
29882448010497,"B"
29882449010497,"D"
29882450010497,"D"
29882451010497,"D"
29882349010497,NA
29882350010497,"B"
29882351010497,"C"
29882352010497,"C"
29882452010497,"C"
29882453010497,"B"
29882456010497,"E"
29881818010497,NA
29881819010497,NA
29881820010497,"A"
29881821010497,"B"
29881822010497,"E"
29881823010497,"E"
29881824010497,"E"
29881825010497,"B"
29881826010497,NA
29881827010497,"E"
29881828010497,NA
29881829010497,NA
29881830010497,"B"
29881831010497,"E"
29881832010497,"A"
29881833010497,NA
29881848010497,"B"
40402939010497,"B"
40402940010497,"C"
40402943010497,"C"
40402944010497,"C"
40402945010497,"D"
40402946010497,"C"
40402947010497,NA
40402948010497,"E"
40402949010497,"B"
40402950010497,NA
40402951010497,"E"
40402952010497,"E"
40402955010497,"A"
40402957010497,"C"
40402959010497,"D"
40402960010497,"A"
40402961010497,"A"
40402962010497,NA
40402963010497,"A"
40402964010497,"A"
40402965010497,"B"
40402966010497,"E"
40402967010497,"D"
40402969010497,"B"
40402970010497,"E"
40402973010497,"A"
40402974010497,"E"
40402975010497,"E"
40402978010497,"A"
40402979010497,"E"
40402980010497,"D"
40402982010497,"B"
40402983010497,"C"
40402984010497,"E"
40402985010497,"E"
40402986010497,"D"
40402987010497,"B"
40402989010497,"E"
40402990010497,"B"
40402991010497,"A"
40402992010497,"E"
40402993010497,"B"
40402994010497,"E"
40402996010497,"C"
40402997010497,"D"
40402998010497,"D"
40403003010497,"A"
40403004010497,NA
40403006010497,"B"
40403007010497,"C"
40403008010497,"D"
29882459010497,"E"
29882504010497,"B"
29882505010497,NA
29882506010497,"C"
29882507010497,"C"
29882508010497,"C"
22954221010497,"C"
22954222010497,"C"
22954224010497,"B"
22954225010497,"A"
22954226010497,"E"
22954227010497,NA
22954228010497,"E"
22954229010497,"C"
22954230010497,"D"
22954231010497,"E"
22954232010497,"D"
22954233010497,"B"
22954234010497,"C"
22954235010497,"C"
22954236010497,"E"
22954238010497,"A"
22954239010497,"E"
22954240010497,NA
22954242010497,"B"
22954243010497,NA
22954244010497,"A"
22954245010497,"C"
22954246010497,NA
22954248010497,"B"
22954250010497,"B"
22954251010497,"E"
22954252010497,"C"
22954253010497,"B"
22954254010497,NA
22954255010497,"A"
22954256010497,"A"
22954257010497,"C"
29395061010497,"E"
29395062010497,"A"
29395063010497,"B"
29395064010497,NA
29395065010497,"B"
29395066010497,"A"
29880856010497,"B"
29880857010497,"E"
29880918010497,NA
29882627010497,NA
29882628010497,NA
29882629010497,NA
29882630010497,"E"
29882631010497,NA
29882632010497,"E"
29882633010497,"A"
29882634010497,"B"
29882635010497,"A"
29882636010497,"C"
29882637010497,NA
29882638010497,NA
29882639010497,NA
29882640010497,NA
29882641010497,"B"
29882642010497,"E"
29882643010497,"E"
29882644010497,"A"
29882645010497,"B"
29882646010497,NA
29882647010497,NA
29882648010497,NA
29882649010497,"D"
40219003010497,"E"
40219004010497,"E"
40219005010497,"B"
40219006010497,NA
29394981010497,"A"
29394982010497,"A"
29394983010497,"E"
29394984010497,"D"
29394985010497,"A"
29394986010497,"C"
29394987010497,"D"
29394988010497,"D"
29394989010497,"B"
29394990010497,"C"
29394991010497,"E"
29394992010497,"A"
29394993010497,"A"
29394994010497,"D"
4059961010901,NA
4059962010901,NA
4059963010901,NA
4059964010901,NA
4059965010901,NA
4059966010901,NA
4059967010901,NA
4059968010901,NA
4059969010901,NA
29881440010497,"E"
29881441010497,"D"
29881442010497,"C"
29881443010497,"E"
29881444010497,"E"
29881445010497,"E"
29881446010497,"C"
29881447010497,"B"
29881448010497,NA
29881449010497,"C"
29881450010497,"E"
29881451010497,"B"
29881452010497,"E"
29881453010497,"E"
29881454010497,"E"
29881455010497,"E"
29881456010497,NA
29881457010497,"A"
29881458010497,"E"
29881524010497,"B"
29881525010497,"D"
29881526010497,"B"
29881537010497,"E"
29881538010497,"E"
29881539010497,"E"
29881540010497,"E"
29881541010497,"C"
29881542010497,"B"
29881543010497,"B"
29881605010497,"D"
29881606010497,"B"
29881607010497,"C"
29881608010497,"A"
29881609010497,"B"
29881610010497,"E"
29881611010497,"A"
29881612010497,"E"
29881613010497,"C"
29881614010497,"A"
29881615010497,"C"
29881616010497,"E"
29881617010497,"C"
29881618010497,"B"
29881619010497,"B"
29881620010497,"E"
29881621010497,"A"
29881622010497,"E"
29881623010497,"C"
29881624010497,"E"
29881625010497,"E"
29881690010497,"A"
29881691010497,"C"
29881692010497,NA
29881693010497,"E"
29881694010497,"B"
29881695010497,"B"
29881696010497,"E"
29881697010497,"B"
29881698010497,"C"
29881699010497,"B"
29881700010497,"C"
29881701010497,"E"
29881702010497,"C"
29881703010497,"C"
29881704010497,"D"
29881705010497,"B"
29881706010497,"A"
29881707010497,"E"
29881751010497,"A"
29881752010497,"D"
29881753010497,"B"
29881754010497,"C"
29881755010497,NA
29881756010497,"E"
29881757010497,"D"
29881758010497,"E"
29881759010497,"E"
29881760010497,"D"
29881761010497,"B"
29881762010497,"B"
29881763010497,"B"
29881764010497,"E"
29881765010497,"E"
29881426010497,NA
29881427010497,NA
29881428010497,"C"
29881429010497,NA
29881430010497,NA
29881431010497,"E"
29881432010497,"E"
29881433010497,NA
29881434010497,NA
29881435010497,NA
29881436010497,NA
29881437010497,"A"
29881438010497,NA
29881439010497,"C"
29881480010497,NA
29881481010497,NA
29881482010497,NA
29881483010497,"B"
29881484010497,"A"
29881485010497,"D"
29881486010497,NA
29881487010497,NA
29881488010497,NA
29881489010497,NA
29881490010497,NA
29881491010497,NA
29881492010497,NA
29881493010497,"A"
29881494010497,NA
29881495010497,"D"
29881496010497,"E"
40219199010497,NA
40219200010497,NA
40219201010497,NA
40219202010497,NA
40219203010497,"C"
29395067010497,"E"
29395068010497,"C"
29395070010497,"C"
29395071010497,"E"
29395073010497,"E"
29395074010497,"D"
29395075010497,"E"
29395076010497,"D"
29395077010497,"D"
29395078010497,"E"
29395079010497,"D"
29395080010497,"A"
29395081010497,"C"
29395082010497,"B"
29395083010497,"C"
29395084010497,"B"
29395085010497,"A"
41117666010497,"C"
41117667010497,"E"
41117668010497,"C"
41117669010497,"B"
41117670010497,NA
41117671010497,"E"
41117672010497,"E"
41117673010497,"E"
41117674010497,"A"
41117675010497,NA
41117676010497,"B"
41117677010497,"D"
41117678010497,"E"
41117679010497,"E"
41117681010497,"C"
41117682010497,"D"
41117683010497,NA
41117684010497,"B"
41117685010497,"C"
41117686010497,"C"
41117687010497,"E"
41117688010497,"C"
41117689010497,"B"
41117690010497,"E"
41117691010497,"E"
41117692010497,"C"
41117693010497,"A"
41117694010497,"E"
41117695010497,"D"
41117696010497,"B"
41117697010497,"B"
41117698010497,"E"
41117699010497,"E"
41117700010497,"E"
41117701010497,"C"
41117702010497,NA
41117703010497,"D"
8705328010901,NA
8705341010901,NA
8705354010901,NA
8705367010901,NA
8705380010901,NA
8705393010901,NA
8705407010901,NA
8705420010901,NA
8705433010901,NA
8705446010901,NA
8705459010901,NA
8705472010901,NA
8705485010901,NA
8705498010901,NA
8705511010901,NA
8705524010901,NA
8705537010901,NA
8705550010901,NA
8705563010901,NA
8705576010901,NA
8705589010901,NA
8705603010901,NA
8705616010901,NA
8705629010901,NA
8705642010901,NA
8705655010901,NA
29880292010497,NA
29880293010497,"A"
29880207010497,"B"
29880208010497,NA
29880209010497,NA
29880210010497,"C"
29880211010497,"E"
29880239010497,NA
29880240010497,NA
29880241010497,"B"
29880242010497,"B"
29880243010497,"C"
29880244010497,NA
29880245010497,NA
29880246010497,"C"
29880254010497,"B"
29880255010497,NA
29880294010497,NA
29880295010497,"B"
29880296010497,NA
29880340010497,NA
29880341010497,NA
29882294010497,NA
29882295010497,NA
29882296010497,NA
29882297010497,NA
29882298010497,"B"
29882299010497,"B"
29880353010497,NA
29880354010497,"A"
29880426010497,NA
29880427010497,NA
29880428010497,NA
29880429010497,"E"
29880430010497,NA
29880431010497,"B"
29880432010497,"C"
29880433010497,NA
29880434010497,NA
29880435010497,NA
29880436010497,NA
29880437010497,"B"
29880438010497,"B"
29880440010497,"C"
29880441010497,"C"
29880442010497,"A"
29880443010497,NA
29880444010497,NA
29880507010497,NA
29880508010497,NA
29880509010497,NA
29880510010497,"E"
29880511010497,"D"
29880512010497,"C"
29880513010497,"E"
29880514010497,NA
29880515010497,"D"
29880516010497,"B"
29880517010497,NA
29880518010497,NA
29880519010497,NA
29880520010497,NA
29880521010497,"C"
29880522010497,NA
29880523010497,"C"
29880524010497,"D"
29880525010497,NA
29880526010497,"B"
29880527010497,NA
29880589010497,NA
29880590010497,NA
29880591010497,NA
29880592010497,NA
29880593010497,NA
29880594010497,NA
29880595010497,NA
29880596010497,NA
29880597010497,NA
29880598010497,"C"
29880599010497,"C"
29880600010497,"C"
29880601010497,"E"
29880602010497,NA
29880603010497,NA
29880604010497,NA
29880605010497,NA
29880606010497,NA
29880607010497,NA
29882480010497,"C"
29882481010497,"D"
29882482010497,NA
29880679010497,"A"
29880680010497,"E"
29880681010497,"B"
29880682010497,"E"
29880683010497,"B"
29880684010497,NA
29880685010497,NA
29880687010497,NA
29880688010497,NA
29880689010497,NA
29880690010497,"E"
29880691010497,NA
29880692010497,"E"
29880693010497,"B"
29880755010497,NA
29880756010497,NA
29880757010497,"A"
29880758010497,NA
29880760010497,"E"
29880761010497,"E"
29880762010497,NA
29880763010497,NA
29880764010497,NA
29880765010497,"B"
29880766010497,NA
29880767010497,NA
29880768010497,NA
29880769010497,"E"
29880770010497,"B"
29880771010497,"D"
29880774010497,NA
29880775010497,NA
29880838010497,"B"
29880839010497,"E"
29880677010497,NA
29882650010497,"E"
29882651010497,"B"
29882652010497,NA
29882653010497,NA
29882654010497,NA
29882655010497,NA
29882656010497,"C"
29882657010497,NA
29882658010497,NA
29882659010497,NA
29882660010497,NA
29882661010497,NA
29882662010497,"C"
29882663010497,"A"
29882664010497,"C"
29882665010497,NA
29882666010497,"C"
29882667010497,NA
29882668010497,NA
29882669010497,NA
29882670010497,NA
40218942010497,"D"
40218943010497,"A"
40218944010497,NA
40218945010497,"B"
40218946010497,"A"
40218947010497,NA
40218948010497,NA
40218949010497,NA
40218950010497,NA
40218951010497,NA
29394820010497,"E"
29394821010497,NA
29394822010497,"A"
29394823010497,"B"
29394824010497,NA
29394825010497,"A"
29394826010497,"A"
29394827010497,"E"
29394828010497,"E"
29394829010497,NA
29394830010497,"E"
29394832010497,"E"
29394833010497,NA
29394930010497,NA
29394931010497,"E"
29394932010497,"E"
29394933010497,"C"
29394935010497,"C"
29394936010497,"A"
29394937010497,"B"
29394938010497,NA
29394939010497,"A"
29394940010497,"C"
29394941010497,"A"
29394943010497,"C"
29394945010497,"B"
29394946010497,"E"
40219934010497,NA
40219935010497,"D"
40219936010497,NA
40219937010497,NA
40219938010497,"A"
40219939010497,NA
40219940010497,"C"
40219941010497,"A"
40219942010497,"C"
40219943010497,"E"
40219944010497,NA
40219945010497,NA
40219946010497,"C"
40219947010497,"A"
40219948010497,NA
40219949010497,NA
40219950010497,NA
40219951010497,NA
29881569010497,"C"
29881570010497,NA
29881571010497,"C"
29881572010497,NA
29881573010497,NA
29881574010497,NA
29881575010497,NA
29881577010497,"B"
29881578010497,"E"
29881579010497,NA
29881580010497,NA
29881581010497,NA
29881582010497,NA
29881583010497,NA
29881584010497,NA
29881585010497,NA
29881587010497,"C"
29881588010497,NA
29881589010497,"C"
29881590010497,"A"
29881591010497,"E"
29881592010497,"E"
29881593010497,NA
29881594010497,NA
29881595010497,NA
29881596010497,"A"
29881597010497,"B"
29881598010497,"C"
29881599010497,"C"
29881600010497,"B"
29881601010497,NA
29881602010497,"C"
29881603010497,NA
29881648010497,"B"
29881649010497,NA
40219259010497,NA
40219260010497,NA
40219261010497,NA
40219262010497,NA
40219263010497,NA
40219264010497,"B"
40219265010497,NA
40219266010497,"A"
40219267010497,NA
40219268010497,NA
40219269010497,NA
40219270010497,NA
40219271010497,NA
40219272010497,NA
40219273010497,"E"
40219274010497,"B"
40219275010497,"E"
40219276010497,"C"
40219277010497,NA
40219278010497,NA
40219279010497,NA
40219280010497,NA
40219281010497,NA
40219282010497,NA
40219283010497,"E"
40403041010497,"A"
40403042010497,"C"
40403043010497,"E"
40403044010497,"D"
40403045010497,"D"
40403046010497,"A"
40403047010497,"E"
40403048010497,"B"
40403049010497,NA
40403051010497,"C"
40403052010497,"C"
40403053010497,"B"
40403054010497,"C"
40403056010497,"E"
40403058010497,"D"
40403059010497,"B"
40403061010497,"E"
40403062010497,"C"
40403063010497,"B"
40403064010497,"B"
40403067010497,"E"
40403068010497,"B"
40403069010497,"E"
40403070010497,"B"
40403071010497,"E"
40403072010497,"C"
40403073010497,"E"
40403074010497,"B"
40403076010497,"E"
40403077010497,"E"
40403078010497,"C"
40403080010497,"C"
40403081010497,NA
40403082010497,"C"
40403084010497,"E"
40403085010497,"C"
40403086010497,"B"
40403089010497,"C"
40403090010497,"E"
40403091010497,"B"
40403092010497,"E"
29882123010497,"D"
29882124010497,"C"
29882126010497,"A"
29882191010497,NA
29395086010497,"C"
29395087010497,"E"
29395088010497,NA
29395089010497,"A"
29395090010497,NA
29395091010497,"A"
29395092010497,"A"
29395093010497,"E"
29395094010497,"C"
29395095010497,"D"
29395096010497,"B"
29395097010497,"B"
29395098010497,"D"
29395099010497,"A"
29395100010497,"C"
29395101010497,"C"
29395102010497,NA
29395103010497,"E"
29395104010497,"E"
29395106010497,"C"
29395107010497,"E"
29395108010497,"C"
29395109010497,"E"
29395110010497,"A"
29395111010497,"C"
29395112010497,"E"
29395113010497,"C"
29395114010497,"C"
29395115010497,"A"
29395116010497,"A"
29395117010497,"B"
29395118010497,"C"
29395119010497,"B"
29395120010497,"E"
29395121010497,"E"
29395122010497,"E"
29395123010497,"C"
29395124010497,"C"
29395125010497,"C"
8705669010901,NA
8705682010901,NA
8705695010901,NA
8705708010901,NA
8705721010901,NA
8705734010901,NA
8705747010901,NA
8705760010901,NA
8705773010901,NA
8705786010901,NA
8705799010901,NA
8705813010901,NA
8705826010901,NA
8705839010901,NA
8705853010901,NA
8705867010901,NA
8705880010901,NA
8705893010901,NA
8705906010901,NA
8705919010901,NA
8705932010901,NA
8705946010901,NA
8705959010901,"C"
8706031010901,NA
8706045010901,NA
8706058010901,NA
8706071010901,NA
8706084010901,NA
29882300010497,"B"
29882301010497,"A"
29882302010497,"E"
29882303010497,NA
29882304010497,NA
29882305010497,NA
29882306010497,NA
29882307010497,NA
29882308010497,NA
29882309010497,"C"
29882310010497,"E"
22932759010497,"B"
22932760010497,NA
22932761010497,NA
22932762010497,NA
22932763010497,NA
22932766010497,NA
22932767010497,NA
22932768010497,NA
22932769010497,NA
22932770010497,NA
22932771010497,NA
22932772010497,NA
22932773010497,NA
22932774010497,NA
22932775010497,NA
22932776010497,NA
22932777010497,"E"
22932778010497,NA
22932714010497,"E"
22932715010497,"D"
22932716010497,NA
29882394010497,NA
29882395010497,NA
29882397010497,NA
29882398010497,"A"
29882399010497,NA
29882400010497,NA
29882401010497,NA
29882402010497,NA
29882403010497,NA
29882404010497,"C"
29882405010497,"A"
29882406010497,NA
29882407010497,NA
29882408010497,"D"
29882409010497,"C"
29882410010497,NA
29882411010497,"B"
29882412010497,"C"
29882413010497,"E"
29882414010497,NA
29882415010497,NA
29882416010497,NA
29882417010497,"B"
29882483010497,"E"
29882484010497,"E"
29882485010497,"A"
29882486010497,"C"
29882487010497,"C"
29882488010497,"B"
29882489010497,NA
29882490010497,"A"
29882491010497,"E"
29882492010497,"B"
29882493010497,"E"
29882495010497,"B"
29882496010497,NA
29882497010497,"A"
29882498010497,NA
29882499010497,NA
29882500010497,NA
29882501010497,NA
29882502010497,NA
29882503010497,NA
29882544010497,NA
29882545010497,NA
29882546010497,NA
29882547010497,NA
29882548010497,NA
29882549010497,"D"
29882551010497,"E"
29882552010497,"B"
29882553010497,NA
29882554010497,NA
29882555010497,NA
29882556010497,NA
29882557010497,NA
29882558010497,NA
29882559010497,NA
29882560010497,"D"
29882561010497,"C"
29882562010497,"B"
29882563010497,"D"
29882564010497,"A"
29882565010497,NA
29882566010497,NA
40219952010497,"A"
40219953010497,NA
40219954010497,NA
40219955010497,"C"
40219956010497,"C"
40219957010497,"D"
40219958010497,"B"
40219959010497,"E"
40219960010497,"E"
40219961010497,NA
40219962010497,"C"
40219963010497,NA
40219964010497,"E"
40219965010497,"B"
40219966010497,NA
40219967010497,NA
40219968010497,"C"
40219969010497,"E"
40219970010497,"A"
40219971010497,NA
40219972010497,NA
29881787010497,"E"
29881788010497,"A"
29881789010497,"C"
29881835010497,"E"
29881836010497,"C"
29881837010497,"B"
29881838010497,"C"
29881839010497,"A"
29881853010497,"C"
29881854010497,"E"
29881855010497,"C"
29881856010497,"A"
29881857010497,"B"
29881858010497,"E"
29881859010497,"E"
29881860010497,"C"
29881861010497,"C"
29881862010497,"E"
29881863010497,"A"
29881864010497,"C"
29882192010497,"E"
29882193010497,"E"
29882194010497,NA
29882195010497,NA
29882196010497,"A"
29882197010497,"B"
29882198010497,"D"
29882199010497,"B"
29882200010497,"B"
29882201010497,"C"
29882202010497,"E"
29882203010497,"E"
29882204010497,"C"
29882205010497,NA
29882206010497,"C"
29882207010497,"B"
29882209010497,"E"
29882266010497,"C"
29882267010497,"B"
29882268010497,"A"
29882269010497,NA
29882270010497,"B"
29882272010497,"A"
29882273010497,"A"
29882274010497,"D"
29882275010497,"C"
29882276010497,"B"
29882277010497,"A"
29882278010497,"B"
29882279010497,"E"
29882280010497,"E"
29882281010497,"D"
29882282010497,"B"
29882283010497,NA
29882284010497,"C"
29882285010497,"C"
29882286010497,"C"
29882287010497,"E"
29882288010497,"E"
29882289010497,"C"
29882290010497,"D"
29882291010497,"B"
29882334010497,"B"
29882335010497,"B"
29882336010497,"E"
29882337010497,"E"
29882338010497,"E"
29882339010497,"E"
29882340010497,"B"
29882341010497,"B"
29882342010497,"D"
29882343010497,"D"
29882122010497,"E"
29882344010497,"E"
29882345010497,"E"
29882346010497,"E"
29882347010497,"C"
29882348010497,"A"
29881650010497,NA
29881651010497,NA
29881743010497,"B"
29881744010497,NA
29881745010497,"A"
29881746010497,NA
29881747010497,NA
29881748010497,NA
29881749010497,NA
29881750010497,"E"
29881812010497,"C"
29881813010497,"E"
29881814010497,NA
29881815010497,"C"
29881816010497,NA
40219316010497,"A"
40219317010497,NA
40219318010497,NA
40219319010497,NA
40219320010497,NA
40219321010497,"E"
40219322010497,"C"
40219324010497,NA
40219325010497,NA
40219326010497,NA
40219327010497,NA
40219328010497,NA
40219329010497,NA
40219330010497,NA
40219331010497,"B"
40219332010497,"A"
40219333010497,"D"
40219334010497,"A"
40219335010497,NA
40219336010497,NA
40219337010497,NA
40219338010497,NA
40219339010497,NA
40219340010497,"E"
40219341010497,"E"
40219342010497,"E"
40219343010497,"E"
40219344010497,"C"
40219345010497,NA
40219346010497,NA
40219347010497,NA
40219348010497,"A"
40219349010497,"E"
40219350010497,"B"
40219351010497,"E"
40219352010497,NA
40219353010497,NA
40219354010497,NA
40219355010497,NA
40219356010497,NA
40219357010497,NA
40219358010497,"E"
40219360010497,"B"
40219361010497,"B"
40219362010497,"B"
40219363010497,"A"
40219814010497,"C"
40219815010497,"C"
40219816010497,"E"
40219817010497,"E"
40219818010497,"E"
40219819010497,"C"
40219820010497,NA
40219821010497,NA
40219822010497,"D"
40219823010497,"B"
40219824010497,"A"
40219825010497,NA
40219826010497,"E"
40219827010497,NA
40219828010497,NA
40219829010497,NA
40219830010497,NA
40219831010497,"A"
40219832010497,"C"
40219833010497,"A"
40219834010497,NA
40219835010497,NA
40219836010497,"C"
40219837010497,"C"
40219838010497,NA
40219839010497,NA
40219840010497,NA
40219841010497,"A"
40219842010497,"D"
40219843010497,NA
40219844010497,NA
40219845010497,NA
40219846010497,NA
40219847010497,"A"
40219848010497,"C"
40219849010497,"A"
40219850010497,"C"
40219851010497,"B"
40219852010497,"B"
40219853010497,"E"
40219854010497,"E"
29882353010497,"A"
29882354010497,"B"
29882355010497,"B"
29882356010497,"B"
29882357010497,"B"
29882358010497,"D"
29882359010497,"D"
29882360010497,"D"
29882361010497,"C"
29882362010497,"C"
29882363010497,"B"
29882364010497,"E"
29882365010497,"B"
29882366010497,"A"
29882367010497,"C"
29882368010497,"B"
29882369010497,"B"
29882370010497,"B"
29882371010497,"B"
29882372010497,"B"
193208954020004,"B"
193209035020004,"E"
193209044020004,"B"
193209193020004,"D"
193209218020004,"D"
193209252020004,"E"
22825541010497,"A"
22825551010497,"C"
22825552010497,"D"
22825553010497,NA
22825555010497,"C"
22825571010497,"B"
22825579010497,"E"
22825585010497,NA
22825586010497,"A"
22825613010497,"E"
22825638010497,"B"
22825649010497,"E"
22825675010497,"A"
22825708010497,NA
22825724010497,NA
22825726010497,"B"
22825743010497,"C"
22825755010497,"B"
22825758010497,"E"
22825763010497,"C"
22825777010497,"E"
22825786010497,"D"
22825792010497,"E"
22825800010497,"B"
22825802010497,"B"
22825807010497,NA
8706097010901,NA
8706110010901,NA
8706124010901,NA
8706137010901,NA
8706150010901,NA
8706163010901,NA
8706176010901,NA
8706189010901,NA
8706202010901,NA
8706215010901,NA
8706228010901,NA
8706241010901,NA
8706254010901,NA
8706270010901,NA
8706283010901,NA
8706296010901,NA
8706309010901,NA
22954329010497,"D"
22954330010497,"B"
22954331010497,"B"
22955307010497,NA
22955622010497,NA
22955623010497,NA
22955624010497,NA
22955625010497,NA
22955626010497,NA
22955627010497,NA
22955628010497,NA
22955629010497,NA
22955630010497,NA
22955631010497,NA
22955632010497,NA
22955633010497,NA
22955634010497,NA
22955635010497,NA
22955636010497,NA
22955637010497,NA
22955638010497,NA
22955639010497,NA
22955640010497,NA
22955641010497,NA
22955642010497,NA
22955643010497,NA
22955644010497,NA
22955645010497,NA
22955646010497,NA
22955647010497,NA
22955648010497,NA
22955649010497,NA
22955650010497,NA
22955651010497,NA
22955652010497,NA
22955653010497,NA
22955654010497,NA
22955655010497,NA
22955656010497,NA
22955657010497,NA
22955658010497,NA
22955659010497,NA
22955660010497,NA
22955661010497,NA
22955662010497,NA
22955663010497,NA
22955664010497,NA
22955665010497,NA
22955666010497,NA
29882311010497,NA
29882312010497,NA
29882313010497,NA
29882314010497,NA
29882315010497,NA
29882316010497,"E"
29882317010497,"C"
29882318010497,"E"
29882319010497,NA
29882320010497,NA
29882321010497,"E"
29882322010497,"C"
29882323010497,"A"
29882324010497,NA
29882325010497,NA
29882326010497,NA
29882327010497,"B"
29882328010497,"D"
29882329010497,NA
29882330010497,NA
29882331010497,"A"
29882332010497,"B"
29882333010497,NA
29882375010497,NA
29882376010497,"B"
29882377010497,"B"
29882378010497,"E"
29882379010497,"C"
29882380010497,NA
29882381010497,NA
29882382010497,NA
29882383010497,"C"
29882384010497,NA
29882385010497,NA
29882386010497,NA
29882387010497,"C"
29882388010497,NA
29882389010497,"D"
29882390010497,"E"
29882391010497,NA
29882392010497,NA
29882393010497,NA
40219631010497,"E"
40219632010497,"E"
40219633010497,NA
40219634010497,"A"
40219635010497,"C"
40219636010497,"B"
40219637010497,NA
40219638010497,NA
40219639010497,"B"
40219640010497,NA
40219641010497,"E"
40219642010497,NA
40219643010497,"C"
40219644010497,"C"
40219645010497,"A"
40219646010497,"A"
40219647010497,"D"
40219648010497,NA
40219649010497,"E"
40219650010497,"C"
22932717010497,NA
22932718010497,NA
22932719010497,NA
22932720010497,NA
22932722010497,NA
22932723010497,NA
22932724010497,"A"
22932725010497,"C"
22932726010497,NA
22932727010497,NA
22932728010497,"E"
22932730010497,"A"
22932731010497,NA
22932779010497,"E"
22932780010497,NA
22932781010497,NA
22932782010497,NA
22932783010497,NA
29880342010497,NA
29880343010497,NA
29880344010497,"C"
29880345010497,"D"
29880346010497,"A"
29880347010497,NA
29880348010497,NA
29880349010497,NA
29880350010497,"C"
29880351010497,NA
29880352010497,NA
29882460010497,NA
29882461010497,"B"
29882462010497,"A"
29882463010497,"A"
29882464010497,NA
29882465010497,NA
29882466010497,NA
29882467010497,NA
29882468010497,"C"
29882469010497,"C"
29882470010497,NA
29882471010497,NA
29882472010497,NA
29882473010497,NA
29882474010497,NA
29882475010497,NA
29882476010497,"E"
29882477010497,"C"
40219693010497,NA
40219694010497,"E"
40219695010497,NA
40219696010497,"C"
40219697010497,"B"
40219698010497,NA
40219699010497,"C"
40219700010497,NA
40219701010497,"B"
40219702010497,NA
40219703010497,NA
40219704010497,NA
40219705010497,"B"
40219706010497,"A"
40219707010497,NA
40219708010497,NA
40219709010497,NA
40219710010497,NA
40219711010497,NA
40219712010497,NA
40219713010497,NA
40219714010497,NA
40219715010497,"E"
40219717010497,NA
40219718010497,NA
40219719010497,NA
40219720010497,NA
40219721010497,"D"
40219722010497,"E"
40219723010497,"E"
40219724010497,"A"
40219725010497,NA
40219727010497,"D"
40219728010497,"C"
40219729010497,"A"
40219730010497,"E"
40219731010497,NA
40219732010497,"E"
40219733010497,"B"
40219734010497,NA
29881527010497,NA
29881528010497,"D"
