"strataID","YEAR","BpS_Code","SCLASS","BPS_LLID","sclass","PERC_AREA","AREA_TOTAL","PERC_AREA_VAR","AREA_TOTAL_VAR","nPlots_AREA","N","AREA_STRATA","avg","low","high","departure"
"2006_RaPIPOm_fpd_RaPIPOm_fpd_1701030703",2006,"RaPIPOm_fpd","D",NA,NA,0,19276.3175931552,NA,NA,NA,NA,49137.8557627363,20816.3555331884,19276.3175931552,22356.3935223595,0
"2006_RaPIPOm_fpd_RaPIPOm_fpd_1701030703",2006,"RaPIPOm_fpd","E",NA,NA,0,838.883439095665,NA,NA,NA,NA,49137.8557627363,1360.47131165383,838.883439095665,1882.05913507415,0
"2006_RaPIPOm_fpd_RaPIPOm_fpd_1702000118",2006,"RaPIPOm_fpd","A",NA,NA,0,5340.95870061058,NA,NA,NA,NA,59931.021235647,6455.83894769547,5340.95870061058,7570.71919478034,0
"2006_RaPIPOm_fpd_RaPIPOm_fpd_1702000118",2006,"RaPIPOm_fpd","B",NA,NA,0,3270.75945634393,NA,NA,NA,NA,59931.021235647,4130.45551259317,3270.75945634393,4990.15132911832,0
"2006_RaPIPOm_fpd_RaPIPOm_fpd_1702000118",2006,"RaPIPOm_fpd","C","RaPIPOm_fpd_1702000118","C",1.20997181121629,26785.7836259095,0.0102238697471073,4675487419.06888,2,613,59931.021235647,22296.745410991,20536.2991106016,24057.1894340016,2728.59419190789
"2006_RaPIPOm_fpd_RaPIPOm_fpd_1702000118",2006,"RaPIPOm_fpd","D",NA,NA,0,23510.3746610071,NA,NA,NA,NA,59931.021235647,25388.6830457582,23510.3746610071,27266.9914904402,0
"2006_RaPIPOm_fpd_RaPIPOm_fpd_1702000118",2006,"RaPIPOm_fpd","E",NA,NA,0,1023.14479177582,NA,NA,NA,NA,59931.021235647,1659.29981688468,1023.14479177582,2295.45478206253,0
"2006_RaPIPOm_fpd_RaPIPOm_fpd_1706010902",2006,"RaPIPOm_fpd","A","RaPIPOm_fpd_1706010902","A",0.839404523954726,8040.74142876307,0.00509330341833133,2722087428.46444,1,613,41576.4812734436,4478.66666676418,3705.23086074314,5252.10247278522,2788.63895597786
"2006_RaPIPOm_fpd_RaPIPOm_fpd_1706010902",2006,"RaPIPOm_fpd","B",NA,NA,0,2269.05309609069,NA,NA,NA,NA,41576.4812734436,2865.45770002626,2269.05309609069,3461.86213765589,0
"2006_RaPIPOm_fpd_RaPIPOm_fpd_1706010902",2006,"RaPIPOm_fpd","C",NA,NA,0,14246.8297351474,NA,NA,NA,NA,41576.4812734436,15468.1198305264,14246.8297351474,16689.4083459991,0
"2006_RaPIPOm_fpd_RaPIPOm_fpd_1706010902",2006,"RaPIPOm_fpd","D",NA,NA,0,16310.061662083,NA,NA,NA,NA,41576.4812734436,17613.1172712523,16310.061662083,18916.172921998,0
"2006_RaPIPOm_fpd_RaPIPOm_fpd_1706010902",2006,"RaPIPOm_fpd","E",NA,NA,0,709.79535135948,NA,NA,NA,NA,41576.4812734436,1151.12084428657,709.79535135948,1592.44629563718,0
"2006_RaPIPOm_fpd_RaPIPOm_fpd_1707010113",2006,"RaPIPOm_fpd","A",NA,NA,0,4727.42944043588,NA,NA,NA,NA,53046.5952025422,5714.2406101285,4727.42944043588,6701.05177982111,0
"2006_RaPIPOm_fpd_RaPIPOm_fpd_1707010113",2006,"RaPIPOm_fpd","B",NA,NA,0,2895.03915181682,NA,NA,NA,NA,53046.5952025422,3655.97977576785,2895.03915181682,4416.92018753249,0
"2006_RaPIPOm_fpd_RaPIPOm_fpd_1707010113",2006,"RaPIPOm_fpd","C",NA,NA,0,18177.2431608499,NA,NA,NA,NA,53046.5952025422,19735.4625995839,18177.2431608499,21293.6800225474,0
"2006_RaPIPOm_fpd_RaPIPOm_fpd_1707010113",2006,"RaPIPOm_fpd","D","RaPIPOm_fpd_1707010113","D",1.07097932844669,26341.269854278,0.00814792602945424,3011717068.14935,1,613,53046.5952025422,22472.221638915,20809.6792277043,24134.7641031722,2206.50575110579
"2006_RaPIPOm_fpd_RaPIPOm_fpd_1707010113",2006,"RaPIPOm_fpd","E",NA,NA,0,905.613595161609,NA,NA,NA,NA,53046.5952025422,1468.69190431182,905.613595161609,2031.77016041543,0
"2006_RaSAWD_fal_RaSAWD_fal_17020007",2006,"RaSAWD_fal","A","RaSAWD_fal_17020007","A",0.400167117452717,4831.95711384677,0.000104773146868692,309169173.259256,1,316,15357.2915729403,3857.72102068321,3374.18666719778,4341.25537416863,490.701739678139
"2006_RaSAWD_fal_RaSAWD_fal_17020007",2006,"RaSAWD_fal","B",NA,NA,0,2899.79864049717,NA,NA,NA,NA,15357.2915729403,3342.32607688286,2899.79864049717,3784.85349791125,0
"2006_RaSAWD_fal_RaSAWD_fal_17020007",2006,"RaSAWD_fal","C",NA,NA,0,7625.53581859637,NA,NA,NA,NA,15357.2915729403,8157.24478252007,7625.53581859637,8688.9531475094,0
"2006_RaSAWD_fal_RaSAWD_fal_17020007",2006,"RaSAWD_fal","D",NA,NA,0,0,NA,NA,NA,NA,15357.2915729403,NA,NA,NA,0
"2006_RaSAWD_fal_RaSAWD_fal_17020007",2006,"RaSAWD_fal","E",NA,NA,0,0,NA,NA,NA,NA,15357.2915729403,NA,NA,NA,0
"2006_RaSAWD_fal_RaSAWD_fal_17020008",2006,"RaSAWD_fal","A","RaSAWD_fal_17020008","A",2.05439947732662,33655.7100423333,0.00316076626984759,7937028384.27434,3,355,106967.123266326,26869.9280720573,23501.9983464855,30237.8577976291,3417.85224470428
"2006_RaSAWD_fal_RaSAWD_fal_17020008",2006,"RaSAWD_fal","B",NA,NA,0,20197.7749235504,NA,NA,NA,NA,106967.123266326,23280.0818923134,20197.7749235504,26362.3887541093,0
"2006_RaSAWD_fal_RaSAWD_fal_17020008",2006,"RaSAWD_fal","C",NA,NA,0,53113.6383004423,NA,NA,NA,NA,106967.123266326,56817.1154412978,53113.6383004423,60520.5884104355,0
"2006_RaSAWD_fal_RaSAWD_fal_17020008",2006,"RaSAWD_fal","D",NA,NA,0,0,NA,NA,NA,NA,106967.123266326,NA,NA,NA,0
"2006_RaSAWD_fal_RaSAWD_fal_17020008",2006,"RaSAWD_fal","E",NA,NA,0,0,NA,NA,NA,NA,106967.123266326,NA,NA,NA,0
"2006_RaSAWD_fal_RaSAWD_fal_17020009",2006,"RaSAWD_fal","A","RaSAWD_fal_17020009","A",0.624512152796565,7540.88931293982,0.000266919514000315,524290085.643813,1,316,23967.0247830264,6020.46883524882,5265.85140948804,6775.08626100958,765.803051930232
"2006_RaSAWD_fal_RaSAWD_fal_17020009",2006,"RaSAWD_fal","B",NA,NA,0,4525.50800071028,NA,NA,NA,NA,23967.0247830264,5216.12886863161,4525.50800071028,5906.74971258591,0
"2006_RaSAWD_fal_RaSAWD_fal_17020009",2006,"RaSAWD_fal","C",NA,NA,0,11900.6274693763,NA,NA,NA,NA,23967.0247830264,12730.4275584865,11900.6274693763,13560.2267128827,0
"2006_RaSAWD_fal_RaSAWD_fal_17020009",2006,"RaSAWD_fal","D",NA,NA,0,0,NA,NA,NA,NA,23967.0247830264,NA,NA,NA,0
"2006_RaSAWD_fal_RaSAWD_fal_17020009",2006,"RaSAWD_fal","E",NA,NA,0,0,NA,NA,NA,NA,23967.0247830264,NA,NA,NA,0
"2006_RaSAWD_fal_RaSAWD_fal_17020010",2006,"RaSAWD_fal","A",NA,NA,0,16983.8741068523,NA,NA,NA,NA,77300.4971042856,19417.7307354053,16983.8741068523,21851.5873639584,0
"2006_RaSAWD_fal_RaSAWD_fal_17020010",2006,"RaSAWD_fal","B","RaSAWD_fal_17020010","B",1.48462533158659,21933.7019814213,0.00143476666171293,3763517924.73506,2,355,77300.4971042856,16823.5047176483,14596.0552580591,19050.954099937,2882.74788148436
"2006_RaSAWD_fal_RaSAWD_fal_17020010",2006,"RaSAWD_fal","C",NA,NA,0,38382.921016012,NA,NA,NA,NA,77300.4971042856,41059.2631972419,38382.921016012,43735.6023637525,0
"2006_RaSAWD_fal_RaSAWD_fal_17020010",2006,"RaSAWD_fal","D",NA,NA,0,0,NA,NA,NA,NA,77300.4971042856,NA,NA,NA,0
"2006_RaSAWD_fal_RaSAWD_fal_17020010",2006,"RaSAWD_fal","E",NA,NA,0,0,NA,NA,NA,NA,77300.4971042856,NA,NA,NA,0
"2006_RaSAWD_fal_RaSAWD_fal_17020011",2006,"RaSAWD_fal","A","RaSAWD_fal_17020011","A",0.291657826599729,28220.5877259795,0.00045663761184093,17356220.2006091,1,39,128443.336665643,32264.7100543961,28220.5877259795,36308.8323828127,0
"2006_RaSAWD_fal_RaSAWD_fal_17020011",2006,"RaSAWD_fal","B","RaSAWD_fal_17020011","B",9.09051493977462,36445.2749135992,0.449395305417215,8403131194.69524,2,39,128443.336665643,27954.1162255362,24252.9622671375,31655.2700554916,4790.00485810764
"2006_RaSAWD_fal_RaSAWD_fal_17020011",2006,"RaSAWD_fal","C",NA,NA,0,63777.4740260639,NA,NA,NA,NA,128443.336665643,68224.512954577,63777.4740260639,72671.5468738,0
"2006_RaSAWD_fal_RaSAWD_fal_17020011",2006,"RaSAWD_fal","D",NA,NA,0,0,NA,NA,NA,NA,128443.336665643,NA,NA,NA,0
"2006_RaSAWD_fal_RaSAWD_fal_17020011",2006,"RaSAWD_fal","E",NA,NA,0,0,NA,NA,NA,NA,128443.336665643,NA,NA,NA,0
"2006_RaSAWD_fal_RaSAWD_fal_17030002",2006,"RaSAWD_fal","A",NA,NA,0,5670.50270987073,NA,NA,NA,NA,25808.7569153234,6483.10827446795,5670.50270987073,7295.71383906517,0
"2006_RaSAWD_fal_RaSAWD_fal_17030002",2006,"RaSAWD_fal","B","RaSAWD_fal_17030002","B",0.672502427318665,7323.12991374367,0.000269643777248585,524308503.374523,1,316,25808.7569153234,5616.95926917279,4873.26804082081,6360.65047171601,962.479442027656
"2006_RaSAWD_fal_RaSAWD_fal_17030002",2006,"RaSAWD_fal","C",NA,NA,0,12815.124291709,NA,NA,NA,NA,25808.7569153234,13708.6898878578,12815.124291709,14602.2544774651,0
"2006_RaSAWD_fal_RaSAWD_fal_17030002",2006,"RaSAWD_fal","D",NA,NA,0,0,NA,NA,NA,NA,25808.7569153234,NA,NA,NA,0
"2006_RaSAWD_fal_RaSAWD_fal_17030002",2006,"RaSAWD_fal","E",NA,NA,0,0,NA,NA,NA,NA,25808.7569153234,NA,NA,NA,0
"2006_RaSPFI_fcd_RaSPFI_fcd_WNE",2006,"RaSPFI_fcd","A","RaSPFI_fcd_WNE","A",1.42498111194529,85037.2310271556,0.00389713909488053,7428082624.79439,5,968,1441247.07286661,43495.742752586,27483.529569203,59507.9530534747,25529.2779736809
"2006_RaSPFI_fcd_RaSPFI_fcd_WNE",2006,"RaSPFI_fcd","B","RaSPFI_fcd_WNE","B",5.72558931960879,298116.225827671,0.0229621648380983,17583866303.9781,6,355,1441247.07286661,320872.511914203,280412.20988797,361332.815381683,0
"2006_RaSPFI_fcd_RaSPFI_fcd_WNE",2006,"RaSPFI_fcd","C","RaSPFI_fcd_WNE","C",3.63589084631649,316188.503606046,0.00919287778284163,6534238387.87391,8,355,1441247.07286661,355137.673930096,316188.503606046,394086.818311699,0
"2006_RaSPFI_fcd_RaSPFI_fcd_WNE",2006,"RaSPFI_fcd","D","RaSPFI_fcd_WNE","D",3.93724634910194,332878.46034295,0.0288736144235011,18912282630.3382,13,968,1441247.07286661,297372.720407887,261866.979031577,332878.46034295,0
"2006_RaSPFI_fcd_RaSPFI_fcd_WNE",2006,"RaSPFI_fcd","E","RaSPFI_fcd_WNE","E",4.02592154467804,409026.652062786,0.0304342867134493,20089746125.6351,12,968,1441247.07286661,424368.433950566,383404.796561593,465332.071339539,0
"2007_Na0710412_fmh_Na0710412_fmh_WEC",2007,"Na0710412_fmh","A","Na0710412_fmh_WEC","A",2.24445088607233,131024.872640038,0.00391799501129729,2087802565.63895,9,362,1037447.90023063,153034.32984343,131024.872640038,175043.787046823,0
"2007_Na0710412_fmh_Na0710412_fmh_WEC",2007,"Na0710412_fmh","B","Na0710412_fmh_WEC","B",4.97902150194551,261605.529800707,0.0197013344811094,15407765621.788,5,362,1037447.90023063,235409.776317126,209214.003122035,261605.529800707,0
"2007_Na0710412_fmh_Na0710412_fmh_WEC",2007,"Na0710412_fmh","C","Na0710412_fmh_WEC","C",2.69372924870542,189001.272888511,0.0145214668518295,17129097555.3199,7,966,1037447.90023063,165399.634018155,141797.985810768,189001.272888511,0
"2007_Na0710412_fmh_Na0710412_fmh_WEC",2007,"Na0710412_fmh","D","Na0710412_fmh_WEC","D",2.43937718756383,65801.3323619002,0.011809175306841,12062065499.7405,8,966,1037447.90023063,51108.2866219182,36415.2419193841,65801.3323619002,0
"2007_Na0710412_fmh_Na0710412_fmh_WEC",2007,"Na0710412_fmh","E","Na0710412_fmh_WEC","E",2.65790874306154,390014.892539473,0.00571441673218923,8328384097.46796,3,362,1037447.90023063,432495.868242759,404407.555614422,460584.221331564,-14392.6630749492
"2007_Na1010471_frn_Na1010471_frn_17010214",2007,"Na1010471_frn","A",NA,NA,0,5795.9735579652,NA,NA,NA,NA,57533.595171599,6953.92812140759,5795.9735579652,8111.88326018594,0
"2007_Na1010471_frn_Na1010471_frn_17010214",2007,"Na1010471_frn","B",NA,NA,0,18438.9483603084,NA,NA,NA,NA,57533.595171599,20093.9588384771,18438.9483603084,21748.9692591122,0
"2007_Na1010471_frn_Na1010471_frn_17010214",2007,"Na1010471_frn","C",NA,NA,0,2045.34335739313,NA,NA,NA,NA,57533.595171599,2849.17616860974,2045.34335739313,3653.00903735995,0
"2007_Na1010471_frn_Na1010471_frn_17010214",2007,"Na1010471_frn","D",NA,NA,0,4337.51561878359,NA,NA,NA,NA,57533.595171599,5374.93551680004,4337.51561878359,6412.35535728289,0
"2007_Na1010471_frn_Na1010471_frn_17010214",2007,"Na1010471_frn","E","Na1010471_frn_17010214","E",1.21429026430554,26915.8142771487,0.0115624745138241,3587890388.63847,1,604,57533.595171599,22261.5973317749,20558.9217083464,23964.2708264603,2951.54345068835
"2007_Na1010471_frn_Na1010471_frn_17010215",2007,"Na1010471_frn","A",NA,NA,0,2736.771202094,NA,NA,NA,NA,27166.4949544465,3283.53986328076,2736.771202094,3830.30879613247,0
"2007_Na1010471_frn_Na1010471_frn_17010215",2007,"Na1010471_frn","B",NA,NA,0,8706.593010598,NA,NA,NA,NA,27166.4949544465,9488.06396979368,8706.593010598,10269.5349018229,0
"2007_Na1010471_frn_Na1010471_frn_17010215",2007,"Na1010471_frn","C","Na1010471_frn_17010215","C",0.765495123105251,3967.40894105876,0.000488629342473162,342127567.030168,1,316,27166.4949544465,1345.33796780832,965.780251225464,1724.89571155767,2242.51322950109
"2007_Na1010471_frn_Na1010471_frn_17010215",2007,"Na1010471_frn","D",NA,NA,0,2048.10938410965,NA,NA,NA,NA,27166.4949544465,2537.9633962055,2048.10938410965,3027.81738113485,0
"2007_Na1010471_frn_Na1010471_frn_17010215",2007,"Na1010471_frn","E",NA,NA,0,9707.61241658609,NA,NA,NA,NA,27166.4949544465,10511.5901376892,9707.61241658609,11315.5668536319,0
"2007_Na1010471_frn_Na1010471_frn_17010216",2007,"Na1010471_frn","A","Na1010471_frn_17010216","A",2.3569968883158,31013.3651473096,0.00450530519525595,1841818829.3716,4,316,219962.53373762,26586.2691954488,22159.1754432133,31013.3651473095,3.63797880709171e-12
"2007_Na1010471_frn_Na1010471_frn_17010216",2007,"Na1010471_frn","B","Na1010471_frn_17010216","B",1.60898978356779,70495.8170733737,0.0021608450962746,1334292290.73824,3,316,219962.53373762,76823.2557994695,70495.8170733737,83150.6943056028,0
"2007_Na1010471_frn_Na1010471_frn_17010216",2007,"Na1010471_frn","C","Na1010471_frn_17010216","C",0.680728159690872,23269.2522236132,0.00126590856132778,3365667667.45892,2,920,219962.53373762,10892.9749174029,7819.7600187115,13966.1900360569,9303.06218755632
"2007_Na1010471_frn_Na1010471_frn_17010216",2007,"Na1010471_frn","D",NA,NA,0,16583.1967007881,NA,NA,NA,NA,219962.53373762,20549.4621260047,16583.1967007881,24515.7273312588,0
"2007_Na1010471_frn_Na1010471_frn_17010216",2007,"Na1010471_frn","E","Na1010471_frn_17010216","E",0.642542581582686,78600.9025925356,0.000367584889889389,509113185.856166,1,316,219962.53373762,85110.5747787697,78600.9025925356,91620.2388263901,0
"2007_Na1010471_frn_Na1010471_frn_17020001",2007,"Na1010471_frn","A","Na1010471_frn_17020001","A",1.12897986071728,32369.7502709064,0.00108102583624662,897784208.030021,2,316,229582.705785808,27749.0330508821,23128.3181266849,32369.7502709064,0
"2007_Na1010471_frn_Na1010471_frn_17020001",2007,"Na1010471_frn","B",NA,NA,0,73578.9870905566,NA,NA,NA,NA,229582.705785808,80183.1595318678,73578.9870905566,86787.3317435964,0
"2007_Na1010471_frn_Na1010471_frn_17020001",2007,"Na1010471_frn","C","Na1010471_frn_17020001","C",2.0786186847109,24286.944673414,0.011645386333262,9624810419.76795,3,920,229582.705785808,11369.3846542857,8161.76115625648,14577.0083818977,9709.93629151639
"2007_Na1010471_frn_Na1010471_frn_17020001",2007,"Na1010471_frn","D",NA,NA,0,17308.4711493941,NA,NA,NA,NA,229582.705785808,21448.2031879061,17308.4711493941,25587.9349968355,0
"2007_Na1010471_frn_Na1010471_frn_17020001",2007,"Na1010471_frn","E","Na1010471_frn_17020001","E",0.486437279134598,82038.5526015366,0.000218244424913329,388671022.173855,1,316,229582.705785808,88832.9285750238,82038.5526015366,95627.2960539508,0
"2007_Na1010471_frn_Na1010471_frn_17020002",2007,"Na1010471_frn","A",NA,NA,0,4101.69002996217,NA,NA,NA,NA,40715.3295892666,4921.15040888224,4101.69002996217,5740.61119495561,0
"2007_Na1010471_frn_Na1010471_frn_17020002",2007,"Na1010471_frn","B","Na1010471_frn_17020002","B",0.486437279134598,15391.2935385048,0.000218244424913329,388671022.173855,1,316,40715.3295892666,14220.0770597005,13048.860540181,15391.2935385048,0
"2007_Na1010471_frn_Na1010471_frn_17020002",2007,"Na1010471_frn","C","Na1010471_frn_17020002","C",0.660835723454395,3603.65474400276,0.000389469622922886,546783749.24509,1,316,40715.3295892666,2016.30276044516,1447.4469859062,2585.15857569945,1018.4961683033
"2007_Na1010471_frn_Na1010471_frn_17020002",2007,"Na1010471_frn","D",NA,NA,0,3069.56965735638,NA,NA,NA,NA,40715.3295892666,3803.73015861172,3069.56965735638,4537.89061915173,0
"2007_Na1010471_frn_Na1010471_frn_17020002",2007,"Na1010471_frn","E",NA,NA,0,14549.1216194405,NA,NA,NA,NA,40715.3295892666,15754.0697716416,14549.1216194405,16959.0164173754,0
"2007_Na1010471_frn_Na1010471_frn_17020003",2007,"Na1010471_frn","A","Na1010471_frn_17020003","A",0.838480691316224,14604.4994402045,0.00198941977847107,4083927004.97341,2,920,79680.7384283998,9630.79268797886,8027.09185185987,11234.4943209053,3370.00511929925
"2007_Na1010471_frn_Na1010471_frn_17020003",2007,"Na1010471_frn","B",NA,NA,0,25536.8887831606,NA,NA,NA,NA,79680.7384283998,27828.9836299001,25536.8887831606,30121.0783969589,0
"2007_Na1010471_frn_Na1010471_frn_17020003",2007,"Na1010471_frn","C","Na1010471_frn_17020003","C",0.287316034056584,5059.20856699991,7.13658893088731e-05,74947137.0213713,1,316,79680.7384283998,3945.94602249872,2832.68355767828,5059.20856699991,0
"2007_Na1010471_frn_Na1010471_frn_17020003",2007,"Na1010471_frn","D",NA,NA,0,6007.21102893992,NA,NA,NA,NA,79680.7384283998,7443.97824794853,6007.21102893992,8880.74538727641,0
"2007_Na1010471_frn_Na1010471_frn_17020003",2007,"Na1010471_frn","E",NA,NA,0,28472.9306090949,NA,NA,NA,NA,79680.7384283998,30831.0389556039,28472.9306090949,33189.1443539256,0
"2007_RaABAMlw_fsi_RaABAMlw_fsi_17020011",2007,"RaABAMlw_fsi","A","RaABAMlw_fsi_17020011","A",0.374200161344794,9539.48502297239,0.00012276544401604,213725060.765426,1,316,62579.1204354686,8231.90237417981,6924.31972538723,9539.48502297239,0
"2007_RaABAMlw_fsi_RaABAMlw_fsi_17020011",2007,"RaABAMlw_fsi","B","RaABAMlw_fsi_17020011","B",0.505097639536654,14744.0426577078,0.000231135936512781,330033846.609312,1,316,62579.1204354686,13030.9218387914,11317.7997682926,14744.0426577078,0
"2007_RaABAMlw_fsi_RaABAMlw_fsi_17020011",2007,"RaABAMlw_fsi","C","RaABAMlw_fsi_17020011","C",0.142773707232816,2451.1090018757,1.78716508400463e-05,31113149.8963855,1,316,62579.1204354686,1854.04080027233,1256.9724109316,2451.1090018757,0
"2007_RaABAMlw_fsi_RaABAMlw_fsi_17020011",2007,"RaABAMlw_fsi","D",NA,NA,0,3660.88386470015,NA,NA,NA,NA,62579.1204354686,4805.2646730937,3660.88386470015,5949.64523117077,0
"2007_RaABAMlw_fsi_RaABAMlw_fsi_17020011",2007,"RaABAMlw_fsi","E","RaABAMlw_fsi_17020011","E",0.741277484160746,32183.5998882125,0.000476318918964031,570868278.89737,1,316,62579.1204354686,34656.9907491314,32783.0069844422,36530.9745138206,-599.407096229654
"2007_RaABAMlw_fsi_RaABAMlw_fsi_17030001",2007,"RaABAMlw_fsi","A","RaABAMlw_fsi_17030001","A",0.0662210135133255,17569.1305491593,3.38848806247523e-06,2626967.38100098,1,316,158782.491303985,20886.8702220147,17569.1305491593,24204.60989487,0
"2007_RaABAMlw_fsi_RaABAMlw_fsi_17030001",2007,"RaABAMlw_fsi","B",NA,NA,0,28716.7417947698,NA,NA,NA,NA,158782.491303985,33063.4598113988,28716.7417947698,37410.174652378,0
"2007_RaABAMlw_fsi_RaABAMlw_fsi_17030001",2007,"RaABAMlw_fsi","C","RaABAMlw_fsi_17030001","C",2.95723556634874,20027.2499185958,0.00700893992336326,9521820677.62898,2,362,158782.491303985,4704.27221088938,3189.3259208382,6219.21802459309,13808.0318940027
"2007_RaABAMlw_fsi_RaABAMlw_fsi_17030001",2007,"RaABAMlw_fsi","D",NA,NA,0,9288.78923779488,NA,NA,NA,NA,158782.491303985,12192.4356056689,9288.78923779488,15096.0813384129,0
"2007_RaABAMlw_fsi_RaABAMlw_fsi_17030001",2007,"RaABAMlw_fsi","E",NA,NA,0,83180.5798036651,NA,NA,NA,NA,158782.491303985,87935.4534540133,83180.5798036651,92690.3271043613,0
"2007_RaABAMlw_fsi_RaABAMlw_fsi_17030002",2007,"RaABAMlw_fsi","A",NA,NA,0,6963.60637199638,NA,NA,NA,NA,62934.1768001604,8278.60787772692,6963.60637199638,9593.60938345746,0
"2007_RaABAMlw_fsi_RaABAMlw_fsi_17030002",2007,"RaABAMlw_fsi","B","RaABAMlw_fsi_17030002","B",1.89452927403315,14827.6962174012,0.0142772021353,2272312634.19552,1,46,62934.1768001604,13104.8556317957,11382.0137875066,14827.6962174012,0
"2007_RaABAMlw_fsi_RaABAMlw_fsi_17030002",2007,"RaABAMlw_fsi","C","RaABAMlw_fsi_17030002","C",1.72042582280805,4492.21095398552,0.0120104939644012,1873860892.29437,1,46,62934.1768001604,1864.56010738234,1264.10411958518,2465.01590637697,2027.19504760855
"2007_RaABAMlw_fsi_RaABAMlw_fsi_17030002",2007,"RaABAMlw_fsi","D",NA,NA,0,3681.65469221441,NA,NA,NA,NA,62934.1768001604,4832.52839611087,3681.65469221441,5983.40184827062,0
"2007_RaABAMlw_fsi_RaABAMlw_fsi_17030002",2007,"RaABAMlw_fsi","E",NA,NA,0,32969.0085645629,NA,NA,NA,NA,62934.1768001604,34853.6247871446,32969.0085645629,36738.2410097263,0
"2007_RaABAMlw_fsi_RaABAMlw_fsi_17070105A",2007,"RaABAMlw_fsi","A",NA,NA,0,1880.67338399093,NA,NA,NA,NA,16996.7434873131,2235.81814657843,1880.67338399093,2590.96290916593,0
"2007_RaABAMlw_fsi_RaABAMlw_fsi_17070105A",2007,"RaABAMlw_fsi","B",NA,NA,0,3073.960422643,NA,NA,NA,NA,16996.7434873131,3539.25134063776,3073.960422643,4004.54191869764,0
"2007_RaABAMlw_fsi_RaABAMlw_fsi_17070105A",2007,"RaABAMlw_fsi","C","RaABAMlw_fsi_17070105A","C",0.478932754115913,2143.80078576171,0.000185615912968287,371916296.115324,1,316,16996.7434873131,503.565017819918,341.398816259568,665.731168390037,1478.06961737168
"2007_RaABAMlw_fsi_RaABAMlw_fsi_17070105A",2007,"RaABAMlw_fsi","D",NA,NA,0,994.310938731013,NA,NA,NA,NA,16996.7434873131,1305.12941806913,994.310938731013,1615.94782942027,0
"2007_RaABAMlw_fsi_RaABAMlw_fsi_17070105A",2007,"RaABAMlw_fsi","E",NA,NA,0,8903.99795618644,NA,NA,NA,NA,16996.7434873131,9412.97956420787,8903.99795618644,9921.96117222929,0
"2007_RaDFHEdy_fwi_RaDFHEdy_fwi_17070105B",2007,"RaDFHEdy_fwi","A",NA,NA,0,2131.05630044187,NA,NA,NA,NA,50566.3999122307,2852.21735624614,2131.05630044187,3573.3786648824,0
"2007_RaDFHEdy_fwi_RaDFHEdy_fwi_17070105B",2007,"RaDFHEdy_fwi","B",NA,NA,0,7525.51250897299,NA,NA,NA,NA,50566.3999122307,8591.39325870051,7525.51250897299,9657.27309823284,0
"2007_RaDFHEdy_fwi_RaDFHEdy_fwi_17070105B",2007,"RaDFHEdy_fwi","C",NA,NA,0,2271.22115265939,NA,NA,NA,NA,50566.3999122307,2966.92556575584,2271.22115265939,3662.62972602029,0
"2007_RaDFHEdy_fwi_RaDFHEdy_fwi_17070105B",2007,"RaDFHEdy_fwi","D",NA,NA,0,6544.95178845417,NA,NA,NA,NA,50566.3999122307,7747.60994726909,6544.95178845417,8950.26861174801,0
"2007_RaDFHEdy_fwi_RaDFHEdy_fwi_17070105B",2007,"RaDFHEdy_fwi","E","RaDFHEdy_fwi_17070105B","E",1.4248556021198,32093.6581617023,0.00150675111578549,1185345406.6961,1,316,50566.3999122307,28408.2537842591,26788.4503848562,30028.0571330956,2065.60102860668
"2007_RaMCONdy_fdd_RaMCONdy_fdd_1701021601",2007,"RaMCONdy_fdd","A","RaMCONdy_fdd_1701021601","A",0.864083641382603,11816.5973895235,0.0059975190034945,1082194347.98119,1,604,70146.593623492,9796.66498815885,8183.73133014911,11409.598576022,406.99881350155
"2007_RaMCONdy_fdd_RaMCONdy_fdd_1701021601",2007,"RaMCONdy_fdd","B",NA,NA,0,127.215266771601,NA,NA,NA,NA,70146.593623492,460.335266989326,127.215266771601,793.45526720705,0
"2007_RaMCONdy_fdd_RaMCONdy_fdd_1701021601",2007,"RaMCONdy_fdd","C","RaMCONdy_fdd_1701021601","C",0.616413543908035,24179.855460453,0.00305213972353182,550729119.179194,1,604,70146.593623492,22175.8579801754,20171.8605700444,24179.855460453,0
"2007_RaMCONdy_fdd_RaMCONdy_fdd_1701021601",2007,"RaMCONdy_fdd","D",NA,NA,0,26827.1385206017,NA,NA,NA,NA,70146.593623492,29076.617232008,26827.1385206017,31326.0958732677,0
"2007_RaMCONdy_fdd_RaMCONdy_fdd_1701021601",2007,"RaMCONdy_fdd","E",NA,NA,0,7195.78698614223,NA,NA,NA,NA,70146.593623492,8637.11773528091,7195.78698614223,10078.4485545662,0
"2007_RaMCONdy_fdd_RaMCONdy_fdd_1701021602",2007,"RaMCONdy_fdd","A","RaMCONdy_fdd_1701021602","A",2.04307851894071,47087.4271730469,0.0329440460705042,6111650395.26469,3,604,228136.929573615,31861.5766640934,26615.8517708885,37107.3013291614,9980.12584388549
"2007_RaMCONdy_fdd_RaMCONdy_fdd_1701021602",2007,"RaMCONdy_fdd","B","RaMCONdy_fdd_1701021602","B",1.78981558417168,2580.54509939891,0.00265274186309205,1444567957.27511,3,316,228136.929573615,1497.14289690361,413.740694408315,2580.54509939891,0
