"type","REST_ACRES","YEAR","BpS_Code","MAP_ZONE","AREA_STRATA","REST_PCT"
"both",12091.9360190329,2018,"RaPIPOm_fpd","WEC",61310.2130272566,0.197225477159201
"passive",6428.37080611745,2018,"RaPIPOm_fpd","WEC",61310.2130272566,0.104849917961622
"active",37907.3000190173,2018,"RaPIPOm_fpd","WNE",240831.647390264,0.157401655595493
"passive",24531.0020638579,2018,"RaPIPOm_fpd","WNE",240831.647390264,0.101859545162293
"active",13802.5267347829,2018,"RaSAWD_fal","WEC",146866.253767927,0.0939802465213911
"passive",31093.8546189867,2018,"RaSAWD_fal","WEC",146866.253767927,0.211715447362879
"passive",48229.3873916185,2018,"RaSAWD_fal","WNE",155949.132934164,0.309263581555013
"active",84206.1789239431,2018,"RaSPFI_fcd","WNE",768940.104503167,0.109509412281664
"passive",302.267615951743,2018,"RaSPFI_fcd","WNE",768940.104503167,0.00039309643778698
"passive",91840.7901626157,2019,"Na0710412_fmh","WEC",618709.871825455,0.1484391866767
"passive",151287.151085654,2019,"Na1010471_frn","WNE",492801.469014966,0.306994115476267
"passive",70424.2827557827,2019,"RaABAMlw_fsi","WEC",235831.359983616,0.298621365541357
"active",501.183297951243,2019,"RaABLA_faf","WNE",3783.0578468012,0.132481003
"both",60.5623980446477,2019,"RaABLA_faf","WNE",3783.0578468012,0.016008848
"passive",261.807880188702,2019,"RaABLA_faf","WNE",3783.0578468012,0.06920536
"active",568.382220210156,2019,"RaDFHEdy_fwi","OEC",6528.67588568303,0.087059341
"both",971.626062563617,2019,"RaDFHEdy_fwi","OEC",6528.67588568303,0.148824368
"passive",764.079614523283,2019,"RaDFHEdy_fwi","OEC",6528.67588568303,0.117034392256914
"active",8861.53923701957,2019,"RaMCONdy_fdd","OBM",61034.7946994353,0.145188318903308
"both",3585.28014851069,2019,"RaMCONdy_fdd","OBM",61034.7946994353,0.0587415779174213
"passive",13225.7541403905,2019,"RaMCONdy_fdd","OBM",61034.7946994353,0.216692039442755
"both",651191.166669315,2019,"RaMCONdy_fdd","WNE",2725268.36828605,0.238945703200179
"passive",341156.788823591,2019,"RaMCONdy_fdd","WNE",2725268.36828605,0.125182823384894
"passive",4961.62478660435,2019,"RaMCONdy_fmd","OEC",6407.00027631516,0.774406832
"passive",5358.76268952505,2019,"RaMCONdy_fmd","WCB",6919.82878777734,0.774406832
"both",275075.542044468,2019,"RaMCONdy_fmd","WEC",1282034.1060634,0.214561797337133
"passive",139885.470203966,2019,"RaMCONdy_fmd","WEC",1282034.1060634,0.1091121285638
"active",737.771411978229,2019,"RaMCONdy_fmd","WNE",88762.942696047,0.00831170519554085
"both",14969.9452347419,2019,"RaMCONdy_fmd","WNE",88762.942696047,0.16865084437324
"passive",19313.344054596,2019,"RaMCONdy_fmd","WNE",88762.942696047,0.217583413392806
"both",94591.599353678,2019,"RaMCONms_fcm","OBM",272703.099089891,0.346866609398149
"passive",23444.0021330038,2019,"RaMCONms_fcm","OBM",272703.099089891,0.0859689611568219
"active",884.877114233285,2019,"RaMCONms_fmm","WCB",7125.34591299256,0.12418725
"both",2959.10986429341,2019,"RaMCONms_fmm","WCB",7125.34591299256,0.415293503
"passive",1744.27221014523,2019,"RaMCONms_fmm","WCB",7125.34591299256,0.24479825
"both",114317.833105496,2019,"RaMCONms_fmm","WEC",729726.992468631,0.156658358927856
"passive",42157.3945535046,2019,"RaMCONms_fmm","WEC",729726.992468631,0.0577714610924398
"passive",448.145462399076,2019,"RaOAPI_fop","WEC",672.663305334034,0.666225523
"passive",220.017935119933,2019,"RaPIPOm_fdp","OBM",272.770829023073,0.806603609
"active",18086.5514407336,2019,"RaPIPOm_fpd","WCB",94650.8748343847,0.191086997055024
"passive",9006.76818143844,2019,"RaPIPOm_fpd","WCB",94650.8748343847,0.0951577911688405
"active",12971.6863546501,2019,"RaPIPOm_fpd","WEC",61708.6069622526,0.210208704963716
"both",13747.1698957723,2019,"RaPIPOm_fpd","WEC",61708.6069622526,0.222775566853769
"passive",4955.26173587456,2019,"RaPIPOm_fpd","WEC",61708.6069622526,0.0803009819830435
"active",37807.1618191261,2019,"RaPIPOm_fpd","WNE",241271.96324717,0.156699358310417
"passive",24423.7688068188,2019,"RaPIPOm_fpd","WNE",241271.96324717,0.101229204082026
"active",14471.805747877,2019,"RaSAWD_fal","WEC",143619.914044965,0.100764617804646
"passive",29266.4437084647,2019,"RaSAWD_fal","WEC",143619.914044965,0.203777059073451
"passive",48460.415931741,2019,"RaSAWD_fal","WNE",150677.807066406,0.321616148225357
"active",90697.5880273461,2019,"RaSPFI_fcd","WNE",764242.69404493,0.118676421422243
"passive",7495.61611607694,2019,"RaSPFI_fcd","WNE",764242.69404493,0.0098079002579726
