"strataID","YEAR","BpS_Code","SCLASS","MAP_ZONE","sclass","PERC_AREA","AREA_TOTAL","PERC_AREA_VAR","AREA_TOTAL_VAR","nPlots_AREA","N","AREA_STRATA","avg","low","high","departure"
"2011_Na0710412_fmh_WEC",2011,"Na0710412_fmh","A","WEC","A",1.12829515938788,91441.2159018965,0.000387482743792611,301494492.305844,49,9487,628993.674984818,92783.0934986322,79438.9926838293,106127.194313435,0
"2011_Na0710412_fmh_WEC",2011,"Na0710412_fmh","B","WEC","B",1.87076696082926,151613.878818846,0.00105919594713345,777430715.467303,43,9487,628993.674984818,142726.454311726,126844.234445662,158608.66222691,0
"2011_Na0710412_fmh_WEC",2011,"Na0710412_fmh","C","WEC","C",1.6970653090382,114589.470164743,0.000873328004578197,688436421.405135,41,9487,628993.674984818,100280.046467004,85970.617108322,114589.470164743,0
"2011_Na0710412_fmh_WEC",2011,"Na0710412_fmh","D","WEC","D",1.4517543163452,39894.6509526003,0.000642081575065748,489512674.035728,44,9487,628993.674984818,30986.4129247853,22078.175525964,39894.6509526003,7.27595761418343e-12
"2011_Na0710412_fmh_WEC",2011,"Na0710412_fmh","E","WEC","E",1.61328494243167,231454.459146732,0.000788045928950762,818788508.735986,27,9487,628993.674984818,262217.664637701,245188.018155895,279247.335650261,-13733.5590091631
"2011_Na1010471_frn_WNE",2011,"Na1010471_frn","A","WNE","A",1.49806621104965,71241.3819923339,0.000683266761088421,436006828.714112,58,9487,505280.056374755,61071.8169572223,50902.2569749112,71241.3819923339,0
"2011_Na1010471_frn_WNE",2011,"Na1010471_frn","B","WNE","B",2.27934864010411,161937.261858912,0.00179776262709981,421143241.537086,61,9144,505280.056374755,176472.139876107,161937.261858912,191007.017388022,0
"2011_Na1010471_frn_WNE",2011,"Na1010471_frn","C","WNE","C",2.59468220357208,53452.2351400556,0.00232797054702693,562406800.21969,74,9144,505280.056374755,25022.4567194681,17962.9172111861,32081.9967330302,21370.2384070254
"2011_Na1010471_frn_WNE",2011,"Na1010471_frn","D","WNE","D",0.206299569386822,38093.5717618295,9.1481372787596e-06,12385338.8700948,3,3288,505280.056374755,47204.5543623537,38093.5717618295,56315.5364575979,0
"2011_Na1010471_frn_WNE",2011,"Na1010471_frn","E","WNE","E",0.491180451961854,180555.605621624,8.49879534958509e-05,96073353.8582293,13,9144,505280.056374755,195509.095533525,180555.605621624,210462.566750063,0
