"PLT_CN","CONDID","sclass"
29882207010497,1,"B"
29882209010497,1,"E"
29882210010497,1,"E"
29882212010497,1,"E"
29882213010497,1,"C"
29882213010497,2,"E"
29882214010497,1,"E"
29882219010497,1,"B"
29882219010497,2,"B"
29882220010497,1,"B"
29882220010497,2,"E"
29882221010497,1,"E"
29882229010497,2,"B"
29882230010497,1,"C"
29882231010497,1,"B"
29882231010497,2,"B"
29882233010497,1,"B"
29882234010497,1,"B"
29882235010497,1,"B"
29882237010497,1,"E"
29882238010497,1,"E"
29882239010497,1,"E"
29882239010497,3,"B"
29882240010497,1,"B"
29882241010497,1,"B"
29882243010497,1,"B"
29882244010497,1,"B"
29882245010497,1,"A"
29882246010497,2,"C"
29882248010497,1,"B"
29882249010497,1,"E"
29882250010497,1,"B"
29882251010497,1,"B"
29882253010497,1,"B"
29882253010497,2,"E"
29882254010497,1,"E"
29882255010497,1,"B"
29882256010497,1,"E"
29882257010497,1,"C"
29882262010497,1,"B"
29882262010497,3,"B"
29882263010497,1,"E"
29882264010497,1,"E"
29882265010497,1,"B"
29882266010497,1,"B"
29882266010497,2,"C"
29882267010497,1,"B"
29882268010497,1,"A"
29882270010497,1,"B"
29882270010497,2,"B"
29882272010497,1,"A"
29882273010497,1,"B"
29882274010497,1,"E"
29882275010497,2,"B"
29882276010497,1,"A"
29882277010497,1,"A"
29882277010497,2,"B"
29882278010497,1,"B"
29882279010497,1,"E"
29882280010497,1,"E"
29882280010497,3,"B"
29882281010497,1,"E"
29882282010497,1,"A"
29882284010497,1,"B"
29882284010497,2,"B"
29882285010497,1,"C"
29882286010497,1,"B"
29882287010497,1,"E"
29882288010497,1,"E"
29882289010497,1,"B"
29882289010497,2,"B"
29882290010497,1,"E"
29882291010497,1,"B"
29882292010497,1,"E"
29882298010497,1,"B"
29882299010497,1,"E"
29882300010497,1,"B"
29882301010497,1,"A"
29882302010497,1,"E"
29882309010497,1,"B"
29882310010497,1,"E"
29882316010497,1,"E"
29882317010497,1,"B"
29882318010497,1,"E"
29882321010497,1,"E"
29882322010497,1,"B"
29882323010497,1,"B"
29882327010497,1,"B"
29882327010497,2,"B"
29882328010497,1,"E"
29882331010497,2,"B"
29882332010497,1,"B"
29882334010497,1,"B"
29882335010497,1,"B"
29882335010497,2,"C"
29882336010497,1,"E"
29882336010497,2,"A"
29882337010497,1,"E"
29882338010497,1,"E"
29882339010497,1,"E"
29882340010497,1,"B"
29882341010497,1,"B"
29882342010497,1,"B"
29882343010497,1,"E"
29882344010497,1,"E"
29882345010497,1,"E"
29882345010497,2,"E"
29882346010497,1,"E"
29882346010497,2,"E"
29882347010497,1,"B"
29882348010497,1,"E"
29882350010497,1,"B"
29882351010497,1,"B"
29882352010497,2,"B"
29882353010497,1,"E"
29882354010497,1,"B"
29882354010497,2,"E"
29882355010497,1,"B"
29882356010497,1,"B"
29882357010497,1,"B"
29882358010497,1,"E"
29882359010497,1,"E"
29882360010497,1,"E"
29882361010497,1,"B"
29882362010497,1,"B"
29882363010497,1,"B"
29882364010497,1,"E"
29882365010497,1,"B"
29882366010497,1,"B"
29882367010497,1,"B"
29882367010497,2,"D"
29882368010497,1,"B"
29882368010497,3,"A"
29882369010497,1,"E"
29882370010497,1,"E"
29882371010497,1,"E"
29882372010497,1,"E"
29882373010497,1,"B"
29882374010497,1,"B"
29882376010497,1,"B"
29882377010497,1,"B"
29882378010497,1,"E"
29882378010497,2,"E"
29882379010497,1,"E"
29882383010497,1,"B"
29882387010497,1,"E"
29882389010497,1,"E"
29882390010497,1,"E"
29882398010497,1,"B"
29882404010497,1,"B"
29882405010497,1,"D"
29882408010497,1,"E"
29882408010497,2,"B"
29882409010497,1,"B"
29882411010497,1,"B"
29882412010497,3,"B"
29882413010497,1,"E"
29882413010497,2,"B"
29882417010497,1,"B"
29882418010497,1,"B"
29882418010497,2,"B"
29882419010497,1,"E"
29882420010497,1,"E"
29882421010497,1,"B"
29882422010497,1,"E"
29882423010497,1,"E"
29882424010497,1,"B"
29882425010497,1,"E"
29882426010497,1,"B"
29882427010497,1,"E"
29882428010497,1,"A"
29882429010497,1,"B"
29882430010497,2,"A"
29882431010497,1,"E"
29882432010497,1,"E"
29882433010497,1,"E"
29882434010497,1,"A"
29882435010497,1,"E"
29882436010497,1,"B"
29882438010497,1,"B"
29882438010497,2,"B"
29882439010497,1,"E"
29882440010497,1,"A"
29882440010497,3,"C"
29882441010497,1,"E"
29882442010497,1,"E"
29882443010497,1,"E"
29882445010497,1,"B"
29882446010497,1,"A"
29882446010497,2,"A"
29882447010497,1,"B"
29882448010497,1,"B"
29882449010497,1,"E"
29882450010497,1,"B"
29882451010497,1,"E"
29882451010497,2,"E"
29882452010497,1,"C"
29882453010497,1,"B"
29882456010497,1,"B"
29882456010497,2,"B"
29882459010497,1,"E"
29882461010497,1,"B"
29882462010497,1,"A"
29882463010497,1,"A"
29882468010497,1,"B"
29882469010497,1,"B"
29882476010497,1,"E"
29882476010497,2,"A"
29882477010497,2,"B"
29882480010497,1,"B"
29882481010497,1,"E"
29882483010497,1,"E"
29882484010497,1,"E"
29882485010497,1,"A"
29882486010497,1,"B"
29882487010497,1,"B"
29882488010497,1,"B"
29882490010497,1,"B"
29882491010497,1,"E"
29882492010497,1,"B"
29882493010497,2,"E"
29882495010497,1,"B"
29882497010497,1,"A"
29882504010497,1,"B"
29882506010497,1,"E"
29882507010497,1,"B"
29882508010497,1,"B"
29882509010497,1,"B"
29882510010497,1,"B"
29882511010497,1,"B"
29882512010497,1,"E"
29882512010497,3,"E"
29882513010497,1,"B"
29882514010497,1,"A"
29882515010497,1,"B"
29882517010497,1,"E"
29882518010497,1,"B"
29882519010497,1,"C"
29882520010497,2,"B"
29882521010497,1,"B"
29882525010497,1,"B"
29882526010497,1,"E"
29882527010497,1,"E"
29882530010497,1,"B"
29882530010497,2,"B"
29882533010497,1,"B"
29882535010497,2,"A"
29882536010497,1,"C"
29882537010497,1,"B"
29882538010497,1,"B"
29882541010497,1,"E"
29882542010497,1,"B"
29882549010497,1,"E"
29882551010497,1,"E"
29882552010497,1,"B"
29882560010497,3,"E"
29882561010497,1,"B"
29882562010497,1,"B"
29882563010497,1,"E"
29882564010497,1,"A"
29882564010497,2,"B"
29882567010497,1,"E"
29882570010497,1,"B"
29882572010497,1,"B"
29882572010497,2,"B"
29882573010497,1,"E"
29882573010497,2,"E"
29882573010497,3,"A"
29882576010497,1,"B"
29882577010497,1,"E"
29882578010497,1,"B"
29882579010497,1,"B"
29882582010497,2,"B"
29882584010497,1,"E"
29882585010497,1,"B"
29882586010497,1,"B"
29882587010497,1,"A"
29882588010497,1,"E"
29882589010497,1,"E"
29882590010497,1,"E"
29882591010497,1,"B"
29882592010497,1,"B"
29882593010497,1,"B"
29882594010497,1,"B"
29882595010497,1,"B"
29882596010497,1,"B"
29882597010497,1,"B"
29882598010497,1,"E"
29882599010497,1,"A"
29882600010497,1,"E"
29882601010497,1,"B"
29882602010497,1,"E"
29882603010497,1,"E"
29882604010497,1,"E"
29882605010497,1,"B"
29882606010497,1,"B"
29882607010497,2,"B"
29882609010497,1,"B"
29882610010497,1,"B"
29882611010497,1,"B"
29882612010497,1,"B"
29882614010497,1,"E"
29882615010497,1,"E"
29882616010497,1,"A"
29882618010497,1,"E"
29882619010497,1,"B"
29882621010497,1,"B"
29882622010497,1,"E"
29882623010497,1,"B"
29882626010497,1,"B"
29882630010497,1,"E"
29882632010497,1,"E"
29882632010497,2,"B"
29882633010497,1,"B"
29882633010497,2,"E"
29882634010497,1,"B"
29882635010497,1,"A"
29882636010497,1,"B"
29882636010497,2,"A"
29882641010497,1,"B"
29882642010497,1,"E"
29882643010497,1,"E"
29882644010497,1,"A"
29882645010497,1,"B"
29882645010497,2,"B"
29882649010497,1,"E"
29882650010497,1,"E"
29882650010497,2,"B"
29882651010497,1,"B"
29882656010497,1,"B"
29882662010497,1,"B"
29882663010497,1,"A"
29882663010497,2,"A"
29882664010497,1,"B"
29882666010497,1,"B"
29882671010497,1,"B"
29882672010497,1,"B"
29882673010497,1,"E"
29882673010497,2,"B"
29882674010497,1,"B"
29882675010497,1,"E"
29882676010497,1,"B"
29882678010497,1,"E"
29882678010497,2,"B"
29882679010497,1,"E"
29882680010497,1,"B"
29882680010497,2,"E"
29882682010497,1,"B"
29882683010497,1,"B"
29882683010497,2,"E"
29882684010497,1,"B"
29882684010497,2,"B"
29882684010497,4,"B"
29882685010497,1,"E"
29882687010497,1,"E"
29882687010497,2,"B"
29882688010497,1,"E"
29882689010497,1,"B"
29882690010497,1,"C"
29882693010497,1,"B"
29882694010497,1,"E"
29882702010497,1,"B"
29882702010497,3,"B"
29882703010497,1,"E"
29882705010497,1,"A"
29882705010497,3,"B"
29882706010497,1,"C"
29882708010497,1,"B"
29882711010497,1,"B"
29882715010497,1,"B"
29882716010497,1,"E"
29882717010497,1,"B"
29882718010497,1,"E"
29882723010497,1,"B"
29882725010497,1,"B"
29882726010497,1,"E"
29882727010497,1,"B"
29882733010497,1,"B"
29882745010497,1,"E"
29882746010497,2,"B"
29882747010497,1,"B"
29882748010497,1,"B"
29882749010497,1,"B"
29882754010497,1,"E"
29882757010497,1,"B"
29882764010497,3,"B"
29882765010497,1,"E"
29882766010497,1,"E"
29882767010497,1,"B"
29882773010497,1,"B"
29882775010497,1,"A"
29882777010497,1,"B"
29882777010497,2,"C"
29882778010497,1,"A"
29882779010497,1,"B"
29882780010497,1,"B"
29882781010497,1,"B"
29882782010497,1,"C"
29882783010497,1,"B"
29882784010497,1,"B"
29882784010497,2,"C"
29882785010497,1,"B"
29882786010497,1,"E"
29882787010497,1,"B"
29882788010497,1,"B"
29882788010497,3,"A"
29882789010497,1,"B"
29882790010497,1,"A"
29882790010497,2,"A"
29882793010497,1,"C"
29882794010497,1,"E"
29882795010497,1,"B"
29882796010497,1,"B"
29882797010497,1,"E"
29882804010497,1,"A"
29882804010497,2,"A"
29882806010497,1,"B"
29882807010497,1,"E"
29882813010497,1,"A"
29882815010497,1,"B"
29882815010497,2,"B"
29882816010497,1,"B"
29882817010497,1,"B"
29882820010497,1,"A"
29882822010497,1,"E"
29882822010497,2,"A"
29882823010497,1,"B"
29882824010497,1,"B"
29882825010497,1,"E"
29882826010497,1,"E"
29882826010497,2,"B"
29882827010497,2,"B"
29882828010497,1,"B"
29882829010497,1,"E"
29882830010497,1,"B"
29882831010497,1,"B"
29882832010497,1,"E"
29882834010497,1,"E"
29882835010497,1,"B"
29882836010497,1,"B"
29882837010497,1,"E"
29882837010497,2,"B"
29882838010497,1,"B"
29882839010497,1,"B"
29882840010497,1,"B"
29882841010497,1,"E"
29882842010497,1,"B"
29882844010497,1,"B"
29882845010497,1,"E"
29882846010497,1,"B"
29882847010497,1,"E"
29882848010497,1,"B"
29882849010497,2,"E"
29882850010497,1,"E"
29882851010497,1,"E"
29882851010497,2,"B"
29882852010497,1,"E"
29882853010497,1,"B"
29882854010497,1,"E"
29882855010497,1,"E"
29882856010497,1,"E"
29882857010497,1,"B"
29882858010497,1,"E"
29882858010497,3,"E"
29882859010497,1,"B"
29882865010497,1,"B"
29882866010497,1,"E"
29882870010497,1,"D"
29882871010497,1,"A"
29882873010497,1,"B"
29882875010497,1,"E"
29882879010497,1,"B"
29882879010497,2,"B"
29882880010497,1,"B"
29882882010497,3,"C"
29882883010497,1,"B"
29882885010497,1,"B"
29882886010497,1,"B"
29882886010497,2,"B"
29882887010497,1,"B"
29882889010497,1,"E"
29882890010497,1,"C"
29882891010497,1,"B"
29882892010497,1,"B"
29882893010497,1,"B"
29882894010497,1,"B"
29882895010497,1,"E"
29882896010497,1,"B"
29882898010497,1,"E"
29882899010497,1,"B"
29882900010497,1,"B"
29882901010497,1,"B"
29882902010497,1,"B"
29882903010497,1,"B"
29882904010497,1,"B"
29882905010497,1,"B"
29882905010497,2,"B"
29882906010497,1,"E"
29882907010497,1,"B"
29882908010497,1,"B"
29882909010497,1,"B"
29882911010497,1,"B"
29882912010497,1,"B"
29882912010497,2,"B"
29882913010497,1,"B"
29882914010497,1,"E"
29882915010497,1,"B"
29882916010497,1,"B"
29882917010497,1,"E"
29882918010497,1,"E"
29882919010497,1,"B"
29882920010497,1,"B"
29882921010497,1,"B"
29882921010497,2,"B"
29882922010497,1,"B"
29882923010497,1,"B"
29882928010497,1,"B"
29882930010497,1,"A"
29882931010497,1,"B"
29882937010497,1,"A"
29882938010497,1,"B"
29882940010497,1,"E"
29882941010497,1,"B"
29882945010497,1,"B"
29882946010497,2,"B"
29882947010497,1,"B"
29882948010497,1,"B"
29882949010497,1,"E"
29882950010497,1,"E"
29882951010497,1,"E"
29882951010497,3,"B"
29882952010497,1,"E"
29882953010497,1,"B"
29882954010497,1,"E"
29882955010497,2,"B"
29882956010497,1,"E"
29882957010497,1,"B"
29882958010497,1,"B"
29882959010497,1,"C"
29882959010497,2,"B"
29882960010497,1,"E"
29882961010497,1,"B"
29882962010497,1,"C"
29882963010497,1,"B"
29882964010497,1,"B"
29882964010497,2,"A"
29882965010497,1,"C"
29882967010497,1,"B"
29882967010497,2,"B"
29882968010497,1,"E"
29882969010497,1,"A"
29882970010497,1,"B"
29882971010497,1,"A"
29882971010497,2,"B"
29882973010497,1,"C"
29882974010497,1,"E"
29882975010497,1,"E"
29882976010497,1,"B"
29882977010497,1,"B"
29882977010497,3,"B"
29882978010497,1,"B"
29882978010497,2,"B"
29882979010497,1,"B"
29882980010497,1,"B"
29882980010497,2,"B"
29882981010497,1,"A"
29882982010497,1,"E"
29882982010497,2,"A"
29882983010497,1,"B"
29882987010497,1,"B"
29882987010497,2,"B"
29882988010497,1,"E"
29882992010497,1,"A"
29882993010497,2,"E"
29882995010497,1,"E"
29882996010497,1,"B"
29883001010497,1,"B"
29883002010497,1,"E"
29883003010497,1,"E"
29883006010497,1,"E"
29883007010497,1,"E"
29883007010497,2,"A"
29883008010497,1,"E"
29883009010497,1,"B"
29883010010497,1,"E"
29883011010497,1,"C"
29883012010497,1,"E"
29883013010497,1,"B"
29883013010497,2,"B"
29883014010497,1,"B"
29883015010497,1,"B"
29883016010497,1,"B"
29883017010497,1,"E"
29883017010497,2,"A"
29883018010497,1,"E"
29883019010497,1,"B"
29883020010497,1,"E"
29883021010497,1,"B"
29883023010497,1,"B"
29883024010497,1,"E"
29883025010497,1,"E"
29883026010497,1,"B"
29883027010497,1,"E"
29883028010497,1,"A"
29883029010497,1,"B"
29883030010497,1,"B"
29883033010497,1,"B"
29883034010497,1,"E"
29883035010497,1,"E"
29883036010497,1,"B"
29883037010497,1,"B"
29883038010497,1,"B"
29883040010497,1,"B"
29883041010497,1,"B"
29883042010497,1,"B"
29883042010497,2,"B"
29883045010497,1,"A"
29883048010497,1,"B"
29883049010497,2,"B"
29883050010497,1,"B"
29883051010497,2,"B"
29883052010497,1,"B"
29883058010497,2,"B"
29883059010497,1,"E"
29883062010497,1,"E"
29883063010497,1,"B"
29883066010497,1,"B"
29883068010497,1,"E"
29883069010497,1,"B"
29883070010497,1,"E"
29883071010497,1,"B"
29883072010497,1,"E"
29883073010497,1,"B"
29883074010497,2,"B"
29883076010497,1,"E"
29883078010497,1,"A"
29883079010497,1,"B"
29883080010497,1,"E"
29883081010497,1,"E"
29883083010497,1,"B"
29883084010497,1,"C"
29883085010497,2,"B"
29883086010497,1,"A"
29883087010497,1,"E"
29883088010497,1,"E"
29883089010497,1,"B"
29883090010497,1,"B"
29883091010497,1,"B"
29883091010497,2,"B"
29883094010497,1,"B"
29883095010497,1,"B"
29883096010497,2,"E"
29883097010497,1,"B"
29883098010497,2,"B"
29883099010497,1,"B"
29883100010497,1,"E"
29883102010497,1,"B"
29883107010497,1,"B"
29883110010497,1,"B"
29883112010497,1,"B"
29883121010497,1,"E"
29883122010497,1,"E"
29883130010497,1,"E"
29883131010497,1,"B"
29883131010497,2,"A"
29883134010497,1,"B"
29883135010497,2,"B"
29883136010497,1,"E"
29883137010497,1,"B"
29883138010497,1,"E"
29883139010497,1,"B"
29883140010497,1,"B"
29883140010497,2,"B"
29883141010497,1,"B"
29883142010497,1,"A"
29883143010497,1,"E"
29883144010497,1,"E"
29883145010497,1,"B"
29883147010497,1,"E"
29883148010497,1,"C"
29883149010497,1,"B"
29883149010497,2,"B"
29883150010497,1,"B"
29883151010497,1,"B"
29883152010497,1,"E"
29883153010497,1,"E"
29883154010497,1,"B"
29883155010497,1,"B"
29883160010497,1,"B"
29883162010497,1,"B"
29883168010497,1,"B"
29883169010497,1,"A"
29883170010497,1,"B"
29883171010497,1,"E"
29883172010497,1,"B"
29883173010497,1,"B"
29883182010497,1,"E"
29883184010497,3,"E"
29883185010497,1,"B"
29883185010497,2,"E"
29883190010497,1,"A"
29883190010497,2,"B"
29883191010497,1,"B"
29883192010497,1,"A"
29883192010497,2,"B"
29883195010497,1,"B"
29883198010497,1,"B"
29883199010497,1,"B"
29883200010497,1,"B"
29883201010497,1,"E"
29883202010497,1,"E"
29883202010497,2,"B"
29883203010497,1,"E"
29883203010497,2,"B"
29883204010497,1,"B"
29883205010497,1,"B"
29883206010497,1,"A"
29883207010497,1,"E"
29883208010497,1,"B"
29883208010497,2,"B"
29883209010497,1,"B"
29883210010497,1,"E"
29883211010497,1,"B"
29883212010497,1,"E"
29883214010497,1,"B"
29883215010497,1,"E"
29883217010497,1,"C"
29883218010497,1,"E"
29883218010497,2,"B"
29883219010497,1,"E"
29883220010497,1,"B"
29883223010497,1,"B"
29883223010497,2,"B"
29883224010497,1,"B"
29883229010497,1,"B"
29883229010497,2,"B"
29883230010497,1,"A"
29883231010497,1,"B"
29883232010497,1,"B"
29883233010497,1,"B"
29883237010497,1,"B"
29883240010497,1,"E"
29883240010497,2,"B"
29883241010497,1,"E"
29883243010497,1,"E"
29883246010497,1,"E"
29883247010497,1,"B"
29883253010497,1,"E"
29883254010497,1,"E"
29883255010497,1,"B"
29883261010497,1,"B"
29883261010497,4,"B"
29883263010497,1,"E"
29883265010497,1,"B"
29883266010497,1,"E"
29883268010497,1,"E"
29883271010497,1,"B"
29883271010497,2,"B"
29883272010497,1,"B"
29883273010497,1,"E"
29883274010497,1,"B"
29883274010497,2,"E"
29883275010497,1,"E"
29883276010497,1,"B"
29883277010497,1,"B"
29883277010497,2,"B"
29883278010497,1,"B"
29883279010497,1,"E"
29883280010497,1,"B"
29883281010497,1,"E"
29883282010497,1,"B"
29883283010497,1,"B"
29883283010497,3,"B"
29883284010497,1,"B"
29883286010497,1,"E"
29883290010497,1,"B"
29883291010497,1,"A"
29883292010497,1,"E"
29883292010497,2,"C"
29883298010497,1,"B"
29883299010497,1,"B"
29883300010497,1,"E"
29883301010497,1,"B"
29883306010497,1,"E"
29883306010497,2,"E"
29883307010497,2,"B"
29883308010497,1,"E"
29883313010497,1,"E"
29883314010497,1,"B"
29883315010497,1,"B"
29883316010497,1,"E"
29883316010497,3,"B"
29883320010497,1,"B"
29883321010497,1,"B"
29883322010497,1,"A"
29883325010497,1,"B"
29883329010497,1,"E"
29883330010497,1,"E"
29883331010497,1,"E"
29883332010497,1,"B"
29883333010497,1,"B"
29883334010497,1,"B"
29883335010497,1,"E"
29883335010497,2,"A"
29883336010497,1,"E"
29883337010497,1,"E"
29883338010497,1,"B"
29883340010497,1,"B"
29883349010497,1,"B"
29883350010497,1,"B"
29883352010497,1,"B"
29883353010497,1,"B"
29883361010497,1,"E"
29883362010497,1,"B"
29883363010497,1,"B"
29883366010497,1,"B"
29883367010497,1,"B"
29883371010497,1,"B"
29883372010497,1,"B"
29883372010497,2,"B"
29883377010497,1,"C"
29883378010497,1,"B"
29883379010497,1,"B"
29883381010497,1,"B"
29883382010497,1,"B"
29883383010497,1,"E"
29883383010497,2,"A"
29883385010497,1,"A"
29883390010497,1,"E"
29883391010497,1,"E"
29883392010497,1,"B"
29883393010497,1,"E"
29883399010497,1,"E"
29883400010497,1,"A"
29883401010497,2,"A"
29883401010497,3,"B"
29883402010497,1,"E"
29883403010497,1,"D"
29883403010497,2,"E"
29883404010497,1,"E"
29883411010497,1,"B"
29883412010497,1,"B"
29883413010497,1,"B"
29883413010497,2,"A"
29883415010497,2,"B"
29883416010497,1,"E"
29883418010497,1,"B"
29883421010497,1,"E"
29883423010497,1,"B"
29883424010497,1,"B"
29883425010497,1,"E"
29883427010497,1,"B"
29883428010497,1,"A"
29883429010497,1,"B"
29883431010497,2,"C"
29883432010497,1,"B"
29883433010497,1,"B"
29883434010497,1,"B"
29883435010497,1,"B"
29883442010497,1,"B"
29883443010497,1,"B"
29883448010497,1,"E"
29883449010497,1,"E"
29883450010497,1,"B"
29883451010497,1,"E"
29883452010497,1,"E"
29883453010497,1,"B"
29883454010497,2,"B"
29883454010497,4,"B"
29883455010497,1,"A"
29883456010497,2,"B"
29883456010497,3,"E"
29883457010497,1,"A"
29883458010497,1,"B"
29883460010497,1,"E"
29883465010497,1,"B"
29883466010497,1,"B"
29883469010497,1,"B"
29883473010497,1,"B"
29883474010497,1,"B"
29883479010497,1,"B"
29883480010497,1,"B"
29883481010497,1,"E"
29883489010497,1,"E"
29883490010497,1,"B"
29883497010497,1,"E"
29883498010497,1,"E"
29883499010497,2,"B"
29883500010497,1,"B"
29883501010497,1,"B"
29883503010497,1,"E"
29883503010497,2,"C"
29883505010497,1,"E"
29883507010497,1,"A"
29883510010497,1,"B"
29883510010497,2,"C"
29883512010497,1,"B"
29883514010497,1,"B"
29883515010497,1,"E"
29883518010497,1,"E"
29883522010497,1,"A"
29883523010497,1,"A"
29883531010497,1,"E"
29883537010497,1,"B"
29883537010497,2,"B"
29883539010497,1,"E"
29883539010497,2,"A"
29883541010497,1,"E"
29883542010497,1,"B"
29883547010497,1,"A"
29883547010497,2,"A"
29883549010497,1,"B"
29883549010497,2,"B"
29883550010497,1,"E"
29883551010497,1,"E"
29883552010497,1,"E"
29883554010497,1,"B"
29883555010497,1,"B"
30762649020004,1,"E"
30762650020004,1,"B"
30762652020004,1,"A"
30762835020004,1,"E"
30762836020004,1,"E"
30762837020004,1,"B"
30762838020004,1,"B"
30762838020004,3,"B"
30762839020004,1,"E"
30762840020004,1,"E"
30762840020004,2,"B"
30762841020004,1,"E"
30762842020004,1,"B"
30762842020004,2,"D"
30762843020004,1,"B"
30762844020004,1,"B"
30762846020004,1,"B"
30762846020004,2,"E"
30762847020004,1,"B"
30762848020004,1,"E"
30762852020004,1,"B"
30762853020004,1,"B"
30762854020004,1,"B"
30762988020004,1,"B"
30762989020004,1,"E"
30762989020004,3,"B"
30762990020004,1,"B"
30762993020004,1,"B"
30763048020004,1,"B"
30763048020004,2,"B"
30763049020004,2,"B"
30763151020004,1,"A"
30763152020004,1,"B"
30763153020004,2,"B"
30763153020004,3,"B"
30763155020004,1,"E"
30763156020004,1,"B"
30763158020004,1,"E"
30763159020004,1,"B"
30763160020004,1,"B"
30763216020004,1,"E"
30763219020004,1,"C"
30763220020004,1,"E"
30763221020004,1,"B"
30763296020004,1,"E"
30763297020004,1,"B"
30763298020004,2,"B"
30763299020004,1,"B"
30763301020004,1,"B"
30763302020004,1,"B"
30763302020004,2,"B"
30763303020004,1,"E"
30763304020004,1,"A"
30763305020004,2,"B"
30763308020004,1,"B"
30763309020004,1,"B"
30763309020004,3,"B"
30763311020004,1,"E"
30763312020004,1,"B"
30763313020004,1,"B"
30763314020004,1,"B"
30763315020004,1,"B"
30763315020004,2,"E"
30763376020004,1,"B"
30763377020004,1,"E"
30763378020004,1,"E"
30763380020004,1,"E"
30763381020004,1,"E"
30763382020004,1,"E"
30763383020004,1,"E"
30763384020004,1,"E"
30763385020004,1,"B"
30763386020004,1,"E"
30763387020004,1,"E"
30763388020004,1,"B"
30763388020004,2,"A"
30763389020004,1,"E"
30763390020004,1,"B"
30763391020004,1,"B"
30763392020004,1,"B"
30763393020004,1,"B"
30763393020004,3,"B"
30763394020004,1,"E"
30763396020004,1,"E"
30763408020004,1,"A"
30763409020004,1,"B"
30763414020004,1,"B"
30763415020004,1,"E"
30763416020004,1,"B"
30763417020004,1,"B"
30763418020004,1,"A"
30763419020004,1,"B"
30763419020004,3,"C"
30763420020004,1,"A"
30763420020004,2,"A"
30763421020004,1,"A"
30763422020004,1,"B"
30763423020004,1,"A"
30763424020004,1,"E"
30763425020004,1,"E"
30763426020004,1,"B"
30763429020004,1,"A"
30763430020004,1,"B"
30763431020004,1,"B"
30763432020004,1,"A"
30763432020004,2,"A"
30763434020004,1,"E"
30763435020004,1,"E"
30763439020004,1,"B"
30763440020004,1,"E"
30763446020004,1,"B"
30763446020004,2,"B"
30763447020004,1,"B"
30763447020004,2,"E"
30763449020004,1,"B"
30763451020004,1,"B"
30763454020004,1,"E"
30763455020004,1,"B"
30763455020004,2,"B"
30763456020004,1,"B"
30763457020004,1,"E"
30763458020004,1,"B"
30763459020004,1,"B"
30763459020004,2,"B"
30763460020004,2,"B"
30763461020004,1,"B"
30763462020004,1,"B"
30763464020004,1,"B"
30763466020004,1,"B"
30763469020004,1,"B"
30763470020004,2,"B"
30763471020004,1,"E"
30763472020004,1,"E"
30763473020004,1,"E"
30763474020004,1,"E"
30763474020004,2,"E"
30763475020004,1,"B"
30763476020004,1,"E"
30763477020004,1,"B"
30763479020004,1,"B"
30763483020004,1,"E"
30763484020004,1,"E"
30763484020004,2,"B"
30763486020004,3,"B"
30763487020004,1,"E"
30763487020004,2,"B"
30763499020004,1,"E"
30763500020004,1,"E"
30763500020004,2,"E"
30763501020004,1,"B"
30763501020004,2,"B"
30763508020004,1,"B"
30763509020004,1,"B"
30763509020004,2,"A"
30763510020004,1,"B"
30763511020004,1,"A"
30763512020004,1,"E"
30763513020004,1,"A"
30763513020004,3,"C"
30763514020004,1,"A"
30763517020004,3,"B"
30763520020004,1,"E"
30763526020004,2,"B"
30763531020004,1,"B"
30763534020004,1,"B"
30763534020004,2,"B"
30763537020004,1,"B"
30763545020004,1,"C"
30763545020004,3,"B"
30763548020004,1,"E"
30763551020004,1,"E"
30763553020004,1,"B"
30763554020004,1,"B"
30763556020004,1,"E"
30763557020004,1,"B"
30763561020004,1,"B"
30763562020004,1,"E"
30763563020004,1,"B"
30763565020004,1,"A"
30763568020004,1,"B"
30763568020004,2,"E"
30763569020004,1,"E"
30763570020004,1,"E"
30763571020004,1,"B"
30763571020004,3,"B"
30763575020004,1,"B"
30763576020004,1,"B"
30763580020004,1,"B"
30763581020004,1,"B"
30763581020004,2,"B"
30763582020004,1,"B"
30763583020004,1,"B"
30763584020004,1,"E"
30763585020004,1,"E"
30763590020004,2,"E"
30763591020004,1,"B"
30763593020004,1,"E"
30763594020004,1,"B"
30763595020004,1,"E"
30763596020004,2,"E"
30763597020004,1,"E"
30763598020004,1,"E"
30763600020004,1,"E"
30763601020004,1,"B"
30763603020004,1,"B"
30763605020004,1,"B"
30763605020004,2,"B"
30763606020004,1,"B"
30763608020004,2,"B"
30763617020004,1,"B"
30763618020004,1,"E"
30763619020004,1,"B"
30763619020004,2,"C"
30763620020004,2,"B"
30763621020004,1,"A"
30763622020004,1,"B"
30763624020004,1,"E"
30763633020004,1,"E"
30763634020004,1,"B"
30763635020004,1,"E"
30763636020004,1,"E"
30763636020004,2,"A"
30763637020004,1,"B"
30763638020004,1,"E"
30763638020004,2,"C"
30763639020004,1,"B"
30763642020004,1,"E"
30763644020004,1,"A"
30763645020004,1,"B"
30763646020004,1,"B"
30763648020004,1,"B"
30763649020004,1,"E"
30763650020004,1,"E"
30763650020004,2,"A"
30763651020004,1,"B"
30763651020004,2,"B"
30763652020004,1,"B"
30763653020004,1,"B"
30763654020004,1,"B"
30763654020004,2,"B"
30763655020004,1,"B"
30763667020004,1,"B"
30763667020004,3,"B"
30763668020004,1,"B"
30763669020004,1,"B"
30763671020004,1,"B"
30763672020004,1,"C"
