"PLT_CN","CONDID","sclass"
8644549010901,1,"A"
8644857010901,1,"E"
8645269010901,1,"B"
8645459010901,2,"A"
8645876010901,2,"C"
8645944010901,1,"E"
8646141010901,1,"B"
8646230010901,1,"C"
8646314010901,1,"D"
8646439010901,1,"C"
8646583010901,2,"C"
8646764010901,1,"B"
8646897010901,1,"C"
8647117010901,1,"C"
8647276010901,1,"A"
8647276010901,2,"C"
8647455010901,1,"E"
8647645010901,1,"C"
8647911010901,1,"B"
8648137010901,1,"B"
8648402010901,1,"D"
8648570010901,1,"C"
8648677010901,1,"C"
8648778010901,1,"A"
8649260010901,1,"C"
8649647010901,1,"C"
8649750010901,1,"B"
8649944010901,1,"B"
8650082010901,1,"B"
8650442010901,1,"B"
8650592010901,1,"B"
8650805010901,1,"B"
8650980010901,1,"C"
8651166010901,1,"C"
8651353010901,1,"E"
8651353010901,2,"A"
8651533010901,1,"C"
8651715010901,1,"C"
8651894010901,1,"C"
8652043010901,1,"C"
8652043010901,2,"A"
8652360010901,1,"B"
8652360010901,2,"A"
8652543010901,1,"A"
8652732010901,1,"C"
8652732010901,2,"C"
8652849010901,1,"C"
8652932010901,1,"C"
8653106010901,1,"A"
8653229010901,1,"A"
8653315010901,1,"E"
8653497010901,1,"B"
8653603010901,1,"E"
8653675010901,1,"E"
8653675010901,2,"C"
8654000010901,1,"E"
8654116010901,1,"E"
8654254010901,1,"A"
8654351010901,1,"B"
8654442010901,1,"E"
8654524010901,3,"A"
8654637010901,1,"B"
8654637010901,2,"A"
8654778010901,1,"E"
8654998010901,1,"E"
8655080010901,1,"D"
8655191010901,1,"B"
8655588010901,1,"D"
8655741010901,1,"B"
8655839010901,1,"B"
8655984010901,1,"A"
8656103010901,2,"A"
8656194010901,1,"A"
8656308010901,1,"C"
8656379010901,1,"B"
8656567010901,1,"C"
8656691010901,2,"A"
8656885010901,1,"C"
8657037010901,1,"C"
8657158010901,1,"B"
8657308010901,1,"C"
8657461010901,1,"C"
8657628010901,1,"A"
8657852010901,1,"B"
8658020010901,1,"B"
8658305010901,1,"C"
8658506010901,1,"D"
8658808010901,1,"D"
8658968010901,1,"A"
8658968010901,2,"D"
8659116010901,1,"A"
8659295010901,1,"A"
8659295010901,2,"C"
8659504010901,1,"B"
8659504010901,2,"A"
8659686010901,1,"B"
8659830010901,1,"E"
8660051010901,1,"E"
8660216010901,1,"A"
8660400010901,1,"E"
8660727010901,1,"A"
8661023010901,1,"C"
8661101010901,1,"C"
8661237010901,1,"A"
8661237010901,2,"A"
8661440010901,1,"C"
8661582010901,1,"A"
8661741010901,1,"B"
8661922010901,1,"B"
8662056010901,1,"C"
8662196010901,1,"A"
8662321010901,1,"B"
8662481010901,1,"E"
8662635010901,1,"C"
8662858010901,1,"C"
8662944010901,1,"C"
8663071010901,1,"E"
8663461010901,1,"C"
8663516010901,1,"E"
8663665010901,1,"A"
8663665010901,2,"C"
8663818010901,1,"E"
8663930010901,1,"B"
8664098010901,1,"E"
8664200010901,1,"E"
8664436010901,1,"E"
8664565010901,1,"A"
8664649010901,1,"B"
8664768010901,1,"C"
8664889010901,1,"E"
8664992010901,1,"D"
8665177010901,1,"E"
8665412010901,1,"B"
8665580010901,1,"B"
8665702010901,1,"D"
8665936010901,1,"E"
8666102010901,1,"B"
8666102010901,2,"A"
8666218010901,1,"B"
8666325010901,1,"B"
8666485010901,1,"C"
8666485010901,2,"D"
8666715010901,1,"E"
8666920010901,1,"E"
8667212010901,1,"E"
8667373010901,1,"A"
8667373010901,2,"D"
8667472010901,2,"A"
8667552010901,1,"C"
8667650010901,1,"E"
8667806010901,1,"E"
8668047010901,1,"D"
8668204010901,1,"D"
8668422010901,1,"C"
8668422010901,2,"C"
8668509010901,1,"B"
8668844010901,1,"E"
8668844010901,2,"D"
8668916010901,1,"E"
8669037010901,1,"E"
8669144010901,1,"B"
8669267010901,1,"B"
8669525010901,2,"A"
8669566010901,1,"D"
8669732010901,1,"B"
8669951010901,1,"C"
8670145010901,1,"B"
8670286010901,1,"C"
8670467010901,2,"C"
8670500010901,1,"C"
8670609010901,1,"B"
8670810010901,1,"C"
8670933010901,1,"C"
8671095010901,1,"D"
8671273010901,1,"C"
8671447010901,1,"A"
8671608010901,1,"E"
8671787010901,1,"C"
8672181010901,1,"C"
8672181010901,2,"A"
8672386010901,1,"B"
8672520010901,1,"C"
8672679010901,1,"A"
8672876010901,1,"C"
8672992010901,1,"B"
8673154010901,1,"C"
8673379010901,1,"C"
8673493010901,1,"E"
8673676010901,1,"A"
8674045010901,1,"A"
8674183010901,1,"E"
8674183010901,2,"A"
8675153010901,1,"C"
8675215010901,1,"C"
8675677010901,1,"C"
8675940010901,1,"E"
8676119010901,1,"C"
8676192010901,1,"E"
8676268010901,1,"A"
8676352010901,1,"C"
8676539010901,1,"C"
8676692010901,1,"B"
8676840010901,1,"E"
8676991010901,1,"B"
8677133010901,1,"A"
8677228010901,1,"E"
8677396010901,1,"B"
8677565010901,1,"C"
8677713010901,1,"D"
8677836010901,1,"E"
8677999010901,1,"B"
8677999010901,3,"C"
8678403010901,1,"D"
8678536010901,1,"E"
8678948010901,2,"C"
8679020010901,1,"B"
8679020010901,2,"C"
8679203010901,1,"D"
8679392010901,1,"D"
8679533010901,1,"B"
8679672010901,1,"A"
8679797010901,1,"E"
8679998010901,1,"B"
8680169010901,1,"E"
8680260010901,1,"B"
8680379010901,1,"E"
8680631010901,1,"E"
8680771010901,1,"A"
8680771010901,2,"C"
8680897010901,1,"E"
8681153010901,1,"B"
8681284010901,1,"A"
8681400010901,1,"B"
8681507010901,1,"C"
8681507010901,2,"C"
8681746010901,1,"E"
8681984010901,1,"B"
8682184010901,1,"C"
8682648010901,1,"C"
8682933010901,1,"B"
8683011010901,1,"A"
8683403010901,1,"C"
8683502010901,1,"B"
8683654010901,1,"E"
8683804010901,1,"E"
8684031010901,1,"A"
8684202010901,2,"C"
8684267010901,1,"B"
8684267010901,2,"A"
8684504010901,1,"C"
8684615010901,2,"C"
8684788010901,1,"D"
8684967010901,1,"B"
8685097010901,1,"B"
8685250010901,1,"A"
8685454010901,1,"A"
8685579010901,1,"A"
8685718010901,1,"B"
8685847010901,1,"B"
8686018010901,2,"C"
8686088010901,1,"B"
8686196010901,1,"B"
8686269010901,1,"C"
8686357010901,1,"A"
8686459010901,1,"E"
8686558010901,1,"A"
8686630010901,1,"A"
8686734010901,1,"B"
8686881010901,1,"E"
8686881010901,2,"C"
8687073010901,1,"E"
8687172010901,1,"C"
8687372010901,1,"D"
8687505010901,1,"E"
8687838010901,1,"C"
8687981010901,1,"A"
8688145010901,1,"A"
8688219010901,1,"E"
8688219010901,2,"A"
8688352010901,1,"B"
8688511010901,1,"E"
8688638010901,1,"A"
8688794010901,1,"C"
8688951010901,1,"B"
8689087010901,1,"B"
8689236010901,1,"B"
8689382010901,1,"D"
8689542010901,1,"D"
8689782010901,1,"C"
8689972010901,1,"D"
8690079010901,1,"B"
8690236010901,1,"A"
8690326010901,1,"B"
8690424010901,1,"C"
8690528010901,1,"E"
8690723010901,1,"C"
8690827010901,1,"C"
8690827010901,2,"B"
8690984010901,1,"C"
8691129010901,1,"C"
8691276010901,2,"A"
8691352010901,1,"B"
8691481010901,1,"A"
8691630010901,1,"C"
8691763010901,1,"A"
8691919010901,1,"C"
8692046010901,1,"C"
8692046010901,2,"C"
8692195010901,1,"C"
8692334010901,1,"C"
8692430010901,1,"C"
8692625010901,1,"C"
8692697010901,1,"A"
8692842010901,1,"C"
8693062010901,1,"A"
8693132010901,1,"C"
8693301010901,1,"C"
8693468010901,1,"C"
8693563010901,1,"B"
8693702010901,1,"E"
8693856010901,1,"C"
8694036010901,1,"E"
8694284010901,1,"E"
8694527010901,1,"B"
8694735010901,1,"D"
8694822010901,1,"C"
8694957010901,1,"C"
8695295010901,1,"B"
8695547010901,1,"D"
8695685010901,1,"B"
8695819010901,1,"B"
8695977010901,1,"C"
8696107010901,1,"A"
8696205010901,1,"C"
8696399010901,1,"A"
8696524010901,1,"E"
8696655010901,1,"A"
8696862010901,1,"D"
8697015010901,1,"C"
8697153010901,1,"B"
8697276010901,1,"B"
8697510010901,2,"D"
8697696010901,1,"E"
8697845010901,1,"A"
8697845010901,2,"D"
8698026010901,1,"A"
8698127010901,1,"A"
8698220010901,1,"B"
8698315010901,1,"D"
8698506010901,1,"E"
8698794010901,1,"A"
8698912010901,1,"B"
8699042010901,1,"E"
8699112010901,2,"A"
8699112010901,3,"C"
8699199010901,1,"E"
8699395010901,1,"E"
8699802010901,1,"A"
8699802010901,2,"D"
8699944010901,1,"E"
8700035010901,1,"E"
8700374010901,1,"A"
8700374010901,2,"D"
8700543010901,1,"B"
8700650010901,1,"B"
8700932010901,1,"D"
8701268010901,1,"D"
8701365010901,1,"A"
8701466010901,2,"E"
8701710010901,1,"E"
8701710010901,2,"A"
8701945010901,1,"B"
8702031010901,1,"A"
8702031010901,2,"D"
8702288010901,1,"D"
8702375010901,1,"D"
8702483010901,1,"B"
8702483010901,2,"B"
8702595010901,1,"B"
8702693010901,1,"B"
8702798010901,1,"E"
8702980010901,1,"D"
8703071010901,1,"B"
8703169010901,1,"E"
8703275010901,1,"E"
8703376010901,1,"D"
8703524010901,2,"A"
8703665010901,2,"C"
8703759010901,1,"E"
8704037010901,1,"E"
8704288010901,1,"E"
8704409010901,1,"C"
8704409010901,3,"A"
8704619010901,1,"B"
8704619010901,2,"A"
8704745010901,1,"B"
8704972010901,1,"B"
8705194010901,1,"E"
8705959010901,1,"C"
8706389010901,1,"B"
8706867010901,1,"C"
8706965010901,1,"E"
8707190010901,2,"D"
8707354010901,1,"A"
8707354010901,2,"A"
8707467010901,1,"E"
8707621010901,2,"D"
8707721010901,1,"A"
8707849010901,1,"C"
8708007010901,1,"C"
8708180010901,1,"C"
8708494010901,1,"E"
8708744010901,1,"E"
8708881010901,1,"A"
8708881010901,2,"D"
8708992010901,1,"B"
8709064010901,1,"B"
8709064010901,2,"A"
8709242010901,1,"E"
8709463010901,1,"A"
8709463010901,2,"B"
8709659010901,1,"E"
8709659010901,2,"D"
8709753010901,1,"C"
8709753010901,2,"D"
8709873010901,1,"E"
8709974010901,1,"E"
8710063010901,1,"E"
8710166010901,1,"D"
8710215010901,1,"E"
8710295010901,2,"D"
8710373010901,3,"A"
8710577010901,1,"C"
8710732010901,1,"E"
8710876010901,1,"A"
8711041010901,1,"B"
8711041010901,2,"A"
8711304010901,1,"C"
8711501010901,1,"C"
8711501010901,2,"C"
8711663010901,1,"C"
8711863010901,1,"C"
8712259010901,1,"A"
8712425010901,1,"C"
8712506010901,1,"A"
8712719010901,1,"A"
8712810010901,1,"C"
8712973010901,1,"C"
8713059010901,1,"C"
8713248010901,1,"C"
8713516010901,2,"A"
8713546010901,1,"D"
8713645010901,1,"B"
8713732010901,1,"E"
8713922010901,1,"A"
8714080010901,1,"C"
8714418010901,1,"C"
8714619010901,1,"C"
8714731010901,1,"C"
8714914010901,1,"C"
8715087010901,1,"C"
8715230010901,1,"A"
8715554010901,1,"A"
8715644010901,1,"B"
8715820010901,1,"B"
8716118010901,1,"A"
8716515010901,1,"B"
8716610010901,1,"B"
8716934010901,1,"C"
8717100010901,1,"C"
8717100010901,2,"A"
8717280010901,1,"C"
8717445010901,1,"C"
8717591010901,1,"D"
8717725010901,1,"C"
8717725010901,2,"C"
8718004010901,1,"B"
8718152010901,1,"B"
8718308010901,1,"E"
8718475010901,1,"A"
8718591010901,1,"B"
8718755010901,3,"D"
8718845010901,2,"D"
8718902010901,1,"C"
8718902010901,2,"D"
8718987010901,1,"E"
8719085010901,1,"E"
8719195010901,1,"B"
8719285010901,1,"E"
8719399010901,1,"B"
8719485010901,1,"C"
8719575010901,1,"A"
8719739010901,1,"C"
8719841010901,1,"B"
8720151010901,1,"E"
8720362010901,1,"B"
8720507010901,1,"D"
8720648010901,1,"E"
8720738010901,1,"A"
8720896010901,1,"A"
8721101010901,1,"A"
8721255010901,1,"A"
8721255010901,2,"A"
8721433010901,1,"C"
8721517010901,1,"C"
8721610010901,1,"C"
8721752010901,1,"B"
8721896010901,1,"E"
8722115010901,1,"C"
8722183010901,1,"E"
8722381010901,1,"C"
8722625010901,1,"C"
8722805010901,1,"C"
8723005010901,1,"E"
8723176010901,1,"C"
8723318010901,1,"C"
8723505010901,1,"D"
8723609010901,1,"A"
8723694010901,1,"D"
8723844010901,1,"B"
8723942010901,1,"C"
8723942010901,2,"C"
8724126010901,1,"E"
8724275010901,1,"D"
8724275010901,2,"A"
8724380010901,1,"C"
8724737010901,1,"E"
8724846010901,1,"B"
8724971010901,1,"B"
8725337010901,1,"E"
8725511010901,1,"C"
8725585010901,1,"E"
8725725010901,1,"B"
8725840010901,1,"E"
8726256010901,2,"B"
8726335010901,1,"E"
8726420010901,1,"B"
8726516010901,1,"B"
8726733010901,1,"E"
8726823010901,1,"B"
8726931010901,1,"B"
8726931010901,2,"B"
8727201010901,1,"B"
8727318010901,1,"B"
8727512010901,1,"A"
8727512010901,2,"A"
8727675010901,1,"E"
8727872010901,1,"E"
8728085010901,1,"D"
8728310010901,1,"A"
8728424010901,1,"C"
8728424010901,2,"A"
8728516010901,1,"A"
8728613010901,1,"E"
8728717010901,2,"A"
8728779010901,1,"A"
8728867010901,1,"B"
8728961010901,1,"C"
8729038010901,1,"D"
8729038010901,3,"C"
8729134010901,2,"B"
8729239010901,1,"B"
8729350010901,1,"C"
8729350010901,2,"C"
8729557010901,1,"B"
8729557010901,2,"A"
8729686010901,1,"C"
8729686010901,2,"D"
8975437010901,1,"E"
8976070010901,1,"E"
8976070010901,3,"A"
8976192010901,1,"B"
8976310010901,1,"C"
9254606010901,1,"E"
9255017010901,1,"E"
9262796010901,1,"C"
9573516010902,1,"B"
9573517010902,1,"B"
9573518010902,1,"D"
9573518010902,2,"A"
9573519010902,1,"B"
9573520010902,1,"B"
9573521010902,1,"B"
9573522010902,1,"B"
9573523010902,1,"C"
9573524010902,2,"A"
9573525010902,1,"A"
9573525010902,3,"A"
9573526010902,1,"B"
9573527010902,1,"E"
9573528010902,1,"C"
9573528010902,2,"A"
9573529010902,1,"B"
9573530010902,1,"D"
9573531010902,1,"B"
9573532010902,1,"E"
9573533010902,1,"B"
9573534010902,1,"D"
9573535010902,1,"C"
9573536010902,1,"B"
9573536010902,2,"A"
9573537010902,1,"C"
9573539010902,1,"A"
9573540010902,1,"A"
9827848010902,1,"E"
9827860010902,2,"C"
12777129010497,1,"A"
12777856010497,1,"D"
12778045010497,1,"C"
12778045010497,3,"A"
12778284010497,1,"B"
12778469010497,1,"A"
12778644010497,1,"C"
12778871010497,1,"C"
12779038010497,1,"D"
12779351010497,1,"C"
12779652010497,1,"C"
12779652010497,2,"A"
12779828010497,1,"B"
12780166010497,1,"C"
12780166010497,2,"C"
12780469010497,1,"D"
12780763010497,1,"B"
12781089010497,1,"C"
12781339010497,1,"B"
12782368010497,2,"A"
12783546010497,2,"E"
12784041010497,1,"A"
12784345010497,1,"C"
12784581010497,1,"A"
12784780010497,1,"C"
12784780010497,2,"A"
12784948010497,1,"B"
12785186010497,1,"C"
12785186010497,2,"A"
12785579010497,1,"C"
12785768010497,1,"C"
12785768010497,3,"C"
12786454010497,1,"D"
12786833010497,1,"C"
12787307010497,1,"C"
12787771010497,1,"A"
12788467010497,1,"E"
12788763010497,1,"B"
12789122010497,1,"D"
12789328010497,2,"A"
12789700010497,1,"C"
12789898010497,1,"A"
12790315010497,1,"C"
12790548010497,2,"C"
12790777010497,1,"A"
12791468010497,1,"A"
12791651010497,1,"D"
12791900010497,1,"B"
12792107010497,1,"C"
12792107010497,2,"A"
12793015010497,1,"C"
12794149010497,1,"E"
12794149010497,2,"C"
12794762010497,2,"A"
12795490010497,1,"C"
12797295010497,1,"B"
12797668010497,1,"E"
12798276010497,1,"A"
12798500010497,1,"C"
12798959010497,1,"E"
12799456010497,1,"E"
12799819010497,1,"B"
12800180010497,1,"E"
12800605010497,1,"B"
12801357010497,1,"A"
12801505010497,1,"A"
12801636010497,2,"C"
12801808010497,1,"C"
12802142010497,1,"B"
12802420010497,1,"C"
12802569010497,1,"E"
12802730010497,1,"C"
12802730010497,2,"C"
12802934010497,1,"D"
12803126010497,1,"C"
12803348010497,2,"E"
12803573010497,1,"D"
12803954010497,1,"E"
12804257010497,1,"E"
12804607010497,1,"C"
12805271010497,1,"E"
12805523010497,1,"B"
12805765010497,1,"C"
12805979010497,1,"C"
12806252010497,1,"E"
12806619010497,1,"C"
12806846010497,1,"B"
12807070010497,1,"E"
12807466010497,1,"C"
12807708010497,1,"B"
12808041010497,1,"B"
12808317010497,1,"B"
12808454010497,1,"D"
12808682010497,1,"E"
12808903010497,2,"C"
12808903010497,3,"A"
12809032010497,1,"A"
12809197010497,1,"B"
12809836010497,1,"D"
12810031010497,1,"C"
12810157010497,1,"B"
12810464010497,1,"D"
12810726010497,1,"A"
12811072010497,1,"A"
12811277010497,1,"D"
12811513010497,1,"E"
12811513010497,2,"C"
12811867010497,1,"A"
12812129010497,1,"B"
12812315010497,1,"A"
12812481010497,1,"C"
12812732010497,1,"C"
12812975010497,1,"B"
12813363010497,1,"A"
12813523010497,1,"C"
12813751010497,1,"A"
12814091010497,1,"C"
12814230010497,1,"B"
12814422010497,1,"B"
12814778010497,1,"C"
12814996010497,1,"B"
12815212010497,1,"A"
12815407010497,1,"A"
12815562010497,1,"B"
12815809010497,1,"D"
12816161010497,1,"C"
12816389010497,1,"B"
12816389010497,2,"A"
12816616010497,1,"B"
12816820010497,1,"B"
12817099010497,1,"C"
12817230010497,1,"C"
12817452010497,1,"B"
12817452010497,2,"A"
12818424010497,1,"B"
12818670010497,1,"E"
12819238010497,1,"D"
12819566010497,1,"B"
12819790010497,1,"C"
12820101010497,1,"D"
12820341010497,1,"C"
12820494010497,1,"E"
12820617010497,1,"A"
12820617010497,2,"A"
12820838010497,1,"A"
12820922010497,1,"B"
12821245010497,1,"E"
12821803010497,1,"E"
12822088010497,1,"B"
12822537010497,1,"A"
12822738010497,1,"E"
12822969010497,1,"D"
12823249010497,1,"E"
12823446010497,1,"E"
12823446010497,2,"D"
12823863010497,1,"B"
12823863010497,2,"C"
12824054010497,1,"D"
12824233010497,1,"B"
12824233010497,2,"A"
12824489010497,1,"D"
12824489010497,2,"A"
12824750010497,1,"E"
12825265010497,1,"D"
12825515010497,1,"A"
12825806010497,1,"B"
12826082010497,1,"B"
12826511010497,1,"C"
12826795010497,1,"C"
12827113010497,1,"B"
12827312010497,1,"B"
12827435010497,1,"D"
12827642010497,1,"B"
12827908010497,1,"C"
12828174010497,1,"C"
12828567010497,1,"C"
12828911010497,1,"A"
12829215010497,1,"D"
12829534010497,1,"C"
12829640010497,1,"E"
12829979010497,1,"C"
12830404010497,1,"B"
12830789010497,1,"C"
12831159010497,1,"C"
12831502010497,1,"A"
12831967010497,1,"D"
12832413010497,1,"B"
12832695010497,1,"B"
12833014010497,1,"E"
12833321010497,1,"E"
12833592010497,1,"E"
12833867010497,1,"B"
12834068010497,1,"B"
12834297010497,1,"C"
12834297010497,2,"E"
12834614010497,1,"C"
12834807010497,1,"C"
12834913010497,1,"E"
12835233010497,1,"C"
12835233010497,2,"C"
12835507010497,1,"E"
12835839010497,1,"A"
12836236010497,1,"B"
12836407010497,1,"B"
12836709010497,1,"B"
12836969010497,1,"B"
12837274010497,1,"B"
12837495010497,1,"C"
12837804010497,1,"E"
12838196010497,1,"E"
12838592010497,2,"A"
12838644010497,1,"D"
12838906010497,1,"E"
12839203010497,1,"B"
12839417010497,1,"C"
12839519010497,1,"A"
12839718010497,1,"B"
12840025010497,1,"C"
12840133010497,1,"D"
12840334010497,1,"B"
12840799010497,1,"B"
12841199010497,1,"B"
12841719010497,1,"A"
12842052010497,1,"E"
12842415010497,1,"E"
12842415010497,2,"A"
12843390010497,1,"B"
12843894010497,1,"B"
12844141010497,1,"E"
12844484010497,1,"A"
