"YEAR","BpS_Code","MAP_ZONE","sclass","PERC_CHNG","AREA_CHNG","PREV_AREA","PERC_CHNG_VAR","AREA_CHNG_VAR","PREV_AREA_VAR","nPlots_AREA","N"
2017,"RaSSHE_fss","WCR","E",NA,0,0,NA,0,0,0,5421
2018,"Na0710411_fmt","WCR","A",NA,0,0,NA,0,0,0,6308
2018,"Na0710411_fmt","WCR","C",NA,0,0,NA,0,0,0,6308
2018,"Na0710411_fmt","WCR","D",NA,0,0,NA,0,0,0,6308
2018,"Na0710411_fmt","WCR","E",NA,0,0,NA,0,0,0,6308
2018,"Na0710411_fmt","WNC","A",NA,0,0,NA,0,0,0,6527
2018,"Na0710411_fmt","WNC","B",NA,0,0,NA,0,0,0,2496
2018,"Na0710411_fmt","WNC","C",NA,0,0,NA,0,0,0,2496
2018,"Na0710411_fmt","WNC","D",NA,0,0,NA,0,0,0,6527
2018,"Na0710411_fmt","WNC","E",NA,0,0,NA,0,0,0,6527
2018,"Na0710412_fmc","WCR","A",NA,0,0,NA,0,0,0,6308
2018,"Na0710412_fmc","WCR","B",NA,0,0,NA,0,0,0,2277
2018,"Na0710412_fmc","WCR","C",NA,0,0,NA,0,0,0,4031
2018,"Na0710412_fmc","WCR","D",NA,0,0,NA,0,0,0,4031
2018,"Na0710412_fmc","WCR","E",NA,0,0,NA,0,0,0,4031
2018,"Na0710412_fmc","WNC","A",NA,0,0,NA,0,0,0,2496
2018,"Na0710412_fmc","WNC","B",NA,0,0,NA,0,0,0,2496
2018,"Na0710412_fmc","WNC","C",NA,0,0,NA,0,0,0,219
2018,"Na0710412_fmc","WNC","D",NA,0,0,NA,0,0,0,2496
2018,"Na0710412_fmc","WNC","E",NA,0,0,NA,0,0,0,2496
2018,"Na0710412_fmc","WWC","A",NA,0,0,NA,0,0,0,6527
2018,"Na0710412_fmc","WWC","B",NA,0,0,NA,0,0,0,2496
2018,"Na0710412_fmc","WWC","C",NA,0,0,NA,0,0,0,6527
2018,"Na0710412_fmc","WWC","D",NA,0,0,NA,0,0,0,6527
2018,"Na0710412_fmc","WWC","E",NA,0,0,NA,0,0,0,6527
2018,"Na0710412_fmh","WEC","A",3.70925299632523,3261.67306670523,87933.4213637242,0.741062934588895,7603229.80252049,404726775.259707,56,6527
2018,"Na0710412_fmh","WEC","B",-0.122328790564962,-215.721583879062,176345.717866396,0.000643725093038686,12709524.041293,1555518353.19391,50,6527
2018,"Na0710412_fmh","WEC","C",-1.76086718276444,-3417.91350822671,194103.992719134,0.115895498421751,10296811.3381121,1477387046.87822,57,6527
2018,"Na0710412_fmh","WEC","D",0.00273194410902761,3.64432843685082,133396.888494471,0.000641909762457802,11113407.7990509,812332080.249151,49,6527
2018,"Na0710412_fmh","WEC","E",-0.263723772109908,-404.477207827818,153371.538937055,0.00371981349135684,8822016.35443978,1506741062.79029,29,6527
2018,"Na0710412_fmi","WWC","D",NA,0,0,NA,0,0,0,4031
2018,"Na1010471_frn","WNE","A",-1.61933488681754,-2616.55436252595,161582.041109992,0.084416393637643,5653769.84521263,879512272.060641,68,6527
2018,"Na1010471_frn","WNE","B",2.29726197118313,4980.67391496906,216809.139638694,0.102450436793811,5425767.87781885,899119154.056893,76,6308
2018,"Na1010471_frn","WNE","C",-1.24425293518096,-2827.21935354586,227222.237023268,0.0314620769600786,7753900.66343272,1125637906.10048,80,6308
2018,"Na1010471_frn","WNE","D",9.68458900649002,541.390633586265,5590.22828148368,48.3813415016737,166423.636339248,16107212.8735509,4,2277
2018,"Na1010471_frn","WNE","E",3.5715934077055,1174.67811175763,32889.4691434733,1.74069002399194,463342.345197812,147026697.85585,16,6308
2018,"RaABAMlw_fsi","WCR","A",NA,0,0,NA,0,0,0,2277
2018,"RaABAMlw_fsi","WCR","B",NA,0,0,NA,0,0,0,2277
2018,"RaABAMlw_fsi","WCR","C",NA,0,0,NA,0,0,0,2277
2018,"RaABAMlw_fsi","WCR","D",NA,0,0,NA,0,0,0,4031
2018,"RaABAMlw_fsi","WCR","E",NA,0,0,NA,0,0,0,6308
2018,"RaABAMlw_fsi","WEC","A",-0.951511173592238,-709.519020525588,74567.5973353989,0.0514881980883168,938172.709310092,326272295.773249,23,2496
2018,"RaABAMlw_fsi","WEC","B",3.95861830971957,2113.94180186318,53401.0009672524,1.78536449696736,1086183.01093265,323601790.806804,21,2496
2018,"RaABAMlw_fsi","WEC","C",-0.16650725920337,-171.896181770724,103236.449025187,0.00170963394505851,1826012.23119475,753478446.004866,28,6527
2018,"RaABAMlw_fsi","WEC","D",-7.15165625427961,-1807.83297926114,25278.5217155721,10.1640492248115,1410764.80429999,130520497.841291,11,2496
2018,"RaABAMlw_fsi","WEC","E",1.01145223131248,536.730824839454,53065.3656419325,0.0969682273416084,533758.649103341,262471207.758339,20,2496
2018,"RaABAMlw_fsi","WNC","A",NA,0,0,NA,0,0,0,2277
2018,"RaABAMlw_fsi","WNC","B",NA,0,0,NA,0,0,0,2277
2018,"RaABAMlw_fsi","WNC","C",NA,0,0,NA,0,0,0,2496
2018,"RaABAMlw_fsi","WNC","D",NA,0,0,NA,0,0,0,2277
2018,"RaABAMlw_fsi","WNC","E",NA,0,0,NA,0,0,0,6527
