"BpS_Code","Order","Donate","Receive","Primary","Secondary","ActiveOnly","ActivePassive","PassiveOnly","REST_ACRES","BPS_LLID"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,227.102185822998,"RaMCONdy_fdg_1706010404"
"RaMCONdy_fdg",6,"B","A","Regen / high fire","None",1,0,0,35.5495049153136,"RaMCONdy_fdg_1706010404"
"RaMCONdy_fdg",13,"B","E","Grow w/o fire","None",0,0,1,4.33934657417054,"RaMCONdy_fdg_1706010404"
"RaMCONdy_fdg",1,"B","C","Thin / low fire","None",1,0,0,391.422178144626,"RaMCONdy_fdg_1706010405"
"RaMCONdy_fdg",2,"E","D","Thin / low fire","None",1,0,0,339.840211223185,"RaMCONdy_fdg_1706010405"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,1658.91951697877,"RaMCONdy_fdg_1706010405"
"RaMCONdy_fdg",6,"B","A","Regen / high fire","None",1,0,0,269.610224335419,"RaMCONdy_fdg_1706010405"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,170.45441336791,"RaMCONdy_fdg_1706010406"
"RaMCONdy_fdg",13,"B","E","Grow w/o fire","None",0,0,1,4.14666491056384,"RaMCONdy_fdg_1706010406"
"RaMCONdy_fdg",15,"C","E","Grow w/o fire","Grow w/o fire",0,0,1,11.1382795121699,"RaMCONdy_fdg_1706010406"
"RaMCONdy_fdg",1,"B","C","Thin / low fire","None",1,0,0,34.8286296673545,"RaMCONdy_fdg_1706010407"
"RaMCONdy_fdg",2,"E","D","Thin / low fire","None",1,0,0,54.230249652493,"RaMCONdy_fdg_1706010407"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,61.6594737320248,"RaMCONdy_fdg_1706010407"
"RaMCONdy_fdg",6,"B","A","Regen / high fire","None",1,0,0,23.8294550701204,"RaMCONdy_fdg_1706010407"
"RaMCONdy_fdg",2,"E","D","Thin / low fire","None",1,0,0,0.314612957981527,"RaMCONdy_fdg_1706010408"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,43.7948395189284,"RaMCONdy_fdg_1706010408"
"RaMCONdy_fdg",7,"C","A","Regen / high fire","None",1,0,0,8.51764264752378,"RaMCONdy_fdg_1706010408"
"RaMCONdy_fdg",11,"C","D","Grow w/ fire","None",0,0,1,15.0620646883678,"RaMCONdy_fdg_1706010408"
"RaMCONdy_fdg",1,"B","C","Thin / low fire","None",1,0,0,20.0932884802671,"RaMCONdy_fdg_1706010409"
"RaMCONdy_fdg",2,"E","D","Thin / low fire","None",1,0,0,9.12769148644864,"RaMCONdy_fdg_1706010409"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,159.181547512153,"RaMCONdy_fdg_1706010409"
"RaMCONdy_fdg",6,"B","A","Regen / high fire","None",1,0,0,24.214863744119,"RaMCONdy_fdg_1706010409"
"RaMCONdy_fdg",1,"B","C","Thin / low fire","None",1,0,0,51.6166001438511,"RaMCONdy_fdg_1706010410"
"RaMCONdy_fdg",2,"E","D","Thin / low fire","None",1,0,0,98.1254426865511,"RaMCONdy_fdg_1706010410"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,105.364603605003,"RaMCONdy_fdg_1706010410"
"RaMCONdy_fdg",6,"B","A","Regen / high fire","None",1,0,0,26.4128100650769,"RaMCONdy_fdg_1706010410"
"RaMCONdy_fdg",2,"E","D","Thin / low fire","None",1,0,0,1.54234110302156,"RaMCONdy_fdg_1706010411"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,282.786308757331,"RaMCONdy_fdg_1706010411"
"RaMCONdy_fdg",6,"B","A","Regen / high fire","None",1,0,0,2.91440610144697,"RaMCONdy_fdg_1706010411"
"RaMCONdy_fdg",7,"C","A","Regen / high fire","None",1,0,0,12.9864287796533,"RaMCONdy_fdg_1706010411"
"RaMCONdy_fdg",1,"B","C","Thin / low fire","None",1,0,0,26.4102631701823,"RaMCONdy_fdg_1706010501"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,178.867755453192,"RaMCONdy_fdg_1706010501"
"RaMCONdy_fdg",6,"B","A","Regen / high fire","None",1,0,0,4.97027538199232,"RaMCONdy_fdg_1706010501"
"RaMCONdy_fdg",1,"B","C","Thin / low fire","None",1,0,0,47.6681594450995,"RaMCONdy_fdg_1706010502"
"RaMCONdy_fdg",2,"E","D","Thin / low fire","None",1,0,0,70.3819880023743,"RaMCONdy_fdg_1706010502"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,43.5898580781189,"RaMCONdy_fdg_1706010502"
"RaMCONdy_fdg",6,"B","A","Regen / high fire","None",1,0,0,16.5312005429718,"RaMCONdy_fdg_1706010502"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,271.443383066371,"RaMCONdy_fdg_1706010503"
"RaMCONdy_fdg",7,"C","A","Regen / high fire","None",1,0,0,12.5648449506561,"RaMCONdy_fdg_1706010503"
"RaMCONdy_fdg",11,"C","D","Grow w/ fire","None",0,0,1,62.3725396920908,"RaMCONdy_fdg_1706010503"
"RaMCONdy_fdg",15,"C","E","Grow w/o fire","Grow w/o fire",0,0,1,80.3174585093055,"RaMCONdy_fdg_1706010503"
"RaMCONdy_fdg",1,"B","C","Thin / low fire","None",1,0,0,33.1136333391855,"RaMCONdy_fdg_1706010504"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,151.919002961496,"RaMCONdy_fdg_1706010504"
"RaMCONdy_fdg",1,"B","C","Thin / low fire","None",1,0,0,223.307779386843,"RaMCONdy_fdg_1706010505"
"RaMCONdy_fdg",2,"E","D","Thin / low fire","None",1,0,0,263.597663324818,"RaMCONdy_fdg_1706010505"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,373.25517877437,"RaMCONdy_fdg_1706010505"
"RaMCONdy_fdg",6,"B","A","Regen / high fire","None",1,0,0,119.65870521262,"RaMCONdy_fdg_1706010505"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,731.952589452137,"RaMCONdy_fdg_1706010506"
"RaMCONdy_fdg",13,"B","E","Grow w/o fire","None",0,0,1,62.0449438897899,"RaMCONdy_fdg_1706010506"
"RaMCONdy_fdg",15,"C","E","Grow w/o fire","Grow w/o fire",0,0,1,24.4697862426013,"RaMCONdy_fdg_1706010506"
"RaMCONdy_fdg",20,"A","E","Grow w/o fire","Grow w/o fire",0,0,1,17.9827058326833,"RaMCONdy_fdg_1706010506"
"RaMCONdy_fdg",1,"B","C","Thin / low fire","None",1,0,0,900.101443581493,"RaMCONdy_fdg_1706010601"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,4943.1351586588,"RaMCONdy_fdg_1706010601"
"RaMCONdy_fdg",6,"B","A","Regen / high fire","None",1,0,0,202.472332374609,"RaMCONdy_fdg_1706010601"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,3688.82479623251,"RaMCONdy_fdg_1706010602"
"RaMCONdy_fdg",6,"B","A","Regen / high fire","None",1,0,0,451.223098609675,"RaMCONdy_fdg_1706010602"
"RaMCONdy_fdg",13,"B","E","Grow w/o fire","None",0,0,1,51.5146876001853,"RaMCONdy_fdg_1706010602"
"RaMCONdy_fdg",15,"C","E","Grow w/o fire","Grow w/o fire",0,0,1,412.969355651408,"RaMCONdy_fdg_1706010602"
"RaMCONdy_fdg",1,"B","C","Thin / low fire","None",1,0,0,628.018923126309,"RaMCONdy_fdg_1706010603"
"RaMCONdy_fdg",2,"E","D","Thin / low fire","None",1,0,0,235.598815655084,"RaMCONdy_fdg_1706010603"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,2292.90261341236,"RaMCONdy_fdg_1706010603"
"RaMCONdy_fdg",6,"B","A","Regen / high fire","None",1,0,0,420.530380596946,"RaMCONdy_fdg_1706010603"
"RaMCONdy_fdg",1,"B","C","Thin / low fire","None",1,0,0,10.8649867621356,"RaMCONdy_fdg_1706010604"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,162.92368533659,"RaMCONdy_fdg_1706010604"
"RaMCONdy_fdg",13,"B","E","Grow w/o fire","None",0,0,1,15.2503328954001,"RaMCONdy_fdg_1706010604"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,186.92832710099,"RaMCONdy_fdg_1706010605"
"RaMCONdy_fdg",6,"B","A","Regen / high fire","None",1,0,0,2.44978669116932,"RaMCONdy_fdg_1706010605"
"RaMCONdy_fdg",13,"B","E","Grow w/o fire","None",0,0,1,8.89322742137405,"RaMCONdy_fdg_1706010605"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,233.36737156629,"RaMCONdy_fdg_1706010606"
"RaMCONdy_fdg",11,"C","D","Grow w/ fire","None",0,0,1,16.8610560721788,"RaMCONdy_fdg_1706010606"
"RaMCONdy_fdg",15,"C","E","Grow w/o fire","Grow w/o fire",0,0,1,20.9814607534987,"RaMCONdy_fdg_1706010606"
"RaMCONdy_fdg",20,"A","E","Grow w/o fire","Grow w/o fire",0,0,1,21.5595887325698,"RaMCONdy_fdg_1706010606"
"RaMCONdy_fdg",1,"B","C","Thin / low fire","None",1,0,0,80.5899248272881,"RaMCONdy_fdg_1706010607"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,531.37663987945,"RaMCONdy_fdg_1706010607"
"RaMCONdy_fdg",13,"B","E","Grow w/o fire","None",0,0,1,78.3823976260942,"RaMCONdy_fdg_1706010607"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,44.822777294081,"RaMCONdy_fdg_1706010701"
"RaMCONdy_fdg",11,"C","D","Grow w/ fire","None",0,0,1,11.0051609649079,"RaMCONdy_fdg_1706010701"
"RaMCONdy_fdg",13,"B","E","Grow w/o fire","None",0,0,1,3.33066907387547e-15,"RaMCONdy_fdg_1706010701"
"RaMCONdy_fdg",15,"C","E","Grow w/o fire","Grow w/o fire",0,0,1,2.7476680297566,"RaMCONdy_fdg_1706010701"
"RaMCONdy_fdg",20,"A","E","Grow w/o fire","Grow w/o fire",0,0,1,8.85382365919471,"RaMCONdy_fdg_1706010701"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,103.638912023735,"RaMCONdy_fdg_1706010705"
"RaMCONdy_fdg",11,"C","D","Grow w/ fire","None",0,0,1,24.442749990246,"RaMCONdy_fdg_1706010705"
"RaMCONdy_fdg",13,"B","E","Grow w/o fire","None",0,0,1,5.32907051820075e-15,"RaMCONdy_fdg_1706010705"
"RaMCONdy_fdg",19,"A","D","Grow w/ fire","Grow w/ fire",0,0,1,21.0961033026102,"RaMCONdy_fdg_1706010705"
"RaMCONdy_fdg",20,"A","E","Grow w/o fire","Grow w/o fire",0,0,1,10.8378223511031,"RaMCONdy_fdg_1706010705"
"RaMCONdy_fdg",1,"B","C","Thin / low fire","None",1,0,0,21.4721229745532,"RaMCONdy_fdg_1706010706"
"RaMCONdy_fdg",2,"E","D","Thin / low fire","None",1,0,0,32.3501249979705,"RaMCONdy_fdg_1706010706"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,156.586723049057,"RaMCONdy_fdg_1706010706"
"RaMCONdy_fdg",6,"B","A","Regen / high fire","None",1,0,0,21.2310419160965,"RaMCONdy_fdg_1706010706"
"RaMCONdy_fdg",7,"C","A","Regen / high fire","None",1,0,0,0.07783788927531,"RaMCONdy_fdg_1706010708"
"RaMCONdy_fdg",11,"C","D","Grow w/ fire","None",0,0,1,0.03276584943394,"RaMCONdy_fdg_1706010708"
"RaMCONdy_fdg",15,"C","E","Grow w/o fire","Grow w/o fire",0,0,1,0.06844125840405,"RaMCONdy_fdg_1706010708"
"RaMCONdy_fdg",16,"C","B","Regen / high fire","Grow w/o fire",0,1,0,0.001209982030155,"RaMCONdy_fdg_1706010708"
"RaMCONdy_fdg",1,"B","C","Thin / low fire","None",1,0,0,162.786935677665,"RaMCONdy_fdg_1707010201"
"RaMCONdy_fdg",2,"E","D","Thin / low fire","None",1,0,0,120.450112836675,"RaMCONdy_fdg_1707010201"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,345.736412985423,"RaMCONdy_fdg_1707010201"
"RaMCONdy_fdg",6,"B","A","Regen / high fire","None",1,0,0,102.271381676039,"RaMCONdy_fdg_1707010201"
"RaMCONdy_fdg",1,"B","C","Thin / low fire","None",1,0,0,10.3231068978564,"RaMCONdy_fdg_1707010202"
"RaMCONdy_fdg",2,"E","D","Thin / low fire","None",1,0,0,69.9295405293144,"RaMCONdy_fdg_1707010202"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,44.056237443254,"RaMCONdy_fdg_1707010202"
"RaMCONdy_fdg",6,"B","A","Regen / high fire","None",1,0,0,29.8526559928261,"RaMCONdy_fdg_1707010202"
"RaMCONdy_fdg",1,"B","C","Thin / low fire","None",1,0,0,89.6707654034537,"RaMCONdy_fdg_1707010203"
"RaMCONdy_fdg",2,"E","D","Thin / low fire","None",1,0,0,265.286454398008,"RaMCONdy_fdg_1707010203"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,104.337040897683,"RaMCONdy_fdg_1707010203"
"RaMCONdy_fdg",6,"B","A","Regen / high fire","None",1,0,0,83.7571404122913,"RaMCONdy_fdg_1707010203"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,2.41426711081738,"RaMCONdy_fdg_1707010204"
"RaMCONdy_fdg",6,"B","A","Regen / high fire","None",1,0,0,0.80432485584487,"RaMCONdy_fdg_1707010204"
"RaMCONdy_fdg",13,"B","E","Grow w/o fire","None",0,0,1,0.70722633684185,"RaMCONdy_fdg_1707010204"
"RaMCONdy_fdg",1,"B","C","Thin / low fire","None",1,0,0,27.2915446619937,"RaMCONdy_fdg_1707010207"
"RaMCONdy_fdg",2,"E","D","Thin / low fire","None",1,0,0,21.6184943249756,"RaMCONdy_fdg_1707010207"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,30.944640658416,"RaMCONdy_fdg_1707010207"
"RaMCONdy_fdg",6,"B","A","Regen / high fire","None",1,0,0,14.4778401907139,"RaMCONdy_fdg_1707010207"
"RaMCONdy_fdg",1,"B","C","Thin / low fire","None",1,0,0,4.60873321400808,"RaMCONdy_fdg_1707010208"
"RaMCONdy_fdg",2,"E","D","Thin / low fire","None",1,0,0,10.0423274234161,"RaMCONdy_fdg_1707010208"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,2.81401259658277,"RaMCONdy_fdg_1707010208"
"RaMCONdy_fdg",6,"B","A","Regen / high fire","None",1,0,0,4.12540813159143,"RaMCONdy_fdg_1707010208"
"RaMCONdy_fdg",2,"E","D","Thin / low fire","None",1,0,0,20.1460553232811,"RaMCONdy_fdg_1707010209"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,21.1642023816208,"RaMCONdy_fdg_1707010209"
"RaMCONdy_fdg",6,"B","A","Regen / high fire","None",1,0,0,9.37042227879919,"RaMCONdy_fdg_1707010209"
"RaMCONdy_fdg",7,"C","A","Regen / high fire","None",1,0,0,2.14957811945288,"RaMCONdy_fdg_1707010209"
"RaMCONdy_fdg",1,"B","C","Thin / low fire","None",1,0,0,12.9708719046911,"RaMCONdy_fdg_1707010301"
"RaMCONdy_fdg",2,"E","D","Thin / low fire","None",1,0,0,123.405060112174,"RaMCONdy_fdg_1707010301"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,313.90227994263,"RaMCONdy_fdg_1707010301"
"RaMCONdy_fdg",6,"B","A","Regen / high fire","None",1,0,0,74.7315095939192,"RaMCONdy_fdg_1707010301"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,826.255377984329,"RaMCONdy_fdg_1707010302"
"RaMCONdy_fdg",6,"B","A","Regen / high fire","None",1,0,0,122.286397803498,"RaMCONdy_fdg_1707010302"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,81.8657382202298,"RaMCONdy_fdg_1707010304"
"RaMCONdy_fdg",11,"C","D","Grow w/ fire","None",0,0,1,17.0202278147297,"RaMCONdy_fdg_1707010304"
"RaMCONdy_fdg",15,"C","E","Grow w/o fire","Grow w/o fire",0,0,1,7.1101584400578,"RaMCONdy_fdg_1707010304"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,16.84061606264,"RaMCONdy_fdg_1707010305"
"RaMCONdy_fdg",6,"B","A","Regen / high fire","None",1,0,0,2.02377069217046,"RaMCONdy_fdg_1707010305"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,1569.48152898782,"RaMCONdy_fdg_1707010306"
"RaMCONdy_fdg",11,"C","D","Grow w/ fire","None",0,0,1,166.749095236766,"RaMCONdy_fdg_1707010306"
"RaMCONdy_fdg",19,"A","D","Grow w/ fire","Grow w/ fire",0,0,1,171.714889641283,"RaMCONdy_fdg_1707010306"
"RaMCONdy_fdg",20,"A","E","Grow w/o fire","Grow w/o fire",0,0,1,283.025672978428,"RaMCONdy_fdg_1707010306"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,553.010032889154,"RaMCONdy_fdg_1707010309"
"RaMCONdy_fdg",11,"C","D","Grow w/ fire","None",0,0,1,232.985056836186,"RaMCONdy_fdg_1707010309"
"RaMCONdy_fdg",15,"C","E","Grow w/o fire","Grow w/o fire",0,0,1,11.0683207864071,"RaMCONdy_fdg_1707010309"
"RaMCONdy_fdg",20,"A","E","Grow w/o fire","Grow w/o fire",0,0,1,77.51712586907,"RaMCONdy_fdg_1707010309"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,20.7890237186098,"RaMCONdy_fdg_1707010310"
"RaMCONdy_fdg",11,"C","D","Grow w/ fire","None",0,0,1,35.5492362392469,"RaMCONdy_fdg_1707010310"
"RaMCONdy_fdg",13,"B","E","Grow w/o fire","None",0,0,1,6.66133814775094e-16,"RaMCONdy_fdg_1707010310"
"RaMCONdy_fdg",15,"C","E","Grow w/o fire","Grow w/o fire",0,0,1,13.8367756128977,"RaMCONdy_fdg_1707010310"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,592.545478887561,"RaMCONdy_fdg_1707010401"
"RaMCONdy_fdg",11,"C","D","Grow w/ fire","None",0,0,1,107.381116129888,"RaMCONdy_fdg_1707010401"
"RaMCONdy_fdg",13,"B","E","Grow w/o fire","None",0,0,1,1.06581410364015e-14,"RaMCONdy_fdg_1707010401"
"RaMCONdy_fdg",19,"A","D","Grow w/ fire","Grow w/ fire",0,0,1,65.4527536707861,"RaMCONdy_fdg_1707010401"
"RaMCONdy_fdg",20,"A","E","Grow w/o fire","Grow w/o fire",0,0,1,65.8506343204346,"RaMCONdy_fdg_1707010401"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,690.414146807499,"RaMCONdy_fdg_1707010403"
"RaMCONdy_fdg",11,"C","D","Grow w/ fire","None",0,0,1,174.09453927103,"RaMCONdy_fdg_1707010403"
"RaMCONdy_fdg",13,"B","E","Grow w/o fire","None",0,0,1,2.1316282072803e-14,"RaMCONdy_fdg_1707010403"
"RaMCONdy_fdg",19,"A","D","Grow w/ fire","Grow w/ fire",0,0,1,28.4183214772421,"RaMCONdy_fdg_1707010403"
"RaMCONdy_fdg",20,"A","E","Grow w/o fire","Grow w/o fire",0,0,1,161.265423179858,"RaMCONdy_fdg_1707010403"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,7406.12027743858,"RaMCONdy_fdg_1707020101"
"RaMCONdy_fdg",6,"B","A","Regen / high fire","None",1,0,0,1728.08729924539,"RaMCONdy_fdg_1707020101"
"RaMCONdy_fdg",13,"B","E","Grow w/o fire","None",0,0,1,332.550096818954,"RaMCONdy_fdg_1707020101"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,6073.48318814235,"RaMCONdy_fdg_1707020102"
"RaMCONdy_fdg",6,"B","A","Regen / high fire","None",1,0,0,1373.47312144298,"RaMCONdy_fdg_1707020102"
"RaMCONdy_fdg",13,"B","E","Grow w/o fire","None",0,0,1,557.191503758993,"RaMCONdy_fdg_1707020102"
"RaMCONdy_fdg",1,"B","C","Thin / low fire","None",1,0,0,137.129210322184,"RaMCONdy_fdg_1707020103"
"RaMCONdy_fdg",2,"E","D","Thin / low fire","None",1,0,0,83.1646863448957,"RaMCONdy_fdg_1707020103"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,4826.29852904599,"RaMCONdy_fdg_1707020103"
"RaMCONdy_fdg",6,"B","A","Regen / high fire","None",1,0,0,908.687802771732,"RaMCONdy_fdg_1707020103"
"RaMCONdy_fdg",1,"B","C","Thin / low fire","None",1,0,0,78.5649437120787,"RaMCONdy_fdg_1707020104"
"RaMCONdy_fdg",2,"E","D","Thin / low fire","None",1,0,0,429.472132593756,"RaMCONdy_fdg_1707020104"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,2500.84992922661,"RaMCONdy_fdg_1707020104"
"RaMCONdy_fdg",6,"B","A","Regen / high fire","None",1,0,0,696.195898944507,"RaMCONdy_fdg_1707020104"
"RaMCONdy_fdg",1,"B","C","Thin / low fire","None",1,0,0,688.373267250412,"RaMCONdy_fdg_1707020105"
"RaMCONdy_fdg",2,"E","D","Thin / low fire","None",1,0,0,63.7600431374722,"RaMCONdy_fdg_1707020105"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,11318.757669387,"RaMCONdy_fdg_1707020105"
"RaMCONdy_fdg",6,"B","A","Regen / high fire","None",1,0,0,600.175489877189,"RaMCONdy_fdg_1707020105"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,6955.39416058491,"RaMCONdy_fdg_1707020106"
"RaMCONdy_fdg",6,"B","A","Regen / high fire","None",1,0,0,565.299468214962,"RaMCONdy_fdg_1707020106"
"RaMCONdy_fdg",13,"B","E","Grow w/o fire","None",0,0,1,121.239438797272,"RaMCONdy_fdg_1707020106"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,7062.39229807446,"RaMCONdy_fdg_1707020107"
"RaMCONdy_fdg",6,"B","A","Regen / high fire","None",1,0,0,1370.97709252953,"RaMCONdy_fdg_1707020107"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,4009.45465380793,"RaMCONdy_fdg_1707020108"
"RaMCONdy_fdg",6,"B","A","Regen / high fire","None",1,0,0,934.097493855944,"RaMCONdy_fdg_1707020108"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,2940.54431888351,"RaMCONdy_fdg_1707020109"
"RaMCONdy_fdg",6,"B","A","Regen / high fire","None",1,0,0,624.636492653283,"RaMCONdy_fdg_1707020109"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,3979.65424186908,"RaMCONdy_fdg_1707020110"
"RaMCONdy_fdg",6,"B","A","Regen / high fire","None",1,0,0,604.664010498296,"RaMCONdy_fdg_1707020110"
"RaMCONdy_fdg",1,"B","C","Thin / low fire","None",1,0,0,41.7952774501177,"RaMCONdy_fdg_1707020111"
"RaMCONdy_fdg",2,"E","D","Thin / low fire","None",1,0,0,387.763607073751,"RaMCONdy_fdg_1707020111"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,1994.5929198527,"RaMCONdy_fdg_1707020111"
"RaMCONdy_fdg",6,"B","A","Regen / high fire","None",1,0,0,547.047492642594,"RaMCONdy_fdg_1707020111"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,3361.2489183753,"RaMCONdy_fdg_1707020112"
"RaMCONdy_fdg",6,"B","A","Regen / high fire","None",1,0,0,279.997838042577,"RaMCONdy_fdg_1707020112"
"RaMCONdy_fdg",1,"B","C","Thin / low fire","None",1,0,0,241.399989150467,"RaMCONdy_fdg_1707020113"
"RaMCONdy_fdg",2,"E","D","Thin / low fire","None",1,0,0,1054.65054523627,"RaMCONdy_fdg_1707020113"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,2800.789812541,"RaMCONdy_fdg_1707020113"
"RaMCONdy_fdg",6,"B","A","Regen / high fire","None",1,0,0,936.40337274083,"RaMCONdy_fdg_1707020113"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,2126.03609401279,"RaMCONdy_fdg_1707020114"
"RaMCONdy_fdg",6,"B","A","Regen / high fire","None",1,0,0,1.13686837721616e-13,"RaMCONdy_fdg_1707020114"
"RaMCONdy_fdg",7,"C","A","Regen / high fire","None",1,0,0,107.745612326845,"RaMCONdy_fdg_1707020114"
"RaMCONdy_fdg",11,"C","D","Grow w/ fire","None",0,0,1,1229.51586700956,"RaMCONdy_fdg_1707020114"
"RaMCONdy_fdg",15,"C","E","Grow w/o fire","Grow w/o fire",0,0,1,433.9659935175,"RaMCONdy_fdg_1707020114"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,2281.00968238269,"RaMCONdy_fdg_1707020201"
"RaMCONdy_fdg",1,"B","C","Thin / low fire","None",1,0,0,1065.38837816044,"RaMCONdy_fdg_1707020202"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,6528.66460265968,"RaMCONdy_fdg_1707020202"
"RaMCONdy_fdg",6,"B","A","Regen / high fire","None",1,0,0,386.227826566964,"RaMCONdy_fdg_1707020202"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,3428.81692120573,"RaMCONdy_fdg_1707020203"
"RaMCONdy_fdg",1,"B","C","Thin / low fire","None",1,0,0,49.2925157976597,"RaMCONdy_fdg_1707020204"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,831.445712470239,"RaMCONdy_fdg_1707020204"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,1334.92845240119,"RaMCONdy_fdg_1707020205"
"RaMCONdy_fdg",11,"C","D","Grow w/ fire","None",0,0,1,144.754276273364,"RaMCONdy_fdg_1707020205"
"RaMCONdy_fdg",13,"B","E","Grow w/o fire","None",0,0,1,8.5265128291212e-14,"RaMCONdy_fdg_1707020205"
"RaMCONdy_fdg",19,"A","D","Grow w/ fire","Grow w/ fire",0,0,1,297.361829630439,"RaMCONdy_fdg_1707020205"
"RaMCONdy_fdg",20,"A","E","Grow w/o fire","Grow w/o fire",0,0,1,327.950152710722,"RaMCONdy_fdg_1707020205"
"RaMCONdy_fdg",3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,2801.30930611813,"RaMCONdy_fdg_1707020206"
"RaMCONdy_fdg",11,"C","D","Grow w/ fire","None",0,0,1,495.024267310387,"RaMCONdy_fdg_1707020206"
