"BpS_Code","SCLASS","AREA_PCT","AREA","AREA_TOTAL","avg","low","high","departure"
"RaDFHEwt_fwm","B",41.5920301700651,59857.0910781188,310187.6502,52740.9406428774,45624.7874159472,59857.0910781188,7.27595761418343e-12
"RaDFHEwt_fwm","C",12.4308124695288,3515.53592817842,310187.6502,1877.16167215239,238.787105938713,3515.53592817842,3.18323145620525e-12
"RaDFHEwt_fwm","D",4.65026241073733,14424.5397,310187.6502,10785.305246243,7076.09497340806,14494.5152088904,0
"RaDFHEwt_fwm","E",26.8576672689208,213763.605292765,310187.6502,230415.618328421,221653.678601376,239177.581629728,-7890.073308611
"RaDFHEwt_fwn","A",27.2347313235685,11394.412736183,189747.636395,8789.55737350011,6184.7025800601,11394.412736183,0
"RaDFHEwt_fwn","B",37.6437674123683,36615.7116385199,189747.636395,32262.6281922651,27909.5430382816,36615.7116385199,0
"RaDFHEwt_fwn","C",12.3328500552625,2150.51963739837,189747.636395,1148.29520192871,146.070576711417,2150.51963739837,0
"RaDFHEwt_fwn","D",5.82852106361807,8866.56834920739,189747.636395,6597.57465183961,4328.5807647242,8866.56834920739,0
"RaDFHEwt_fwn","E",16.9601301451827,130720.424033691,189747.636395,140949.579836981,135589.736038008,146309.438056774,-4869.31200431686
"RaDFHEwt_fww","A",24.5793178263283,2117.4458634569,35261.17204,1633.38052895295,1149.31530023252,2117.4458634569,0
"RaDFHEwt_fww","B",38.0947575558807,6804.36885529975,35261.17204,5995.42689839793,5186.48462414556,6804.36885529975,0
"RaDFHEwt_fww","C",17.7519047378778,399.635243686759,35261.17204,213.389929050952,27.1445791539726,399.635243686759,5.6843418860808e-14
"RaDFHEwt_fww","D",5.76530097381301,1647.69162823711,35261.17204,1226.04011973553,804.38857597278,1647.69162823711,0
"RaDFHEwt_fww","E",13.8087189061002,24292.0304493195,35261.17204,26192.9343522956,25196.9041624404,27188.9672219999,-904.87371312088
"RaDFWV_fwx","A",11.3536555248945,4703.20946,41424.62707,5137.00085363022,4330.43511298166,5943.56700852505,0
"RaDFWV_fwx","B",26.2957276153458,7679.60001456197,41424.62707,6734.41268314533,5789.22452323614,7679.60001456197,0
"RaDFWV_fwx","C",8.31337979019252,3443.786575,41424.62707,3484.95201224114,2745.82055208266,4224.08363809812,0
"RaDFWV_fwx","D",7.09039760342736,11488.0439755296,41424.62707,13166.8381779653,11989.0608032424,14344.6155526881,-501.01682771282
"RaDFWV_fwx","E",46.9468394661398,14109.9870449084,41424.62707,12901.4229701964,11692.8596411277,14109.9870449084,0
"RaMCONdy_fdd","A",8.96173293352195,519250.591784082,4450739.98415,621589.820999071,519250.591784082,723929.04576332,0
"RaMCONdy_fdd","B",54.465893526983,472132.306763621,4450739.98415,29207.8698774848,8071.69735787503,50344.0423970945,421788.264366526
"RaMCONdy_fdd","C",29.2228312222646,1300632.23371,4450739.98415,1407038.78402079,1279886.90193116,1534190.67056115,0
"RaMCONdy_fdd","D",0.898586252677665,1702158.46424202,4450739.98415,1844885.92009096,1702158.46424202,1987613.37148916,0
"RaMCONdy_fdd","E",6.45095606455278,456566.387650273,4450739.98415,548017.562457257,456566.387650273,639468.74171498,0
"RaMCONdy_fdg","A",8.32104625559369,124692.71807614,1068799.67949,149268.437119211,124692.71807614,173844.155093483,0
"RaMCONdy_fdg","B",45.6105689260324,60430.943419762,1068799.67949,7013.97117666114,1938.33555313492,12089.6068001874,48341.3366195747
"RaMCONdy_fdg","C",33.3127126829693,356046.166385,1068799.67949,337885.971040076,307351.747223832,368420.19592512,0
"RaMCONdy_fdg","D",1.63348427399705,408755.943394098,1068799.67949,443030.481922302,408755.943394098,477305.019381707,0
"RaMCONdy_fdg","E",11.1221878614076,118873.908215,1068799.67949,131600.811818951,109639.747665402,153561.877041301,0
"RaMCONdy_fdx","A",8.9739856338575,534.590623542829,4582.22658,639.953223460064,534.590623542829,745.315818795071,0
"RaMCONdy_fdx","B",47.6072607260726,319.132771794192,4582.22658,30.0707473755855,8.31015658310454,51.8313381680665,267.301433626125
"RaMCONdy_fdx","C",16.2929528246942,1317.69813610957,4582.22658,1448.60642009898,1317.69813610957,1579.51470867061,0
"RaMCONdy_fdx","D",4.87769365171811,1752.4447139123,4582.22658,1899.38871518306,1752.4447139123,2046.3327118716,0
"RaMCONdy_fdx","E",22.2481071636575,658.360334641104,4582.22658,564.207446388947,470.054562719015,658.360334641104,0
"RaMCONdy_fmd","A",13.7191455540344,288062.01644,2099708.14367,293244.991579391,244964.81485263,341525.166206444,0
"RaMCONdy_fmd","B",45.5606965362778,151407.853227087,2099708.14367,13779.2822001308,3807.9530001586,23750.611400103,127657.241826984
"RaMCONdy_fmd","C",27.2518664181993,603807.223188002,2099708.14367,663793.167830316,603807.223188002,723779.114572338,0
"RaMCONdy_fmd","D",1.3994508833804,803020.621719911,2099708.14367,870354.593697281,803020.621719911,937688.563574942,0
"RaMCONdy_fmd","E",12.0688406081082,253410.429095,2099708.14367,258536.095764633,215392.533756015,301679.659872959,0
"RaMCONdy_fmx","A",12.2810281860273,73394.35311,597623.84711,83464.0759677686,69722.45904754,97205.6922903735,0
"RaMCONdy_fmx","B",46.6037366525529,48709.0101049374,597623.84711,3921.8915560632,1083.82849703635,6759.95461509004,41949.0554898473
"RaMCONdy_fmx","C",31.0659202193495,185657.347555,597623.84711,188930.365317683,171857.025331009,206003.705901981,0
"RaMCONdy_fmx","D",1.12588558129634,228557.609164724,597623.84711,247722.361892681,228557.609164724,266887.114023014,0
"RaMCONdy_fmx","E",8.92342936077386,61305.5271753381,597623.84711,73585.1487900608,61305.5271753381,85864.7710024073,0
"RaMCONms_fcm","A",9.07066301082008,280952.214776899,2262327.37078,328400.515747926,280952.214776899,375848.8370799,0
"RaMCONms_fcm","B",30.5289109019122,939529.858744006,2262327.37078,1004582.21355707,939529.858744006,1069634.48013938,0
"RaMCONms_fcm","C",44.1452715362617,488031.51596505,2262327.37078,283141.778912452,236393.292716338,329890.285469513,158141.230495537
"RaMCONms_fcm","D",4.44855397321659,176236.639219238,2262327.37078,218128.539739624,176236.639219238,260020.460620957,0
"RaMCONms_fcm","E",11.8066005777894,377577.142074807,2262327.37078,428074.32508525,377577.142074807,478571.551079914,0
"RaMCONms_fmm","A",7.36101220302866,221681.76502774,1785060.58414,259120.24229754,221681.76502774,296558.735632885,0
"RaMCONms_fmm","B",41.1380406880581,741324.063054727,1785060.58414,792652.794688408,741324.063054727,843981.456704727,0
"RaMCONms_fmm","C",31.4742905155053,360926.821742222,1785060.58414,223409.412708313,186523.115369247,260295.726112923,100631.095629299
"RaMCONms_fmm","D",1.98409474976241,139057.274475311,1785060.58414,172111.544772131,139057.274475311,205165.831134496,0
"RaMCONms_fmm","E",18.0425618436456,322070.65984,1785060.58414,337766.591458669,297922.432666139,377610.784167351,0
"RaMCONsw_fdm","A",9.89949498870725,31539.7303144783,254933.834845,37208.9407758787,31539.7303144783,42878.1537866175,0
"RaMCONsw_fdm","B",58.8493872954198,19727.8373509192,254933.834845,7326.06547867012,4610.2609446107,10041.8702676634,9685.96708325582
"RaMCONsw_fdm","C",7.44195946824204,27266.1332076271,254933.834845,32089.14867424,27266.1332076271,36912.1618464484,0
"RaMCONsw_fdm","D",1.82899754080699,124430.796427907,254933.834845,132210.010876955,124430.796427907,139989.225326004,0
"RaMCONsw_fdm","E",21.9801607068239,51969.3375440686,254933.834845,46099.6713336604,40230.0051232522,51969.3375440686,0
"RaMCONsw_fiw","A",5.7158736453711,137923.075497994,1114824.32474,162714.503157184,137923.075497994,187505.941964617,0
"RaMCONsw_fiw","B",50.1842279343411,80492.3769395571,1114824.32474,32036.845973094,20160.6469677739,43913.0460932384,36579.3308463187
"RaMCONsw_fiw","C",11.2136062553313,125012.010215,1114824.32474,140325.679108038,119234.657729701,161416.690452956,0
"RaMCONsw_fiw","D",2.73207931995056,544135.221160198,1114824.32474,578153.685207707,544135.221160198,612172.149255215,0
"RaMCONsw_fiw","E",30.154212845006,227261.640927251,1114824.32474,201593.621327396,175925.601727542,227261.640927251,0
"RaMCONsw_fvw","A",9.08615232187302,13829.5011276671,111783.066035,16315.3293730953,13829.5011276671,18801.1587363542,0
"RaMCONsw_fvw","B",54.1263705327744,8650.23721416316,111783.066035,3212.32394153105,2021.50139828765,4403.14659655752,4247.09061760564
"RaMCONsw_fvw","C",9.38279022666637,11955.6196639038,111783.066035,14070.4093963848,11955.6196639038,16185.1981228183,0
"RaMCONsw_fvw","D",2.99085018293666,54560.2585170587,111783.066035,57971.278646996,54560.2585170587,61382.2987769333,-7.27595761418343e-12
"RaMCONsw_fvw","E",24.4138367357495,22787.4495122073,111783.066035,20213.7256830404,17640.0018538735,22787.4495122073,0
"RaMEVG_ftd","A",12.0549414579648,61410.0453049336,434156.627865,71871.2936835222,61410.0453049336,82332.5385888579,0
"RaMEVG_ftd","B",38.0575221533593,39723.1728228938,434156.627865,32665.9972135146,25608.8194333522,39723.1728228938,0
"RaMEVG_ftd","C",8.70060091579341,209329.148664509,434156.627865,224132.630620485,209329.148664509,238936.112142304,0
"RaMEVG_ftd","D",5.18920574719533,77143.8215851465,434156.627865,88907.7399935356,77143.8215851465,100671.649718792,0
"RaMEVG_ftd","E",35.9977297256871,46550.4394875171,434156.627865,16578.9767737019,11083.3292686684,22074.6247128921,24475.814774625
"RaMEVG_fuc","A",39.9856226723147,21664.8326770427,109516.63859,18129.6379927236,15490.77292803,20768.502181284,896.330495758673
"RaMEVG_fuc","B",14.2656394052498,10020.2279142579,109516.63859,8240.04513902487,6459.86181620862,10020.2279142579,0
"RaMEVG_fuc","C",17.6865498881087,52803.5811255009,109516.63859,56537.7809031679,52803.5811255009,60271.9805713184,0
"RaMEVG_fuc","D",13.5936820986025,19459.6407972355,109516.63859,22427.1062648694,19459.6407972355,25394.5695421706,0
"RaMEVG_fuc","E",14.4685059357244,5568.35607596301,109516.63859,4182.0709186135,2795.78587078062,5568.35607596301,0
"RaOAPI_fop","A",12.9764381514099,19670.161774263,88082.65328,22136.3662270343,19670.161774263,24602.5706798057,0
"RaOAPI_fop","B",23.7805001211925,5239.56271074657,88082.65328,3353.55808634471,2271.65937936469,4435.45661715943,804.106093587133
"RaOAPI_fop","C",8.11333521855054,14613.2029399905,88082.65328,16899.1756624305,14613.2029399905,19185.1483848705,0
"RaOAPI_fop","D",15.1172537771673,39960.6089918665,88082.65328,42897.1298029173,39960.6089918665,45833.6539611088,0
"RaOAPI_fop","E",40.0124727316797,8599.11686313345,88082.65328,2796.42200386807,1837.44043747395,3755.40365834484,4843.71320478861
"RaPICOpu_fld","A",14.945274167011,68832.8460603141,363872.91362,78701.8632599445,68832.8460603141,88570.8735459895,0
"RaPICOpu_fld","B",30.7189534494266,72705.1099240942,363872.91362,50461.9094879923,42606.0864994537,58317.7328404039,14387.3770836903
"RaPICOpu_fld","C",42.7568642598872,162701.262756546,363872.91362,173628.679647133,162701.262756546,184556.09653772,0
"RaPICOpu_fld","D",3.92817066343307,33025.0230409998,363872.91362,39621.9825646288,33025.0230409998,46218.945363114,0
"RaPICOpu_fld","E",7.65073746024218,26608.6718380461,363872.91362,21458.4786603014,16308.2854825567,26608.6718380461,0
"RaPICOpu_flp","A",0.586939920794189,4737.82295674768,25045.68011,5417.11574972584,4737.82295674768,6096.40806683607,0
"RaPICOpu_flp","B",73.4829245768882,5004.35415047932,25045.68011,3473.33586939064,2932.61293507188,4014.05882875509,990.295321724229
"RaPICOpu_flp","C",4.05175016427214,11198.8653949359,25045.68011,11951.0087329697,11198.8653949359,12703.1520710036,0
"RaPICOpu_flp","D",0.374718073487364,2273.14024141422,25045.68011,2727.2145397281,2273.14024141422,3181.2890634531,0
"RaPICOpu_flp","E",21.5036672645581,1831.49736642293,25045.68011,1477.00521818569,1122.51306994845,1831.49736642293,0
"RaPICOpu_flw","A",12.6897662074635,14789.6996773838,78183.184645,16910.1960515359,14789.6996773838,19030.6909402075,0
"RaPICOpu_flw","B",35.4039669919869,15621.7097262885,78183.184645,10842.4470175296,9154.51357631511,12530.3805369273,3091.32918936116
"RaPICOpu_flw","C",33.769780202588,34958.6418552549,78183.184645,37306.5502058662,34958.6418552549,39654.4585564776,0
"RaPICOpu_flw","D",5.25954982349645,7095.88809079729,78183.184645,8513.33711001752,7095.88809079729,9930.78683288641,0
"RaPICOpu_flw","E",12.8769367744652,5717.2452952756,78183.184645,4610.65426005077,3504.06322482594,5717.2452952756,0
"RaPIJEsp_fjp","A",25.7802327556228,14849.4158742227,82496.758065,12374.51370975,10889.5718995865,13859.4546949459,989.961179276763
"RaPIJEsp_fjp","B",23.292006674808,2144.91562719324,82496.758065,824.96758065,0,2144.91562719324,4.54747350886464e-13
"RaPIJEsp_fjp","C",30.5585434037747,33988.6649827541,82496.758065,36298.5735486,33988.6649827541,38608.4821144459,0
"RaPIJEsp_fjp","D",2.11890108290403,29698.8329034,82496.758065,32173.73564535,29698.8329034,34648.6383873,0
"RaPIJEsp_fjp","E",18.2503160828905,1814.92867743,82496.758065,824.96758065,0,1814.92867743,0
"RaPIPOm_fdp","A",10.4918910787549,115713.00808,1102880.37887,118803.550444475,98286.9711513407,139320.129737609,0
"RaPIPOm_fdp","B",34.3492758573824,134356.535213664,1102880.37887,76010.6910697006,60190.1378289818,91831.239898898,42525.2953147661
"RaPIPOm_fdp","C",20.9944494027754,377919.162342194,1102880.37887,410315.768352287,377919.162342194,442712.332452925,0
"RaPIPOm_fdp","D",10.9244892123701,432649.575777369,1102880.37887,467215.138324079,432649.575777369,501780.701973669,0
"RaPIPOm_fdp","E",23.2398944487172,42242.0974567721,1102880.37887,30535.2582514681,18828.4179432838,42242.0974567721,0
"RaPIPOm_fpd","A",15.8681455639634,97391.0252792844,678790.46068,73120.0937850126,60492.7421911497,85747.4453788755,11643.5799004088
"RaPIPOm_fpd","B",38.4130183501388,56519.4293325406,678790.46068,46782.3464777488,37045.2609077953,56519.4293325406,0
"RaPIPOm_fpd","C",15.6794937657756,232598.137768027,678790.46068,252537.296664471,232598.137768027,272476.429766877,0
"RaPIPOm_fpd","D",10.6108281807388,266283.098767091,678790.46068,287557.186668432,266283.098767091,308831.275248563,0
"RaPIPOm_fpd","E",19.4285141393835,25998.7695330571,678790.46068,18793.5540540975,11588.3378963474,25998.7695330571,0
"RaPIPOm_fpl","A",11.9672559679736,115864.014285,968175.28258,104292.96161832,86282.2640528618,122303.659183777,0
"RaPIPOm_fpl","B",43.794763821598,103662.196699966,968175.28258,66726.7944152835,52838.5533169165,80615.0316409494,23047.1650590165
"RaPIPOm_fpl","C",19.7240596094459,331760.360237744,968175.28258,360200.065739252,331760.360237744,388639.7344501,0
"RaPIPOm_fpl","D",6.777845566366,379806.036367745,968175.28258,410149.783457058,379806.036367745,440493.531514547,0
"RaPIPOm_fpl","E",17.7360750346166,37082.6749895448,968175.28258,26805.7015544686,16528.7271512171,37082.6749895448,1.45519152283669e-11
"RaPIPOxe_fpd","A",12.2728929588687,139199.938098555,656490.46924,155201.680583368,139199.938098555,171203.423068181,0
"RaPIPOxe_fpd","B",55.1703438313879,79259.5025234017,656490.46924,37938.3354074918,27404.1521315586,48472.516057463,30786.9864659387
"RaPIPOxe_fpd","C",19.2746938255612,130414.935601465,656490.46924,147198.524097638,130414.935601465,163982.12506713,0
"RaPIPOxe_fpd","D",1.05687432416685,266650.168649346,656490.46924,283698.224987543,266650.168649346,300746.306928869,0
"RaPIPOxe_fpd","E",12.2251950600153,40965.9243672329,656490.46924,32453.6910341499,23941.4596705383,40965.9243672329,0
"RaPIPOxe_fxp","A",18.7495176558485,229745.21815477,1083517.3358,256155.602155278,229745.21815477,282565.986155786,0
"RaPIPOxe_fxp","B",41.2737990656891,80002.3974741124,1083517.3358,62616.0561828117,45229.7105574418,80002.3974741124,0
"RaPIPOxe_fxp","C",28.3212781504257,270647.455822552,1083517.3358,242946.638431178,215245.841626634,270647.455822552,0
