"BpS_Code","MAP_ZONE","stratID","SCLASS","AREA_PCT","AREA","AREA_TOTAL","avg","low","high","departure"
"RaMEVG_ftd","OSW","RaMEVG_ftd OSW","C",8.70060091579341,209329.148664509,434156.627865,224132.630620485,209329.148664509,238936.112142304,0
"RaMEVG_ftd","OSW","RaMEVG_ftd OSW","D",5.18920574719533,77143.8215851465,434156.627865,88907.7399935356,77143.8215851465,100671.649718792,0
"RaMEVG_ftd","OSW","RaMEVG_ftd OSW","E",35.9977297256871,46550.4394875171,434156.627865,16578.9767737019,11083.3292686684,22074.6247128921,24475.814774625
"RaMEVG_fuc","OSW","RaMEVG_fuc OSW","A",39.9856226723147,21664.8326770427,109516.63859,18129.6379927236,15490.77292803,20768.502181284,896.330495758673
"RaMEVG_fuc","OSW","RaMEVG_fuc OSW","B",14.2656394052498,10020.2279142579,109516.63859,8240.04513902487,6459.86181620862,10020.2279142579,0
"RaMEVG_fuc","OSW","RaMEVG_fuc OSW","C",17.6865498881087,52803.5811255009,109516.63859,56537.7809031679,52803.5811255009,60271.9805713184,0
"RaMEVG_fuc","OSW","RaMEVG_fuc OSW","D",13.5936820986025,19459.6407972355,109516.63859,22427.1062648694,19459.6407972355,25394.5695421706,0
"RaMEVG_fuc","OSW","RaMEVG_fuc OSW","E",14.4685059357244,5568.35607596301,109516.63859,4182.0709186135,2795.78587078062,5568.35607596301,0
"RaOAPI_fop","OEC","RaOAPI_fop OEC","A",13.4010006528352,18333.9491860536,82099.115805,20632.6220509962,18333.9491860536,22931.2949159388,0
"RaOAPI_fop","OEC","RaOAPI_fop OEC","B",23.9436123729883,5073.19201771561,82099.115805,3125.74773167197,2117.34342133314,4134.15187781257,939.04013990304
"RaOAPI_fop","OEC","RaOAPI_fop OEC","C",7.75654934594579,13620.5143212308,82099.115805,15751.1987667831,13620.5143212308,17881.8832123354,0
"RaOAPI_fop","OEC","RaOAPI_fop OEC","D",15.0845570607787,37246.0472419318,82099.115805,39983.0874326249,37246.0472419318,42720.1307430844,0
"RaOAPI_fop","OEC","RaOAPI_fop OEC","E",39.814280567452,7825.41303806823,82099.115805,2606.45842723886,1712.62138052801,3500.29555604883,4325.1174820194
"RaOAPI_fop","WEC","RaOAPI_fop WEC","A",7.15108715852072,1336.21258820934,5983.537475,1503.74417603811,1336.21258820934,1671.27576386688,0
"RaOAPI_fop","WEC","RaOAPI_fop WEC","B",21.5424642259803,301.304739346859,5983.537475,227.810354672741,154.315958031548,301.304739346859,0
"RaOAPI_fop","WEC","RaOAPI_fop WEC","C",13.0087344359784,992.688618759705,5983.537475,1147.9768956474,992.688618759705,1303.2651725351,0
"RaOAPI_fop","WEC","RaOAPI_fop WEC","D",15.5658799479651,2714.56174993478,5983.537475,2914.0423702924,2714.56174993478,3113.52321802444,0
"RaOAPI_fop","WEC","RaOAPI_fop WEC","E",42.7318342315555,638.769778749312,5983.537475,189.963576629207,124.81905694594,255.108102296013,383.661676453299
"RaPICOpu_fld","OEC","RaPICOpu_fld OEC","A",14.945274167011,68832.8460603141,363872.91362,78701.8632599445,68832.8460603141,88570.8735459895,0
"RaPICOpu_fld","OEC","RaPICOpu_fld OEC","B",30.7189534494266,72705.1099240942,363872.91362,50461.9094879923,42606.0864994537,58317.7328404039,14387.3770836903
"RaPICOpu_fld","OEC","RaPICOpu_fld OEC","C",42.7568642598872,162701.262756546,363872.91362,173628.679647133,162701.262756546,184556.09653772,0
"RaPICOpu_fld","OEC","RaPICOpu_fld OEC","D",3.92817066343307,33025.0230409998,363872.91362,39621.9825646288,33025.0230409998,46218.945363114,0
"RaPICOpu_fld","OEC","RaPICOpu_fld OEC","E",7.65073746024218,26608.6718380461,363872.91362,21458.4786603014,16308.2854825567,26608.6718380461,0
"RaPICOpu_flp","OSW","RaPICOpu_flp OSW","A",0.586939920794189,4737.82295674768,25045.68011,5417.11574972584,4737.82295674768,6096.40806683607,0
"RaPICOpu_flp","OSW","RaPICOpu_flp OSW","B",73.4829245768882,5004.35415047932,25045.68011,3473.33586939064,2932.61293507188,4014.05882875509,990.295321724229
"RaPICOpu_flp","OSW","RaPICOpu_flp OSW","C",4.05175016427214,11198.8653949359,25045.68011,11951.0087329697,11198.8653949359,12703.1520710036,0
"RaPICOpu_flp","OSW","RaPICOpu_flp OSW","D",0.374718073487364,2273.14024141422,25045.68011,2727.2145397281,2273.14024141422,3181.2890634531,0
"RaPICOpu_flp","OSW","RaPICOpu_flp OSW","E",21.5036672645581,1831.49736642293,25045.68011,1477.00521818569,1122.51306994845,1831.49736642293,0
"RaPICOpu_flw","OEC","RaPICOpu_flw OEC","A",12.6897662074635,14789.6996773838,78183.184645,16910.1960515359,14789.6996773838,19030.6909402075,0
"RaPICOpu_flw","OEC","RaPICOpu_flw OEC","B",35.4039669919869,15621.7097262885,78183.184645,10842.4470175296,9154.51357631511,12530.3805369273,3091.32918936116
"RaPICOpu_flw","OEC","RaPICOpu_flw OEC","C",33.769780202588,34958.6418552549,78183.184645,37306.5502058662,34958.6418552549,39654.4585564776,0
"RaPICOpu_flw","OEC","RaPICOpu_flw OEC","D",5.25954982349645,7095.88809079729,78183.184645,8513.33711001752,7095.88809079729,9930.78683288641,0
"RaPICOpu_flw","OEC","RaPICOpu_flw OEC","E",12.8769367744652,5717.2452952756,78183.184645,4610.65426005077,3504.06322482594,5717.2452952756,0
"RaPIJEsp_fjp","OSW","RaPIJEsp_fjp OSW","A",25.7802327556228,14849.4158742227,82496.758065,12374.51370975,10889.5718995865,13859.4546949459,989.961179276763
"RaPIJEsp_fjp","OSW","RaPIJEsp_fjp OSW","B",23.292006674808,2144.91562719324,82496.758065,824.96758065,0,2144.91562719324,4.54747350886464e-13
"RaPIJEsp_fjp","OSW","RaPIJEsp_fjp OSW","C",30.5585434037747,33988.6649827541,82496.758065,36298.5735486,33988.6649827541,38608.4821144459,0
"RaPIJEsp_fjp","OSW","RaPIJEsp_fjp OSW","D",2.11890108290403,29698.8329034,82496.758065,32173.73564535,29698.8329034,34648.6383873,0
