"strataID","BpS","SCLASS","YEAR","ew","PVT","BpS_Code","sclass","AREA_TOTAL","AREA_STRATA","avg","low","high","departure"
"2002_eastside_Na0710270_fdd","Na0710270","E",2002,"eastside","fdd","Na0710270_fdd","E",280167.831942819,1403267.971,313453.640094677,280167.831942819,346739.473505358,0
"2002_eastside_Na0710412_fmc","Na0710412","A",2002,"eastside","fmc","Na0710412_fmc","A",2101.47568062766,16639.371505,2454.47994710624,2101.47568062766,2807.48421358481,0
"2002_eastside_Na0710412_fmc","Na0710412","B",2002,"eastside","fmc","Na0710412_fmc","B",3355.53189824944,16639.371505,3775.67945646122,3355.53189824944,4195.82669852494,0
"2002_eastside_Na0710412_fmc","Na0710412","C",2002,"eastside","fmc","Na0710412_fmc","C",2274.2629909816,16639.371505,2652.80401705696,2274.2629909816,3031.34489337797,0
"2002_eastside_Na0710412_fmc","Na0710412","D",2002,"eastside","fmc","Na0710412_fmc","D",783.27519,16639.371505,819.713228873537,584.05510156836,1055.37137281808,0
"2002_eastside_Na0710412_fmc","Na0710412","E",2002,"eastside","fmc","Na0710412_fmc","E",8124.8257451413,16639.371505,6936.69477230519,6486.19323997033,7387.19695357554,737.628791565757
"2002_eastside_Na0710412_fmh","Na0710412","A",2002,"eastside","fmh","Na0710412_fmh","A",179263.523772937,1419398.947535,209376.072444892,179263.523772937,239488.621116847,0
"2002_eastside_Na0710412_fmh","Na0710412","B",2002,"eastside","fmh","Na0710412_fmh","B",357919.28788512,1419398.947535,322079.199032258,286239.083210816,357919.28788512,0
"2002_eastside_Na0710412_fmh","Na0710412","C",2002,"eastside","fmh","Na0710412_fmh","C",162034.331331349,1419398.947535,226293.8374022,194002.910196883,258584.751832926,-31968.5788655341
"2002_eastside_Na0710412_fmh","Na0710412","D",2002,"eastside","fmh","Na0710412_fmh","D",90027.0190725907,1419398.947535,69924.5217281189,49822.025803046,90027.0190725907,0
"2002_eastside_Na0710412_fmh","Na0710412","E",2002,"eastside","fmh","Na0710412_fmh","E",630154.785473004,1419398.947535,591725.309830537,553295.889544629,630154.785473004,0
"2002_eastside_Na0710412_fmi","Na0710412","A",2002,"eastside","fmi","Na0710412_fmi","A",6132.70031055327,48558.391485,7162.86658590755,6132.70031055327,8193.03286126182,0
"2002_eastside_Na0710412_fmi","Na0710412","B",2002,"eastside","fmi","Na0710412_fmi","B",12244.6088404821,48558.391485,11018.5003750666,9792.39098704175,12244.6088404821,0
"2002_eastside_Na0710412_fmi","Na0710412","C",2002,"eastside","fmi","Na0710412_fmi","C",5543.28049098671,48558.391485,7741.63230591517,6636.94254453943,8846.32163026539,-1093.66205355272
"2002_eastside_Na0710412_fmi","Na0710412","D",2002,"eastside","fmi","Na0710412_fmi","D",3079.87211343668,48558.391485,2392.15500784473,1704.43795081116,3079.87211343668,0
"2002_eastside_Na0710412_fmi","Na0710412","E",2002,"eastside","fmi","Na0710412_fmi","E",21557.9297295412,48558.391485,20243.2369674739,18928.5460991839,21557.9297295412,0
"2002_eastside_Na1010471_frn","Na1010471","A",2002,"eastside","frn","Na1010471_frn","A",69108.0685823192,685999.617,82914.8954398386,69108.0685823192,96721.7291573543,0
"2002_eastside_Na1010471_frn","Na1010471","B",2002,"eastside","frn","Na1010471_frn","B",259323.001411544,685999.617,239589.548090915,219856.094084287,259323.001411544,0
"2002_eastside_Na1010471_frn","Na1010471","C",2002,"eastside","frn","Na1010471_frn","C",60716.8307152257,685999.617,33972.0428490909,24387.5731321899,43556.5132519914,17160.3174632343
"2002_eastside_Na1010471_frn","Na1010471","D",2002,"eastside","frn","Na1010471_frn","D",51718.2012412447,685999.617,64087.837635161,51718.2012412447,76457.4733430778,0
"2002_eastside_Na1010471_frn","Na1010471","E",2002,"eastside","frn","Na1010471_frn","E",245133.515049667,685999.617,265435.302588989,245133.515049667,285737.064746325,0
"2002_eastside_R1RFWF_fcw","R1RFWF","A",2002,"eastside","fcw","R1RFWF_fcw","A",22106.4386521137,149284.8677,25267.7297939031,22106.4386521137,28429.0224285412,0
"2002_eastside_R1RFWF_fcw","R1RFWF","B",2002,"eastside","fcw","R1RFWF_fcw","B",41529.1050123139,149284.8677,37565.4369664711,33601.7660842158,41529.1050123139,0
"2002_eastside_R1RFWF_fcw","R1RFWF","C",2002,"eastside","fcw","R1RFWF_fcw","C",10295.0067826214,149284.8677,13097.5269761226,10295.0067826214,15900.0479160481,0
"2002_eastside_R1RFWF_fcw","R1RFWF","D",2002,"eastside","fcw","R1RFWF_fcw","D",21540.9739966877,149284.8677,24781.9719121789,21540.9739966877,28022.9741569313,0
"2002_eastside_R1RFWF_fcw","R1RFWF","E",2002,"eastside","fcw","R1RFWF_fcw","E",53813.3432562633,149284.8677,48572.2005584757,44667.7466539758,52476.6571501032,1336.68610616019
"2002_eastside_R1RFWF_frm","R1RFWF","A",2002,"eastside","frm","R1RFWF_frm","A",563.084182096118,3802.50971,643.607013699841,563.084182096118,724.12988332866,0
"2002_eastside_R1RFWF_frm","R1RFWF","B",2002,"eastside","frm","R1RFWF_frm","B",1057.80865462048,3802.50971,956.848078617409,855.887430366656,1057.80865462048,0
"2002_eastside_R1RFWF_frm","R1RFWF","C",2002,"eastside","frm","R1RFWF_frm","C",262.229279220064,3802.50971,333.613676128093,262.229279220064,404.99809204867,0
"2002_eastside_R1RFWF_frm","R1RFWF","D",2002,"eastside","frm","R1RFWF_frm","D",548.680948358857,3802.50971,631.234031156981,548.680948358857,713.787224227888,0
"2002_eastside_R1RFWF_frm","R1RFWF","E",2002,"eastside","frm","R1RFWF_frm","E",1370.70664570448,3802.50971,1237.20687237258,1137.754569451,1336.65924373933,34.0474019651506
"2002_eastside_RaABAMlw_fsi","RaABAMlw","A",2002,"eastside","fsi","RaABAMlw_fsi","A",52056.2864876052,470463.056405,61886.5513614534,52056.2864876052,71716.8162353016,0
"2002_eastside_RaABAMlw_fsi","RaABAMlw","B",2002,"eastside","fsi","RaABAMlw_fsi","B",110844.117402766,470463.056405,97965.0604449497,85085.994077872,110844.117402766,0
"2002_eastside_RaABAMlw_fsi","RaABAMlw","C",2002,"eastside","fsi","RaABAMlw_fsi","C",33581.4243211435,470463.056405,13938.4781301802,9449.78258161122,18427.1722673601,15154.2520537834
"2002_eastside_RaABAMlw_fsi","RaABAMlw","D",2002,"eastside","fsi","RaABAMlw_fsi","D",27522.1287890523,470463.056405,36125.4598851363,27522.1287890523,44728.7890993681,0
"2002_eastside_RaABAMlw_fsi","RaABAMlw","E",2002,"eastside","fsi","RaABAMlw_fsi","E",246459.099404433,470463.056405,260547.50658328,246459.099404433,274635.913762128,0
"2002_eastside_RaABAMlw_fsw","RaABAMlw","A",2002,"eastside","fsw","RaABAMlw_fsw","A",2451.904875,21997.08945,2893.58322086402,2433.95687443081,3353.20956729723,0
"2002_eastside_RaABAMlw_fsw","RaABAMlw","B",2002,"eastside","fsw","RaABAMlw_fsw","B",5182.65553972845,21997.08945,4580.47910084383,3978.30222201742,5182.65553972845,0
"2002_eastside_RaABAMlw_fsw","RaABAMlw","C",2002,"eastside","fsw","RaABAMlw_fsw","C",1552.19355378633,21997.08945,651.711002707299,441.836420311418,861.585519111912,690.608034674422
"2002_eastside_RaABAMlw_fsw","RaABAMlw","D",2002,"eastside","fsw","RaABAMlw_fsw","D",1286.8316025776,21997.08945,1689.09112351565,1286.8316025776,2091.35055646535,0
"2002_eastside_RaABAMlw_fsw","RaABAMlw","E",2002,"eastside","fsw","RaABAMlw_fsw","E",11523.5038789076,21997.08945,12182.2250020692,11523.5038789076,12840.9461252308,0
"2002_eastside_RaABAMlw_fwc","RaABAMlw","A",2002,"eastside","fwc","RaABAMlw_fwc","A",1262.23216982159,11407.52913,1500.59101942169,1262.23216982159,1738.94986902178,0
"2002_eastside_RaABAMlw_fwc","RaABAMlw","B",2002,"eastside","fwc","RaABAMlw_fwc","B",2687.68712218007,11407.52913,2375.40284095322,2063.11833157579,2687.68712218007,0
"2002_eastside_RaABAMlw_fwc","RaABAMlw","C",2002,"eastside","fwc","RaABAMlw_fwc","C",814.263885240242,11407.52913,337.972542441292,229.133124491496,446.811926168501,367.451959071742
"2002_eastside_RaABAMlw_fwc","RaABAMlw","D",2002,"eastside","fwc","RaABAMlw_fwc","D",667.341423744976,11407.52913,875.950258716126,667.341423744976,1084.55904805716,0
"2002_eastside_RaABAMlw_fwc","RaABAMlw","E",2002,"eastside","fwc","RaABAMlw_fwc","E",5976.00452901312,11407.52913,6317.61246846767,5976.00452901312,6659.22040792223,0
"2002_eastside_RaABLA_faf","RaABLA","A",2002,"eastside","faf","RaABLA_faf","A",1988.70766966492,15372.83198,2346.09666646367,1988.70766966492,2703.48564788959,0
"2002_eastside_RaABLA_faf","RaABLA","B",2002,"eastside","faf","RaABLA_faf","B",4242.05589344231,15372.83198,3252.8575036018,2853.5963098854,3652.11869731821,589.937196124099
"2002_eastside_RaABLA_faf","RaABLA","C",2002,"eastside","faf","RaABLA_faf","C",145.668725,15372.83198,134.642687558686,47.9005299959536,221.384845121419,0
"2002_eastside_RaABLA_faf","RaABLA","D",NA,NA,NA,NA,NA,246.101330497359,15372.83198,400.764502955727,246.101330497359,555.427706159759,0
"2002_eastside_RaABLA_faf","RaABLA","E",2002,"eastside","faf","RaABLA_faf","E",8750.29836139541,15372.83198,9238.47069628427,8750.29836139541,9726.64244700551,0
"2002_eastside_RaDFHEdy_fwi","RaDFHEdy","A",2002,"eastside","fwi","RaDFHEdy_fwi","A",37022.318045,499288.78433,28162.5771048932,21041.8877245215,35283.2689817088,1739.04906329118
"2002_eastside_RaDFHEdy_fwi","RaDFHEdy","B",2002,"eastside","fwi","RaDFHEdy_fwi","B",95355.1795961102,499288.78433,84830.7631803544,74306.3377774006,95355.1795961102,0
"2002_eastside_RaDFHEdy_fwi","RaDFHEdy","C",2002,"eastside","fwi","RaDFHEdy_fwi","C",37779.8104995076,499288.78433,29295.1972356159,22425.8648079394,36164.5271668484,1615.28333265911
"2002_eastside_RaDFHEdy_fwi","RaDFHEdy","D",2002,"eastside","fwi","RaDFHEdy_fwi","D",64624.3558494925,499288.78433,76499.3109802021,64624.3558494925,88374.2711037995,0
"2002_eastside_RaDFHEdy_fwi","RaDFHEdy","E",2002,"eastside","fwi","RaDFHEdy_fwi","E",264507.12033989,499288.78433,280500.935828934,264507.12033989,296494.75081869,0
"2002_eastside_RaDFHEdy_fwx","RaDFHEdy","A",2002,"eastside","fwx","RaDFHEdy_fwx","A",4669.09663734667,110789.849965,6249.14436294776,4669.09663734667,7829.1926424981,0
"2002_eastside_RaDFHEdy_fwx","RaDFHEdy","B",2002,"eastside","fwx","RaDFHEdy_fwx","B",21158.8691202329,110789.849965,18823.5502581531,16488.2294018559,21158.8691202329,0
"2002_eastside_RaDFHEdy_fwx","RaDFHEdy","C",2002,"eastside","fwx","RaDFHEdy_fwx","C",11929.1464207854,110789.849965,6500.46748152832,4976.1946900951,8024.73971901228,3904.40670177315
"2002_eastside_RaDFHEdy_fwx","RaDFHEdy","D",2002,"eastside","fwx","RaDFHEdy_fwx","D",14339.8428191367,110789.849965,16974.8399161331,14339.8428191367,19609.838121028,0
"2002_eastside_RaDFHEdy_fwx","RaDFHEdy","E",2002,"eastside","fwx","RaDFHEdy_fwx","E",58692.8949674983,110789.849965,62241.8479462377,58692.8949674983,65790.8008141873,0
"2002_eastside_RaDFHEwt_fdm","RaDFHEwt","A",2002,"eastside","fdm","RaDFHEwt_fdm","A",607.393332389901,18634.92184,863.213464869733,607.393332389901,1119.03365325433,0
"2002_eastside_RaDFHEwt_fdm","RaDFHEwt","B",2002,"eastside","fdm","RaDFHEwt_fdm","B",3595.99169435439,18634.92184,3168.47980896211,2740.96775585552,3595.99169435439,0
"2002_eastside_RaDFHEwt_fdm","RaDFHEwt","C",2002,"eastside","fdm","RaDFHEwt_fdm","C",211.200340197543,18634.92184,112.772900594362,14.3454423562596,211.200340197544,0
"2002_eastside_RaDFHEwt_fdm","RaDFHEwt","D",2002,"eastside","fdm","RaDFHEwt_fdm","D",904.206789552427,18634.92184,647.941077456478,425.105502030319,870.776634247716,33.4301553047114
"2002_eastside_RaDFHEwt_fdm","RaDFHEwt","E",2002,"eastside","fdm","RaDFHEwt_fdm","E",13316.1296835057,18634.92184,13842.5144763078,13316.1296835057,14368.9006853639,0
"2002_eastside_RaDFHEwt_fhc","RaDFHEwt","A",2002,"eastside","fhc","RaDFHEwt_fhc","A",1880.27622138912,31311.659235,1450.4297947227,1020.58346199126,1880.27622138912,0
"2002_eastside_RaDFHEwt_fhc","RaDFHEwt","B",2002,"eastside","fhc","RaDFHEwt_fhc","B",6042.22907465196,31311.659235,5323.89461694675,4605.55987743659,6042.22907465197,0
"2002_eastside_RaDFHEwt_fhc","RaDFHEwt","C",2002,"eastside","fhc","RaDFHEwt_fhc","C",354.873132249293,31311.659235,189.488674257472,24.1041849539915,354.873132249293,5.6843418860808e-14
"2002_eastside_RaDFHEwt_fhc","RaDFHEwt","D",2002,"eastside","fhc","RaDFHEwt_fhc","D",825.307845,31311.659235,1088.71453263235,714.291089213227,1463.13794473982,0
"2002_eastside_RaDFHEwt_fhc","RaDFHEwt","E",2002,"eastside","fhc","RaDFHEwt_fhc","E",22208.9729617096,31311.659235,23259.1314285708,22374.6640076597,24143.6012291679,-165.691045950105
"2002_eastside_RaDFHEwt_fwm","RaDFHEwt","A",2002,"eastside","fwm","RaDFHEwt_fwm","A",18417.5001026028,306700.94139,14207.1098859018,9996.72058930362,18417.5001026028,0
"2002_eastside_RaDFHEwt_fwm","RaDFHEwt","B",2002,"eastside","fwm","RaDFHEwt_fwm","B",59184.2588532752,306700.94139,52148.0985285359,45111.935443488,59184.2588532752,0
"2002_eastside_RaDFHEwt_fwm","RaDFHEwt","C",2002,"eastside","fwm","RaDFHEwt_fwm","C",3476.01904191699,306700.94139,1856.06116690704,236.102985196143,3476.01904191699,0
"2002_eastside_RaDFHEwt_fwm","RaDFHEwt","D",2002,"eastside","fwm","RaDFHEwt_fwm","D",8928.047275,306700.94139,10664.0714743751,6996.55511207486,14331.5875299743,0
"2002_eastside_RaDFHEwt_fwm","RaDFHEwt","E",2002,"eastside","fwm","RaDFHEwt_fwm","E",216695.116117205,306700.94139,227825.598494075,219162.148608321,236489.071689099,-2467.03249111638
"2002_eastside_RaDFHEwt_fwn","RaDFHEwt","A",2002,"eastside","fwn","RaDFHEwt_fwn","A",10653.0155471863,177401.37797,8217.64960781552,5782.28420064887,10653.0155471863,1.81898940354586e-12
"2002_eastside_RaDFHEwt_fwn","RaDFHEwt","B",2002,"eastside","fwn","RaDFHEwt_fwn","B",34233.2469770715,177401.37797,30163.4044406596,26093.5603076352,34233.2469770715,0
"2002_eastside_RaDFHEwt_fwn","RaDFHEwt","C",2002,"eastside","fwn","RaDFHEwt_fwn","C",2010.59235453048,177401.37797,1073.57938685692,136.566241781976,2010.59235453048,0
"2002_eastside_RaDFHEwt_fwn","RaDFHEwt","D",2002,"eastside","fwn","RaDFHEwt_fwn","D",5706.433305,177401.37797,6168.29203637517,4046.93416427054,8289.64973107842,0
"2002_eastside_RaDFHEwt_fwn","RaDFHEwt","E",2002,"eastside","fwn","RaDFHEwt_fwn","E",124798.089786212,177401.37797,131778.451433885,126767.355149859,136789.561200415,-1969.26536364699
"2002_eastside_RaDFHEwt_fww","RaDFHEwt","A",2002,"eastside","fww","RaDFHEwt_fww","A",1938.62377283876,32283.30299,1495.43862167534,1052.25356736183,1938.62377283876,2.27373675443232e-13
"2002_eastside_RaDFHEwt_fww","RaDFHEwt","B",2002,"eastside","fww","RaDFHEwt_fww","B",6229.72773457934,32283.30299,5489.10237288234,4748.47672063562,6229.72773457934,0
"2002_eastside_RaDFHEwt_fww","RaDFHEwt","C",2002,"eastside","fww","RaDFHEwt_fww","C",365.885332534798,32283.30299,195.368767854674,24.8521708912468,365.885332534798,0
"2002_eastside_RaDFHEwt_fww","RaDFHEwt","D",2002,"eastside","fww","RaDFHEwt_fww","D",1195.15073,32283.30299,1122.49883862108,736.456521931989,1508.54112302686,0
"2002_eastside_RaDFHEwt_fww","RaDFHEwt","E",2002,"eastside","fww","RaDFHEwt_fww","E",22553.9154200471,32283.30299,23980.8941952668,23068.9805365317,24892.8103075329,-515.065116484548
"2002_eastside_RaDFWV_fwx","RaDFWV","A",2002,"eastside","fwx","RaDFWV_fwx","A",4028.55124828243,38536.827995,4778.88957146177,4028.55124828243,5529.22828000939,0
"2002_eastside_RaDFWV_fwx","RaDFWV","B",2002,"eastside","fwx","RaDFWV_fwx","B",7144.23872377843,38536.827995,6264.94241648022,5385.64533844546,7144.23872377843,0
"2002_eastside_RaDFWV_fwx","RaDFWV","C",2002,"eastside","fwx","RaDFWV_fwx","C",2554.40354699964,38536.827995,3242.00857715931,2554.40354699964,3929.61376146629,0
"2002_eastside_RaDFWV_fwx","RaDFWV","D",2002,"eastside","fwx","RaDFWV_fwx","D",11153.2778126263,38536.827995,12248.9498154038,11153.2778126263,13344.6218181813,0
"2002_eastside_RaDFWV_fwx","RaDFWV","E",2002,"eastside","fwx","RaDFWV_fwx","E",13656.3566633132,38536.827995,12002.0372676635,10877.7254650566,13126.3497639332,530.006899380025
"2002_eastside_RaMCONdy_fdd","RaMCONdy","A",2002,"eastside","fdd","RaMCONdy_fdd","A",495620.772925588,4248197.74101,593302.795222123,495620.772925588,690984.813270461,0
"2002_eastside_RaMCONdy_fdd","RaMCONdy","B",2002,"eastside","fdd","RaMCONdy_fdd","B",470447.98799908,4248197.74101,27878.6914704346,7704.37423977932,48053.0087010899,422394.97929799
"2002_eastside_RaMCONdy_fdd","RaMCONdy","C",2002,"eastside","fdd","RaMCONdy_fdd","C",1221642.39315154,4248197.74101,1343007.90544432,1221642.39315154,1464373.42198529,0
"2002_eastside_RaMCONdy_fdd","RaMCONdy","D",2002,"eastside","fdd","RaMCONdy_fdd","D",1624697.4139998,4248197.74101,1760929.69395254,1624697.4139998,1897161.96965708,0
"2002_eastside_RaMCONdy_fdd","RaMCONdy","E",2002,"eastside","fdd","RaMCONdy_fdd","E",435789.172933994,4248197.74101,523078.629431403,435789.172933994,610368.090177009,0
"2002_eastside_RaMCONdy_fdg","RaMCONdy","A",2002,"eastside","fdg","RaMCONdy_fdg","A",122431.267933061,1049415.73129,146561.277200905,122431.267933061,170691.285419333,0
"2002_eastside_RaMCONdy_fdg","RaMCONdy","B",2002,"eastside","fdg","RaMCONdy_fdg","B",85997.0122538257,1049415.73129,6886.76450119734,1903.18154188549,11870.3474605092,74126.6647933164
"2002_eastside_RaMCONdy_fdg","RaMCONdy","C",2002,"eastside","fdg","RaMCONdy_fdg","C",331993.47995,1049415.73129,331758.008723253,301777.559224254,361738.459271667,0
"2002_eastside_RaMCONdy_fdg","RaMCONdy","D",2002,"eastside","fdg","RaMCONdy_fdg","D",401342.670181877,1049415.73129,434995.599355065,401342.670181877,468648.527478837,0
"2002_eastside_RaMCONdy_fdg","RaMCONdy","E",2002,"eastside","fdg","RaMCONdy_fdg","E",107651.300971236,1049415.73129,129214.075213086,107651.300971236,150776.850504351,0
"2002_eastside_RaMCONdy_fdx","RaMCONdy","A",2002,"eastside","fdx","RaMCONdy_fdx","A",519.36034320796,4451.680715,621.721203358576,519.36034320796,724.082059057511,0
"2002_eastside_RaMCONdy_fdx","RaMCONdy","B",2002,"eastside","fdx","RaMCONdy_fdx","B",310.040802417216,4451.680715,29.2140434001696,8.07340343253755,50.3546833678017,259.686119049414
"2002_eastside_RaMCONdy_fdx","RaMCONdy","C",2002,"eastside","fdx","RaMCONdy_fdx","C",1280.15742528176,4451.680715,1407.33618283446,1280.15742528176,1534.51494483885,0
"2002_eastside_RaMCONdy_fdx","RaMCONdy","D",2002,"eastside","fdx","RaMCONdy_fdx","D",1702.51824103973,4451.680715,1845.27586448357,1702.51824103973,1988.03348347573,0
"2002_eastside_RaMCONdy_fdx","RaMCONdy","E",2002,"eastside","fdx","RaMCONdy_fdx","E",639.603903053339,4451.680715,548.13339421314,456.662889824623,639.603903053339,0
"2002_eastside_RaMCONdy_fmd","RaMCONdy","A",2002,"eastside","fmd","RaMCONdy_fmd","A",271837.8564,2050495.021305,286371.892717044,239223.310517942,333520.472865651,0
"2002_eastside_RaMCONdy_fmd","RaMCONdy","B",2002,"eastside","fmd","RaMCONdy_fmd","B",110193.791565815,2050495.021305,13456.3223149385,3718.70190232296,23193.9427275541,86999.848838261
"2002_eastside_RaMCONdy_fmd","RaMCONdy","C",2002,"eastside","fmd","RaMCONdy_fmd","C",589655.142648045,2050495.021305,648235.132066171,589655.142648045,706815.123534792,0
"2002_eastside_RaMCONdy_fmd","RaMCONdy","D",2002,"eastside","fmd","RaMCONdy_fmd","D",784199.362090348,2050495.021305,849955.155208797,784199.362090348,915710.946276751,0
"2002_eastside_RaMCONdy_fmd","RaMCONdy","E",2002,"eastside","fmd","RaMCONdy_fmd","E",294608.868600792,2050495.021305,252476.50669508,210344.146839862,294608.868600792,0
"2002_eastside_RaMCONdy_fmx","RaMCONdy","A",2002,"eastside","fmx","RaMCONdy_fmx","A",77664.7819,596169.8286,83261.0079142362,69552.824340846,96969.1908914566,0
"2002_eastside_RaMCONdy_fmx","RaMCONdy","B",2002,"eastside","fmx","RaMCONdy_fmx","B",47504.3187052856,596169.8286,3912.34959594179,1081.1915428653,6743.50764901827,40760.8110562673
"2002_eastside_RaMCONdy_fmx","RaMCONdy","C",2002,"eastside","fmx","RaMCONdy_fmx","C",181842.828515,596169.8286,188470.697836873,171438.897277529,205502.498992387,0
"2002_eastside_RaMCONdy_fmx","RaMCONdy","D",2002,"eastside","fmx","RaMCONdy_fmx","D",228001.528620191,596169.8286,247119.653514703,228001.528620191,266237.777813044,0
"2002_eastside_RaMCONdy_fmx","RaMCONdy","E",2002,"eastside","fmx","RaMCONdy_fmx","E",61156.3708595229,596169.8286,73406.116161227,61156.3708595229,85655.8620591009,0
"2002_eastside_RaMCONms_fcm","RaMCONms","A",2002,"eastside","fcm","RaMCONms_fcm","A",273704.701319282,2203967.80925,319929.014075439,273704.701319282,366153.346667307,0
"2002_eastside_RaMCONms_fcm","RaMCONms","B",2002,"eastside","fcm","RaMCONms_fcm","B",915293.512002668,2203967.80925,978667.760034013,915293.512002668,1042041.92211061,0
"2002_eastside_RaMCONms_fcm","RaMCONms","C",2002,"eastside","fcm","RaMCONms_fcm","C",475442.133167316,2203967.80925,275837.782911883,230295.232334032,321380.353325444,154061.779841872
"2002_eastside_RaMCONms_fcm","RaMCONms","D",2002,"eastside","fcm","RaMCONms_fcm","D",171690.39488555,2203967.80925,212501.64148396,171690.39488555,253312.90791808,0
"2002_eastside_RaMCONms_fcm","RaMCONms","E",2002,"eastside","fcm","RaMCONms_fcm","E",367837.067875184,2203967.80925,417031.612948672,367837.067875184,466226.199897549,0
"2002_eastside_RaMCONms_fmm","RaMCONms","A",2002,"eastside","fmm","RaMCONms_fmm","A",219758.04504762,1769570.105205,256871.637017358,219758.04504762,293985.244913227,0
"2002_eastside_RaMCONms_fmm","RaMCONms","B",2002,"eastside","fmm","RaMCONms_fmm","B",734890.967794663,1769570.105205,785774.276654913,734890.967794663,836657.516501928,0
"2002_eastside_RaMCONms_fmm","RaMCONms","C",2002,"eastside","fmm","RaMCONms_fmm","C",313932.192416316,1769570.105205,221470.700469531,184904.496698716,258036.920166477,55895.2722498391
"2002_eastside_RaMCONms_fmm","RaMCONms","D",2002,"eastside","fmm","RaMCONms_fmm","D",137850.557011402,1769570.105205,170617.987476401,137850.557011402,203385.43386753,0
"2002_eastside_RaMCONms_fmm","RaMCONms","E",2002,"eastside","fmm","RaMCONms_fmm","E",363138.342935,1769570.105205,334835.505356369,295337.107995098,374333.936339471,0
"2002_eastside_RaMCONsw_fdm","RaMCONsw","A",2002,"eastside","fdm","RaMCONsw_fdm","A",31253.831166954,252622.9284,36871.6517647795,31253.831166954,42489.4748888343,-3.63797880709171e-12
"2002_eastside_RaMCONsw_fdm","RaMCONsw","B",2002,"eastside","fdm","RaMCONsw_fdm","B",19549.0098268761,252622.9284,7259.65667129685,4568.47017275607,9950.84342246055,9598.16640441552
"2002_eastside_RaMCONsw_fdm","RaMCONsw","C",2002,"eastside","fdm","RaMCONsw_fdm","C",27018.9730650825,252622.9284,31798.2691974889,27018.9730650825,36577.563056289,0
